PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Moretti, N; Xie, X; Merino, J; Brazauskas, J; Parlikad, AK				Moretti, Nicola; Xie, Xiang; Merino, Jorge; Brazauskas, Justas; Parlikad, Ajith Kumar			An openBIM Approach to IoT Integration with Incomplete As-Built Data	APPLIED SCIENCES-BASEL																	Moretti, Nicola/T-1347-2018	Moretti, Nicola/0000-0002-7197-8677; Xie, Xiang/0000-0003-4601-9519; Brazauskas, Justas/0000-0002-6795-5245													2076-3417				NOV	2020	10	22							8287	10.3390/app10228287								WOS:000594190600001						
J	Aranda, JA; Martin-Dorta, N; Naya, F; Conesa-Pastor, J; Contero, M				Angel Aranda, Jose; Martin-Dorta, Norena; Naya, Ferran; Conesa-Pastor, Julian; Contero, Manuel			Sustainability and Interoperability: An Economic Study on BIM Implementation by a Small Civil Engineering Firm	SUSTAINABILITY																	Aranda, José Ángel/ABE-2976-2021; Contero, Manuel/F-4276-2010	Aranda, José Ángel/0000-0001-6457-1150; Contero, Manuel/0000-0002-6081-9988; Martin-Dorta, Norena/0000-0002-5704-5133													2071-1050				NOV	2020	12	22							9581	10.3390/su12229581								WOS:000595064900001						
J	Gumbarevic, S; Dunovic, IB; Milovanovic, B; Gasi, M				Gumbarevic, Sanjin; Dunovic, Ivana Burcar; Milovanovic, Bojan; Gasi, Mergim			Method for Building Information Modeling Supported Project Control of Nearly Zero-Energy Building Delivery	ENERGIES																	Gumbarević, Sanjin/ABE-7975-2020	Gumbarević, Sanjin/0000-0003-4534-8441; Gasi, Mergim/0000-0002-9100-4060; Milovanovic, Bojan/0000-0003-0264-2958													1996-1073				OCT	2020	13	20							5519	10.3390/en13205519								WOS:000586888800001						
J	Gonzalez, VG; Ruiz, GR; Bandera, CF				Gutierrez Gonzalez, Vicente; Ramos Ruiz, German; Fernandez Bandera, Carlos			Empirical and Comparative Validation for a Building Energy Model Calibration Methodology	SENSORS																	Ruiz, Germán Ramos/O-8037-2014	Ruiz, Germán Ramos/0000-0002-6585-2197; Fernandez Bandera, Carlos/0000-0001-9220-3291; Gutierrez Gonzalez, Vicente/0000-0001-9364-2958													1424-8220				SEP	2020	20	17							5003	10.3390/s20175003								WOS:000569973800001	32899314					
J	Asdrubali, F; Baggio, P; Prada, A; Grazieschi, G; Guattari, C				Asdrubali, F.; Baggio, P.; Prada, A.; Grazieschi, G.; Guattari, C.			Dynamic life cycle assessment modelling of a NZEB building	ENERGY																	Grazieschi, Gianluca/AAW-9179-2020; Baggio, Paolo/K-8773-2015; Asdrubali, Francesco/N-4690-2015; Prada, Alessandro/Q-2248-2016	Grazieschi, Gianluca/0000-0003-0947-4344; Baggio, Paolo/0000-0002-1054-0436; Asdrubali, Francesco/0000-0003-1943-7547; Prada, Alessandro/0000-0003-1967-5000												0360-5442	1873-6785				JAN 15	2020	191								116489	10.1016/j.energy.2019.116489								WOS:000509791500035						
J	Li, Y; Kubicki, S; Guerriero, A; Rezgui, Y				Li, Y.; Kubicki, S.; Guerriero, A.; Rezgui, Y.			Review of building energy performance certification schemes towards future improvement	RENEWABLE & SUSTAINABLE ENERGY REVIEWS																	Kubicki, Sylvain/I-6965-2019; Rezgui, Yacine/ABE-6712-2020	Kubicki, Sylvain/0000-0003-2985-0378; Rezgui, Yacine/0000-0002-5711-8400; Guerriero, Annie/0000-0002-8804-1995												1364-0321	1879-0690				OCT	2019	113								109244	10.1016/j.rser.2019.109244								WOS:000483422600005						
J	Elagiry, M; Marino, V; Lasarte, N; Elguezabal, P; Messervey, T				Elagiry, Mohamed; Marino, Valentina; Lasarte, Natalia; Elguezabal, Peru; Messervey, Thomas			BIM4Ren: Barriers to BIM Implementation in Renovation Processes in the Italian Market	BUILDINGS																	ELAGIRY, Mohamed/C-8625-2019	ELAGIRY, Mohamed/0000-0002-3149-7713; Elguezabal, Peru/0000-0002-8109-8171; Lasarte, Natalia/0000-0003-3922-7811													2075-5309				SEP	2019	9	9							200	10.3390/buildings9090200								WOS:000487653800005						
J	Maskuriy, R; Selamat, A; Ali, KN; Maresova, P; Krejcar, O				Maskuriy, Raihan; Selamat, Ali; Ali, Kherun Nita; Maresova, Petra; Krejcar, Ondrej			Industry 4.0 for the Construction Industry-How Ready Is the Industry?	APPLIED SCIENCES-BASEL																	Krejcar, Ondrej/A-8639-2008; Selamat, Ali/E-9645-2011; Maskuriy, Raihan/AAJ-8026-2021; Maresova, Petra/L-1743-2017	Krejcar, Ondrej/0000-0002-5992-2574; Selamat, Ali/0000-0001-9746-8459; maskuriy, raihan/0000-0001-5537-8818; Maresova, Petra/0000-0002-1218-501X													2076-3417				JUL 2	2019	9	14							2819	10.3390/app9142819								WOS:000479026900047						
J	Gonzalez, VG; Colmenares, LA; Fidalgo, JFL; Ruiz, GR; Bandera, CF				Gutierrez Gonzalez, Vicente; Alvarez Colmenares, Lissette; Lopez Fidalgo, Jesus Fernando; Ramos Ruiz, German; Fernandez Bandera, Carlos			Uncertainy's Indices Assessment for Calibrated Energy Models	ENERGIES																	Ruiz, Germán Ramos/O-8037-2014; Lopez-Fidalgo, Jesus/A-2412-2008	Ruiz, Germán Ramos/0000-0002-6585-2197; Lopez-Fidalgo, Jesus/0000-0001-7502-8188; Fernandez Bandera, Carlos/0000-0001-9220-3291; Gutierrez Gonzalez, Vicente/0000-0001-9364-2958													1996-1073				JUN 1	2019	12	11							2096	10.3390/en12112096								WOS:000472635900063						
J	Farzaneh, A; Monfet, D; Forgues, D				Farzaneh, Aida; Monfet, Danielle; Forgues, Daniel			Review of using Building Information Modeling for building energy modeling during the design process	JOURNAL OF BUILDING ENGINEERING																														2352-7102					MAY	2019	23						127	135		10.1016/j.jobe.2019.01.029								WOS:000461445700011						
