PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Jugert, P; Serek, J; Eckstein, K; Noack, P				Jugert, Philipp; Serek, Jan; Eckstein, Katharina; Noack, Peter			National and European Identity Formation: A Longitudinal Cross-National Comparison Study	IDENTITY-AN INTERNATIONAL JOURNAL OF THEORY AND RESEARCH																	Šerek, Jan/S-7263-2019; Jugert, Philipp/D-7060-2018	Šerek, Jan/0000-0003-2358-7329; Jugert, Philipp/0000-0003-4313-0596												1528-3488	1532-706X				JAN 2	2021	21	1					51	66		10.1080/15283488.2020.1856665		JAN 2021						WOS:000604711700001						
J	Dounas, T; Lombardi, D; Jabi, W				Dounas, Theodoros; Lombardi, Davide; Jabi, Wassim			Framework for decentralised architectural design BIM and Blockchain integration	INTERNATIONAL JOURNAL OF ARCHITECTURAL COMPUTING																		Dounas, Theodoros/0000-0002-2731-0493												1478-0771	2048-3988				JUN	2021	19	2			SI		157	173	1478077120963376	10.1177/1478077120963376		OCT 2020						WOS:000578588900001						
J	AlSuwaidan, L; Almegren, N				AlSuwaidan, Lulwah; Almegren, Nuha			Validating the Adoption of Heterogeneous Internet of Things with Blockchain	FUTURE INTERNET																	AlSuwaidan, Lulwah/L-6134-2019	AlSuwaidan, Lulwah/0000-0003-1075-6365													1999-5903				JUN	2020	12	6							107	10.3390/fi12060107								WOS:000551238000008						
J	McNamara, AJ; Scpasgozar, SME				McNamara, Alan J.; Scpasgozar, Samad M. E.			Developing a theoretical framework for intelligent contract acceptance	CONSTRUCTION INNOVATION-ENGLAND																		M. E. Sepasgozar, Samad/0000-0003-2568-3111												1471-4175	1477-0857					2020	20	3			SI		421	445		10.1108/CI-07-2019-0061		MAR 2020						WOS:000524829300001						
J	Prada-Delgado, MA; Baturone, I; Dittmann, G; Jelitto, J; Kind, A				Angel Prada-Delgado, Miguel; Baturone, Iluminada; Dittmann, Gero; Jelitto, Jens; Kind, Andreas			PUF-derived IoT identities in a zero-knowledge protocol for blockchain	INTERNET OF THINGS																	Baturone, Iluminada/L-3577-2014	Baturone, Iluminada/0000-0001-5463-2482; Jelitto, Jens/0000-0001-5050-3915; Dittmann, Gero/0000-0002-9112-146X												2543-1536	2542-6605				MAR	2020	9								100057	10.1016/j.iot.2019.100057								WOS:000695693900002						
J	Wang, ZJ; Wang, TY; Hu, H; Gong, J; Ren, X; Xiao, QY				Wang, Zhaojing; Wang, Tengyu; Hu, Hao; Gong, Jie; Ren, Xu; Xiao, Qiying			Blockchain-based framework for improving supply chain traceability and information sharing in precast construction	AUTOMATION IN CONSTRUCTION																		wang, zhaojing/0000-0001-6705-6082												0926-5805	1872-7891				MAR	2020	111								103063	10.1016/j.autcon.2019.103063								WOS:000513989400014						
J	Alaloul, WS; Liew, MS; Zawawi, NAWA; Kennedy, IB				Alaloul, Wesam Salah; Liew, M. S.; Zawawi, Noor Amila Wan Abdullah; Kennedy, Ickx Baldwin			Industrial Revolution 4.0 in the construction industry: Challenges and opportunities for stakeholders	AIN SHAMS ENGINEERING JOURNAL																	Salah, Alaloul/AAF-9084-2021	WAN ABDULLAH ZAWAWI, NOOR AMILA/0000-0002-5699-5348; Liew, Mohd Shahir/0000-0002-8706-3500												2090-4479	2090-4495				MAR	2020	11	1					225	230		10.1016/j.asej.2019.08.010								WOS:000519625000022						
C	Psaras, Y; Dias, D			IEEE	Psaras, Yiannis; Dias, David			The InterPlanetary File System and the Filecoin Network	2020 50TH ANNUAL IEEE-IFIP INTERNATIONAL CONFERENCE ON DEPENDABLE SYSTEMS AND NETWORKS-SUPPLEMENTAL VOLUME (DSN-S)	International Conference on Dependable Systems and Networks				50th IEEE/IFIP Annual International Conference on Dependable Systems and Networks (DSN)	JUN 29-JUL 02, 2020	Valencia, SPAIN	IEEE, IFIP, IEEE Comp Soc, Intel, King Abdullah Univ Sci & Technol, Oracle, Commonwealth Cyber Initiat, Univ Politecnica Valencia, DISCA, Univ Politecnica Valencia																						1530-0889		978-1-7281-7260-6				2020							80	80		10.1109/DSN-S50200.2020.00043								WOS:000620788100031						
C	Bosurgi, G; Celauro, C; Pellegrino, O; Rustica, N; Giuseppe, S		Pasetto, M; Partl, MN; Tebaldi, G		Bosurgi, Gaetano; Celauro, Clara; Pellegrino, Orazio; Rustica, Nicola; Giuseppe, Sollazzo			The BIM (Building Information Modeling)-Based Approach for Road Pavement Maintenance	PROCEEDINGS OF THE 5TH INTERNATIONAL SYMPOSIUM ON ASPHALT PAVEMENTS & ENVIRONMENT (APE)	Lecture Notes in Civil Engineering				5th International Symposium on Asphalt Pavements and Environment (APE)	SEP 11-13, 2019	Univ Padova, Padova, ITALY	Int Soc Asphalt Pavements	Univ Padova								Sollazzo, Giuseppe/AAB-6511-2021	Sollazzo, Giuseppe/0000-0002-7116-7946												2366-2557	2366-2565	978-3-030-29779-4; 978-3-030-29778-7				2020	48						480	490		10.1007/978-3-030-29779-4_47								WOS:000613129500047						
J	Huang, SH; Wang, GX; Yan, Y; Fang, XB				Huang, Sihan; Wang, Guoxin; Yan, Yan; Fang, Xiongbing			Blockchain-based data management for digital twin of product	JOURNAL OF MANUFACTURING SYSTEMS																														0278-6125	1878-6642				JAN	2020	54						361	371		10.1016/j.jmsy.2020.01.009								WOS:000521511500027						
