Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Egger M., Hausknecht K., Liebich T., Przybylo J.",[No title available],2013,"BIM-Leitfaden Für Deutschland – Information und Ratgeber – Endbericht",22,,[No abstract available],,"Final",Scopus,2-s2.0-84897507401
"Wenighofer R., Galler R.","Digitale Ortsbrustbilder mittels Kamerabefahrung eines TBM-BohrkopfsDigital Imaging of the Tunnel Face Through the Cutter Head Using Cameras",2017,"Berg Huettenmaenn Monatsh.",2,,[No abstract available],,"Final",Scopus,2-s2.0-85082749537
"Weichenberger F.P.",[No title available],2008,"Konzeption und Implementierung eines digitalen Systems zur ingenieurgeologischen und hydrogeologischen Bearbeitung von Tunnelbauprojekten – Dokumentation, Analyse, Prognose",2,,[No abstract available],,"Final",Scopus,2-s2.0-85030223631
[No author name available],[No title available],2020,"Fachobjektkatalog „BIM-Objekte der Verkehrswege“",1,,[No abstract available],,"Final",Scopus,2-s2.0-85082747990
"Atzl G., Eichler C.","BIM – Application for tunnel projects [BIM – Anwendung bei Tunnelprojekten]",2018,"Geomechanik und Tunnelbau",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050981223&doi=10.1002%2fgeot.201870403&partnerID=40&md5=c3b185b32027aec2129fbdb8cca82272",[No abstract available],Editorial,"Final",Scopus,2-s2.0-85050981223
"Weichenberger F.P.","Efficient Documentation of geological conditions in tunneling – a digital Approach",2018,"Presentation on workshop „The Observational Approach in Tunnelling: Evolvement, Issues and Challenges“",1,,[No abstract available],,"Final",Scopus,2-s2.0-85082769626
