PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Minunno, R; O'Grady, T; Morrison, GM; Gruner, RL				Minunno, Roberto; O'Grady, Timothy; Morrison, Gregory M.; Gruner, Richard L.			Investigating the embodied energy and carbon of buildings: A systematic literature review and meta-analysis of life cycle assessments	RENEWABLE & SUSTAINABLE ENERGY REVIEWS																		Minunno, Roberto/0000-0002-9546-0637; O'Grady, Timothy/0000-0001-8581-0050; Gruner, Richard/0000-0002-5176-8584												1364-0321	1879-0690				JUN	2021	143								110935	10.1016/j.rser.2021.110935								WOS:000637712400002						
J	O'Grady, T; Chong, HY; Morrison, GM				O'Grady, Timothy; Chong, Heap-Yih; Morrison, Gregory M.			A systematic review and meta-analysis of building automation systems	BUILDING AND ENVIRONMENT																	Chong, Heap-Yih/M-8354-2017	Chong, Heap-Yih/0000-0002-6080-7530; O'Grady, Timothy/0000-0001-8581-0050												0360-1323	1873-684X				MAY 15	2021	195								107770	10.1016/j.buildenv.2021.107770								WOS:000639158200004						
J	Eberhardt, LCM; Ronholt, J; Birkved, M; Birgisdottir, H				Eberhardt, Leonora Charlotte Malabi; Ronholt, Julie; Birkved, Morten; Birgisdottir, Harpa			Circular Economy potential within the building stock - Mapping the embodied greenhouse gas emissions of four Danish examples	JOURNAL OF BUILDING ENGINEERING																	Birkved, Morten/O-8585-2018	Birkved, Morten/0000-0001-6989-1647; Charlotte Malabi Eberhardt, Leonora/0000-0002-8974-4537												2352-7102					JAN	2021	33								101845	10.1016/j.jobe.2020.101845								WOS:000599820300001						
J	Nabi, MA; El-adaway, IH				Abdul Nabi, Mohamad; El-adaway, Islam H.			Modular Construction: Determining Decision-Making Factors and Future Research Needs	JOURNAL OF MANAGEMENT IN ENGINEERING																														0742-597X	1943-5479				NOV 1	2020	36	6							04020085	10.1061/(ASCE)ME.1943-5479.0000859								WOS:000609482800005						
J	Minunno, R; O'Grady, T; Morrison, GM; Gruner, RL				Minunno, Roberto; O'Grady, Timothy; Morrison, Gregory M.; Gruner, Richard L.			Exploring environmental benefits of reuse and recycle practices: A circular economy case study of a modular building	RESOURCES CONSERVATION AND RECYCLING																	Gruner, Richard/L-6642-2019	Gruner, Richard/0000-0002-5176-8584; Minunno, Roberto/0000-0002-9546-0637; O'Grady, Timothy/0000-0001-8581-0050												0921-3449	1879-0658				SEP	2020	160								104855	10.1016/j.resconrec.2020.104855								WOS:000540613000013						
J	Akbarieh, A; Jayasinghe, LB; Waldmann, D; Teferle, FN				Akbarieh, Arghavan; Jayasinghe, Laddu Bhagya; Waldmann, Daniele; Teferle, Felix Norman			BIM-Based End-of-Lifecycle Decision Making and Digital Deconstruction: Literature Review	SUSTAINABILITY																	Waldmann, Daniele/E-4016-2017	Waldmann, Daniele/0000-0002-8345-0474; Jayasinghe, Bhagya/0000-0003-3705-0653; Teferle, Felix Norman/0000-0002-9132-3571; Akbarieh, Arghavan/0000-0001-6422-6779													2071-1050				APR	2020	12	7							2670	10.3390/su12072670								WOS:000531558100095						
J	Rocca, R; Rosa, P; Sassanelli, C; Fumagalli, L; Terzi, S				Rocca, Roberto; Rosa, Paolo; Sassanelli, Claudio; Fumagalli, Luca; Terzi, Sergio			Integrating Virtual Reality and Digital Twin in Circular Economy Practices: A Laboratory Application Case	SUSTAINABILITY																	Rosa, Paolo/N-2370-2019	Rosa, Paolo/0000-0003-3957-707X; Sassanelli, Claudio/0000-0003-3603-9735; ROCCA, ROBERTO/0000-0003-4176-4413													2071-1050				MAR 2	2020	12	6							2286	10.3390/su12062286								WOS:000523751400133						
J	Kirchherr, J; van Santen, R				Kirchherr, Julian; van Santen, Ralf			Research on the circular economy: A critique of the field	RESOURCES CONSERVATION AND RECYCLING																														0921-3449	1879-0658				DEC	2019	151								104480	10.1016/j.resconrec.2019.104480								WOS:000491673700017						
J	Akinade, O; Oyedele, L; Oyedele, A; Delgado, JMD; Bilal, M; Akanbi, L; Ajayi, A; Owolabi, H				Akinade, Olugbenga; Oyedele, Lukumon; Oyedele, Ahmed; Delgado, Juan Manuel Davila; Bilal, Muhammad; Akanbi, Lukman; Ajayi, Anuoluwapo; Owolabi, Hakeem			Design for deconstruction using a circular economy approach: barriers and strategies for improvement	PRODUCTION PLANNING & CONTROL																														0953-7287	1366-5871				JUL 26	2020	31	10					829	840		10.1080/09537287.2019.1695006		NOV 2019						WOS:000498373900001						
J	Ahmed, S				Ahmed, Shakil			A Review on Using Opportunities of Augmented Reality and Virtual Reality in Construction Project Management	ORGANIZATION TECHNOLOGY AND MANAGEMENT IN CONSTRUCTION																	Ahmed, Shakil/R-3139-2018	Ahmed, Shakil/0000-0002-3283-9463												1847-5450	1847-6228				FEB	2019	11	1					1839	1852		10.2478/otmcj-2018-0012								WOS:000460058200001						
J	Sovacool, BK; Axsen, J; Sorrell, S				Sovacool, Benjamin K.; Axsen, Jonn; Sorrell, Steve			Promoting novelty, rigor, and style in energy social science: Towards codes of practice for appropriate methods and research design	ENERGY RESEARCH & SOCIAL SCIENCE																	Sorrell, Steve/Y-2441-2019; Sovacool, Benjamin/Y-2392-2019	Sovacool, Benjamin/0000-0002-4794-9403												2214-6296	2214-6326				NOV	2018	45				SI		12	42		10.1016/j.erss.2018.07.007								WOS:000448868500002						
