PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Nascimento, DLD; Quelhas, OLG; Meirino, MJ; Caiado, RGG; Barbosa, SDJ; Ivson, P				de Matzos Nascimento, Daniel Luiz; Goncalves Quelhas, Osvaldo Luiz; Meirino, Marcelo Jasmim; Gusmao Caiado, Rodrigo Goyannes; Barbosa, Simone D. J.; Ivson, Paulo			FACILITY MANAGEMENT USING DIGITAL OBEYA ROOM BY INTEGRATING BIM-LEAN APPROACHES - AN EMPIRICAL STUDY	JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT																	Nascimento, Daniel Luiz de Mattos/AAX-8461-2021; Nascimento, Daniel Luiz Mattos/ABE-6193-2020; Meiriño, Marcelo J/M-1958-2016; Caiado, Rodrigo/S-9342-2019; Barbosa, Simone/F-8012-2014	Nascimento, Daniel Luiz de Mattos/0000-0002-4977-8652; Meiriño, Marcelo J/0000-0001-9165-2300; Caiado, Rodrigo/0000-0002-3290-8385; Barbosa, Simone/0000-0002-0044-503X												1392-3730	1822-3605					2018	24	8					581	591		10.3846/jcem.2018.5609								WOS:000454434600001						
C	Balali, V; Noghabaei, M; Heydarian, A; Han, K		Wang, C; Harper, C; Lee, Y; Harris, R; Berryman, C		Balali, Vahid; Noghabaei, Mojtaba; Heydarian, Arsalan; Han, Kevin			Improved Stakeholder Communication and Visualizations: Real-Time Interaction and Cost Estimation within Immersive Virtual Environments	CONSTRUCTION RESEARCH CONGRESS 2018: CONSTRUCTION INFORMATION TECHNOLOGY					Construction Research Congress	APR 02-04, 2018	Louisiana State Univ, Bert S Turner Dept Construct Management, New Orleans, LA	Amer Soc Civil Engineers, Construct Inst, Construct Res Council, Amer Soc Civil Engineers, Amer Soc Civil Engineers, Construct Inst	Louisiana State Univ, Bert S Turner Dept Construct Management								Noghabaei, Mojtaba/AAG-1431-2020	Noghabaei, Mojtaba/0000-0002-2248-1840														978-0-7844-8126-4				2018							522	530										WOS:000541116600051						
J	Du, J; Zou, ZB; Shi, YM; Zhao, D				Du, Jing; Zou, Zhengbo; Shi, Yangming; Zhao, Dong			Zero latency: Real-time synchronization of BIM data in virtual reality for collaborative decision-making	AUTOMATION IN CONSTRUCTION																	Zhao, Dong/P-7256-2014; Shi, Yangming/AAT-8768-2021	Zhao, Dong/0000-0002-2404-7669; Shi, Yangming/0000-0002-4400-4332												0926-5805	1872-7891				JAN	2018	85						51	64		10.1016/j.autcon.2017.10.009								WOS:000424071900005						
J	Lu, QC; Chen, L; Lee, S; Zhao, XJ				Lu, Qiuchen; Chen, Long; Lee, Sanghoon; Zhao, Xiaojing			Activity theory-based analysis of BIM implementation in building O & M and first response	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016	/0000-0001-9482-1472; Chen, Long/0000-0002-6771-752X												0926-5805	1872-7891				JAN	2018	85						317	332		10.1016/j.autcon.2017.10.017								WOS:000424071900025						
J	Cheng, MY; Chiu, KC; Hsieh, YM; Yang, IT; Chou, JS; Wu, YW				Cheng, Min-Yuan; Chiu, Kuan-Chang; Hsieh, Yo-Ming; Yang, I-Tung; Chou, Jui-Sheng; Wu, Yu-Wei			BIM integrated smart monitoring technique for building fire prevention and disaster relief	AUTOMATION IN CONSTRUCTION																	Chou, Jui-Sheng/C-8795-2009	Chou, Jui-Sheng/0000-0002-8372-9934												0926-5805	1872-7891				DEC	2017	84						14	30		10.1016/j.autcon.2017.08.027								WOS:000413607600002						
J	McGlinn, K; Yuce, B; Wicaksono, H; Howell, S; Rezgui, Y				McGlinn, Kris; Yuce, Baris; Wicaksono, Hendro; Howell, Shaun; Rezgui, Yacine			Usability evaluation of a web-based tool for supporting holistic building energy management	AUTOMATION IN CONSTRUCTION																	Rezgui, Yacine/ABE-6712-2020	Rezgui, Yacine/0000-0002-5711-8400; Yuce, Baris/0000-0002-9937-1535												0926-5805	1872-7891				DEC	2017	84						154	165		10.1016/j.autcon.2017.08.033								WOS:000413607600013						
J	Abdelalim, A; O'Brien, W; Shi, ZX				Abdelalim, Aly; O'Brien, William; Shi, Zixiao			Data visualization and analysis of energy flow on a multi-zone building scale	AUTOMATION IN CONSTRUCTION																	O'Brien, William/E-5475-2018	O'Brien, William/0000-0002-0236-5383; Shi, Zixiao/0000-0003-4309-3051												0926-5805	1872-7891				DEC	2017	84						258	273		10.1016/j.autcon.2017.09.012								WOS:000413607600022						
J	Peng, Y; Lin, JR; Zhang, JP; Hu, ZZ				Peng, Yang; Lin, Jia-Rui; Zhang, Jian-Ping; Hu, Zhen-Zhong			A hybrid data mining approach on BIM-based building operation and maintenance	BUILDING AND ENVIRONMENT																	Hu, Zhen-Zhong/AAI-9454-2020; Jeong, Yongwook/N-7413-2016; Lin, Jia-Rui/L-7191-2019; Lin, Jia-Rui/E-9923-2019; Lin, Jia-Rui/D-5238-2012	Hu, Zhen-Zhong/0000-0001-9653-0097; Lin, Jia-Rui/0000-0003-2195-8675; Lin, Jia-Rui/0000-0003-2195-8675; Lin, Jia-Rui/0000-0003-2195-8675												0360-1323	1873-684X				DEC	2017	126						483	495		10.1016/j.buildenv.2017.09.030								WOS:000417010000040						
J	Petri, I; Kubicki, S; Rezgui, Y; Guerriero, A; Li, HJ				Petri, Ioan; Kubicki, Sylvain; Rezgui, Yacine; Guerriero, Annie; Li, Haijiang			Optimizing Energy Efficiency in Operating Built Environment Assets through Building Information Modeling: A Case Study	ENERGIES																	Petri, Ioan/E-6136-2017; Rezgui, Yacine/ABE-6712-2020; PETRI, IOAN/X-8333-2019; Kubicki, Sylvain/I-6965-2019	Petri, Ioan/0000-0002-1625-8247; Rezgui, Yacine/0000-0002-5711-8400; PETRI, IOAN/0000-0002-1625-8247; Kubicki, Sylvain/0000-0003-2985-0378; Guerriero, Annie/0000-0002-8804-1995												1996-1073					AUG	2017	10	8							1167	10.3390/en10081167								WOS:000407436700094						
J	Santos, R; Costa, AA; Grilo, A				Santos, Ruben; Costa, Antonio A.; Grilo, Antonio			Bibliometric analysis and review of Building Information Modelling literature published between 2005 and 2015	AUTOMATION IN CONSTRUCTION																	Grilo, Antonio C. B./A-5091-2013; Santos, Ruben/F-1284-2014; Costa, Antonio Aguiar/G-2467-2010	Grilo, Antonio C. B./0000-0002-6045-9994; Santos, Ruben/0000-0001-8300-1516; Costa, Antonio Aguiar/0000-0002-5123-4451												0926-5805	1872-7891				AUG	2017	80						118	136		10.1016/j.autcon.2017.03.005								WOS:000401218900010						
