PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Goldbeck, N; Angeloudis, P; Ochieng, WY				Goldbeck, Nils; Angeloudis, Panagiotis; Ochieng, Washington Y.			Resilience assessment for interdependent urban infrastructure systems using dynamic network flow models	RELIABILITY ENGINEERING & SYSTEM SAFETY																		Angeloudis, Panagiotis/0000-0002-6778-8264												0951-8320	1879-0836				AUG	2019	188						62	79		10.1016/j.ress.2019.03.007								WOS:000470341400006						
J	Whyte, J				Whyte, Jennifer			How Digital Information Transforms Project Delivery Models	PROJECT MANAGEMENT JOURNAL																	Whyte, Jennifer/AAF-9739-2021; Whyte, Jennifer/D-3885-2009	Whyte, Jennifer/0000-0003-4640-2913; Whyte, Jennifer/0000-0003-4640-2913												8756-9728	1938-9507				APR	2019	50	2					177	194		10.1177/8756972818823304								WOS:000462051600005						
J	Wilschut, T; Etman, LFP; Rooda, JE; Vogel, JA				Wilschut, T.; Etman, L. F. P.; Rooda, J. E.; Vogel, J. A.			Generation of a function-component-parameter multi-domain matrix from structured textual function specifications	RESEARCH IN ENGINEERING DESIGN																														0934-9839	1435-6066				OCT	2018	29	4					531	546		10.1007/s00163-018-0284-9								WOS:000444466800003						
J	Saoud, LA; Omran, J; Hassan, B; Vilutiene, T; Kiaulakis, A				Saoud, Lama Adel; Omran, Jamal; Hassan, Bassam; Vilutiene, Tatjana; Kiaulakis, Arvydas			A METHOD TO PREDICT CHANGE PROPAGATION WITHIN BUILDING INFORMATION MODEL	JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT																	Omran, Jamal/ABF-2210-2021; Vilutienė, Tatjana/U-8190-2018	Vilutienė, Tatjana/0000-0002-1617-8685												1392-3730	1822-3605					2017	23	6					836	846		10.3846/13923730.2017.1323006								WOS:000404258300014						
J	Gopsill, JA; Snider, C; McMahon, C; Hicks, B				Gopsill, James A.; Snider, Chris; McMahon, Chris; Hicks, Ben			Automatic generation of design structure matrices through the evolution of product models	AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING																	Snider, Chris/AAR-6791-2020	Snider, Chris/0000-0003-2692-110X; Hicks, Ben/0000-0001-8294-4694; Gopsill, James/0000-0003-2125-0466												0890-0604	1469-1760				NOV	2016	30	4			SI		424	445		10.1017/S0890060416000391								WOS:000386196800009						
J	Whyte, J; Stasis, A; Lindkvist, C				Whyte, Jennifer; Stasis, Angelos; Lindkvist, Carmel			Managing change in the delivery of complex projects: Configuration management, asset information and 'big data'	INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT																	Whyte, Jennifer/AAF-9739-2021; Whyte, Jennifer/D-3885-2009; Stasis, Angelos/AAI-6129-2020	Whyte, Jennifer/0000-0003-4640-2913; Whyte, Jennifer/0000-0003-4640-2913; Stasis, Angelos/0000-0001-7178-6299												0263-7863	1873-4634				FEB	2016	34	2					339	351		10.1016/j.ijproman.2015.02.006								WOS:000368746000016						
J	Lambe, AB; Martins, JRRA				Lambe, Andrew B.; Martins, Joaquim R. R. A.			Extensions to the design structure matrix for the description of multidisciplinary design, analysis, and optimization processes	STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION																	Martins, Joaquim R. R. A./P-3933-2014	Martins, Joaquim R. R. A./0000-0003-2143-1478												1615-147X	1615-1488				AUG	2012	46	2					273	284		10.1007/s00158-012-0763-y								WOS:000305987000008						
J	Eusgeld, I; Nan, C; Dietz, S				Eusgeld, Irene; Nan, Cen; Dietz, Sven			"System-of-systems" approach for interdependent critical infrastructures	RELIABILITY ENGINEERING & SYSTEM SAFETY					European Safety and Reliability Conference (ESREL 2009)	SEP 07-10, 2009	Prague, CZECH REPUBLIC	VSB Tech Univ Ostrava, RWE Transgas Net																						0951-8320	1879-0836				JUN	2011	96	6			SI		679	686		10.1016/j.ress.2010.12.010								WOS:000290466500011						
J	Zhang, PC; Peeta, S				Zhang, Pengcheng; Peeta, Srinivas			A generalized modeling framework to analyze interdependencies among infrastructure systems	TRANSPORTATION RESEARCH PART B-METHODOLOGICAL																														0191-2615	1879-2367				MAR	2011	45	3					553	579		10.1016/j.trb.2010.10.001								WOS:000288421400006						
J	Suh, ES; Furst, MR; Mihalyov, KJ; de Weck, O				Suh, Eun Suk; Furst, Michael R.; Mihalyov, Kenneth J.; de Weck, Olivier			Technology Infusion for Complex Systems: A Framework and Case Study	SYSTEMS ENGINEERING																		de Weck, Olivier/0000-0001-6677-383X												1098-1241					SUM	2010	13	2					186	203		10.1002/sys.20142								WOS:000277187900007						
J	Borrmann, A; Rank, E				Borrmann, Andre; Rank, Ernst			Topological analysis of 3D building models using a spatial query language	ADVANCED ENGINEERING INFORMATICS					15th International Workshop of the European-Group-for-Intelligent-Computing-in-Engineering	JUL, 2008	Plymouth, ENGLAND	European Grp Intelligent Comp Engn										Borrmann, Andre/0000-0003-2088-7254; Rank, Ernst/0000-0002-2419-313X												1474-0346	1873-5320				OCT	2009	23	4					370	385		10.1016/j.aei.2009.06.001								WOS:000271343900003						
J	Pektas, ST; Pultar, M				Pektas, ST; Pultar, M			Modelling detailed information flows in building design with the parameter-based design structure matrix	DESIGN STUDIES																	Pektas, Sule Tasli/B-9453-2008	Pektas, Sule Tasli/0000-0003-0596-6405												0142-694X	1872-6909				JAN	2006	27	1					99	122		10.1016/j.destud.2005.07.004								WOS:000234040500006						
J	Browning, TR				Browning, TR			Applying the design structure matrix to system decomposition and integration problems: A review and new directions	IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT																	Browning, Tyson R/I-1430-2012	Browning, Tyson/0000-0002-9089-1403												0018-9391					AUG	2001	48	3					292	306		10.1109/17.946528								WOS:000170742400004						
