J	Pasten, D; Torres, F; Toledo, BA; Munoz, V; Rogan, J; Valdivia, JA				Pasten, Denisse; Torres, Felipe; Toledo, Benjamin A.; Munoz, Victor; Rogan, Jose; Alejandro Valdivia, Juan			Non-universal critical exponents in earthquake complex networks	PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS																	Rogan, José/B-8819-2008; Toledo, Benjamin/A-1136-2008; Valdivia, Juan Alejandro/A-3631-2008; Munoz, Victor/A-2255-2008; Pasten, Denisse/J-4461-2015; Toledo, Benjamin/Z-5822-2019; Torres, Felipe/ABA-9751-2020	Toledo, Benjamin/0000-0001-5928-2290; Valdivia, Juan Alejandro/0000-0003-3381-9904; Toledo, Benjamin/0000-0001-5928-2290; Torres, Felipe/0000-0002-0444-3250												0378-4371	1873-2119				FEB 1	2018	491						445	452		10.1016/j.physa.2017.09.064								WOS:000417661500039						
J	Tao, F; Zhang, M; Liu, YS; Nee, AYC				Tao, Fei; Zhang, Meng; Liu, Yushan; Nee, A. Y. C.			Digital twin driven prognostics and health management for complex equipment	CIRP ANNALS-MANUFACTURING TECHNOLOGY																	Andrew, Y.C. Nee/C-9974-2009; Tao, Fei/F-8944-2012	Tao, Fei/0000-0002-9020-0633; Nee, Andrew/0000-0002-1029-9988												0007-8506	1726-0604					2018	67	1					169	172		10.1016/j.cirp.2018.04.055								WOS:000438470400042						
J	Baniassadi, F; Alvanchi, A; Mostafavi, A				Baniassadi, Farshid; Alvanchi, Amin; Mostafavi, Ali			A simulation-based framework for concurrent safety and productivity improvement in construction projects	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																														0969-9988	1365-232X					2018	25	11					1501	1515		10.1108/ECAM-12-2017-0266								WOS:000447885000005						
J	Gunduz, M; Laitinen, H				Gunduz, Murat; Laitinen, Heikki			CONSTRUCTION SAFETY RISK ASSESSMENT WITH INTRODUCED CONTROL LEVELS	JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT																	Gunduz, Murat/Q-6093-2019	Gunduz, Murat/0000-0003-2602-3318												1392-3730	1822-3605					2018	24	1					11	18		10.3846/jcem.2018.284								WOS:000429143600002						
J	Zhou, C; Ding, LY				Zhou, C.; Ding, L. Y.			Safety barrier warning system for underground construction sites using Internet-of-Things technologies	AUTOMATION IN CONSTRUCTION																		Ding, Lieyun/0000-0002-9873-3776												0926-5805	1872-7891				NOV	2017	83						372	389		10.1016/j.autcon.2017.07.005								WOS:000411533400031						
J	Zhang, JP; Liu, Q; Hu, ZZ; Lin, JR; Yu, FQ				Zhang, Jianping; Liu, Qiang; Hu, Zhenzhong; Lin, Jiarui; Yu, Fangqiang			A multi-server information-sharing environment for cross-party collaboration on a private cloud	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016; Hu, Zhen-Zhong/AAI-9454-2020; Lin, Jia-Rui/D-5238-2012; Lin, Jia-Rui/L-7191-2019; Lin, Jia-Rui/E-9923-2019	Hu, Zhen-Zhong/0000-0001-9653-0097; Lin, Jia-Rui/0000-0003-2195-8675; Lin, Jia-Rui/0000-0003-2195-8675; Lin, Jia-Rui/0000-0003-2195-8675												0926-5805	1872-7891				SEP	2017	81						180	195		10.1016/j.autcon.2017.06.021								WOS:000405536700016						
J	Zou, Y; Kiviniemi, A; Jones, SW				Zou, Yang; Kiviniemi, Arto; Jones, Stephen W.			A review of risk management through BIM and BIM-related technologies	SAFETY SCIENCE																	ZOU, YANG/A-6403-2016; Jones, Stephen/D-5977-2011	ZOU, YANG/0000-0001-6150-6126; Jones, Stephen/0000-0002-8977-8403												0925-7535	1879-1042				AUG	2017	97				SI		88	98		10.1016/j.ssci.2015.12.027								WOS:000404304400012						
J	Dai, HZ; Cao, ZG				Dai, Hongzhe; Cao, Zhenggang			A Wavelet Support Vector Machine-Based Neural Network Metamodel for Structural Reliability Assessment	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING																														1093-9687	1467-8667				APR	2017	32	4					344	357		10.1111/mice.12257								WOS:000397851600005						
J	Fard, MM; Terouhid, SA; Kibert, CJ; Hakim, H				Fard, Maryam Mirhadi; Terouhid, Seyyed Amin; Kibert, Charles J.; Hakim, Hamed			Safety concerns related to modular/prefabricated building construction	INTERNATIONAL JOURNAL OF INJURY CONTROL AND SAFETY PROMOTION																	Hakim, Hamed/AAJ-5175-2020	Kibert, Charles/0000-0002-0312-3175												1745-7300	1745-7319				MAR	2017	24	1					10	23		10.1080/17457300.2015.1047865								WOS:000393708100003	26105510					
J	Chen, K; Lu, WS; Peng, Y; Rowlinson, S; Huang, GQ				Chen, Ke; Lu, Weisheng; Peng, Yi; Rowlinson, Steve; Huang, George Q.			Bridging BIM and building: From a literature review to an integrated conceptual framework	INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT																	Lu, Wilson/E-2899-2010; CHEN, KE/A-4018-2015; Huang, George Q/O-9005-2018	Lu, Wilson/0000-0003-4674-0357; CHEN, KE/0000-0003-3918-3820; Huang, George Q/0000-0002-2362-6001; Rowlinson, Steve/0000-0001-5682-8710; Peng, Yi/0000-0002-7042-9254												0263-7863	1873-4634				AUG	2015	33	6					1405	1416		10.1016/j.ijproman.2015.03.006								WOS:000357228900018						
J	Lin, CW; Hong, TP; Lan, GC; Wong, JW; Lin, WY				Lin, Chun-Wei; Hong, Tzung-Pei; Lan, Guo-Cheng; Wong, Jia-Wei; Lin, Wen-Yang			Efficient updating of discovered high-utility itemsets for transaction deletion in dynamic databases	ADVANCED ENGINEERING INFORMATICS																	Lin, WY/AAD-1174-2021; Lan, Guo-Cheng/AAH-4038-2020; Lin, Jerry Chun-Wei/C-1514-2011	Hong, Tzung-Pei/0000-0001-7305-6492												1474-0346	1873-5320				JAN	2015	29	1					16	27		10.1016/j.aei.2014.08.003								WOS:000349882500002						
J	Verma, A; Das Khan, S; Maiti, J; Krishna, OB				Verma, Abhishek; Das Khan, Sudha; Maiti, J.; Krishna, O. B.			Identifying patterns of safety related incidents in a steel plant using association rule mining of incident investigation reports	SAFETY SCIENCE																	Verma, Abhishek/I-6929-2019	VERMA, ABHISHEK/0000-0002-0491-178X												0925-7535	1879-1042				DEC	2014	70						89	98		10.1016/j.ssci.2014.05.007								WOS:000343361400011						
J	Zhang, JP; Yu, FQ; Li, D; Hu, ZZ				Zhang, Jianping; Yu, Fangqiang; Li, Ding; Hu, Zhenzhong			Development and Implementation of an Industry Foundation Classes-Based Graphic Information Model for Virtual Construction	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING																	Hu, Zhen-Zhong/AAI-9454-2020	Hu, Zhen-Zhong/0000-0001-9653-0097												1093-9687	1467-8667				JAN	2014	29	1			SI		60	74		10.1111/j.1467-8667.2012.00800.x								WOS:000328101600006						
J	Ding, LY; Zhou, C				Ding, L. Y.; Zhou, C.			Development of web-based system for safety risk early warning in urban metro construction	AUTOMATION IN CONSTRUCTION																		Ding, Lieyun/0000-0002-9873-3776												0926-5805	1872-7891				SEP	2013	34				SI		45	55		10.1016/j.autcon.2012.11.001								WOS:000321092700006						
