PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Ochmann, S; Vock, R; Klein, R				Ochmann, Sebastian; Vock, Richard; Klein, Reinhard			Automatic reconstruction of fully volumetric 3D building models from oriented point clouds	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING																														0924-2716	1872-8235				MAY	2019	151						251	262		10.1016/j.isprsjprs.2019.03.017								WOS:000469306300018						
J	Yin, XF; Liu, HX; Chen, Y; Al-Hussein, M				Yin, Xianfei; Liu, Hexu; Chen, Yuan; Al-Hussein, Mohamed			Building information modelling for off-site construction: Review and future directions	AUTOMATION IN CONSTRUCTION																	Liu, Hexu/ABH-1963-2020; Yin, Xianfei/AAK-4041-2020; Bagga, Ankit/AAG-8019-2021; Liu, Hexu/ABG-9319-2020	Yin, Xianfei/0000-0001-8270-8632; Liu, Hexu/0000-0002-5397-9369; Al-Hussein, Mohamed/0000-0002-1774-9718												0926-5805	1872-7891				MAY	2019	101						72	91		10.1016/j.autcon.2019.01.010								WOS:000461130000006						
J	Choi, JO; Chen, XB; Kim, TW				Choi, Jin Ouk; Chen, Xing Bin; Kim, Tae Wan			Opportunities and challenges of modular methods in dense urban environment	INTERNATIONAL JOURNAL OF CONSTRUCTION MANAGEMENT																	Kim, Tae Wan/D-9792-2015	Kim, Tae Wan/0000-0002-7887-1055; Choi, Jin Ouk/0000-0003-3212-2304												1562-3599	2331-2327				MAR 4	2019	19	2					93	105		10.1080/15623599.2017.1382093								WOS:000456667800001						
J	Singh, MM; Sawhney, A; Borrmann, A				Singh, Manav Mahan; Sawhney, Anil; Borrmann, Andre			Integrating rules of modular coordination to improve model authoring in BIM	INTERNATIONAL JOURNAL OF CONSTRUCTION MANAGEMENT																	Sawhney, Anil/AAQ-6168-2020; Sawhney, Anil/K-7519-2013	Sawhney, Anil/0000-0002-4988-4893; Sawhney, Anil/0000-0002-4988-4893												1562-3599	2331-2327				JAN 2	2019	19	1					15	31		10.1080/15623599.2017.1358077								WOS:000453476500002						
J	Nguyen, CHP; Choi, Y				Nguyen, Cong Hong Phong; Choi, Young			Comparison of point cloud data and 3D CAD data for on-site dimensional inspection of industrial plant piping systems	AUTOMATION IN CONSTRUCTION																		Nguyen, Phong Cong Hong/0000-0002-8660-9866												0926-5805	1872-7891				JUL	2018	91						44	52		10.1016/j.autcon.2018.03.008								WOS:000431470100004						
J	Sahin, O; Miller, D; Mohamed, S				Sahin, Oz; Miller, Dane; Mohamed, Sherif			Value-based modelling: an Australian case of off-site manufactured buildings	INTERNATIONAL JOURNAL OF CONSTRUCTION MANAGEMENT																		Mohamed, Sherif/0000-0002-8967-6212; Sahin, Oz/0000-0002-1914-5379; Miller, Dane/0000-0002-4108-2888												1562-3599	2331-2327					2018	18	1					34	52		10.1080/15623599.2016.1247774								WOS:000418695900004						
J	Rebolj, D; Pucko, Z; Babic, NC; Bizjak, M; Mongus, D				Rebolj, Danijel; Pucko, Zoran; Babic, Nenad Cus; Bizjak, Marko; Mongus, Domen			Point cloud quality requirements for Scan-vs-SIM based automated construction progress monitoring	AUTOMATION IN CONSTRUCTION																	Rebolj, Danijel/A-5561-2008; Pučko, Zoran/ABE-2911-2020	Rebolj, Danijel/0000-0003-4742-4647; Pučko, Zoran/0000-0002-5472-953X; Cus Babic, Nenad/0000-0002-3580-2068												0926-5805	1872-7891				DEC	2017	84						323	334		10.1016/j.autcon.2017.09.021								WOS:000413607600027						
J	Soderberg, R; Warmefjord, K; Carlson, JS; Lindkvist, L				Soderberg, Rikard; Warmefjord, Kristina; Carlson, Johan S.; Lindkvist, Lars			Toward a Digital Twin for real-time geometry assurance in individualized production	CIRP ANNALS-MANUFACTURING TECHNOLOGY																	Wärmefjord, Kristina/J-3815-2015; Wärmefjord, Kristina/U-7540-2019	Wärmefjord, Kristina/0000-0003-1556-3319; Wärmefjord, Kristina/0000-0003-1556-3319												0007-8506	1726-0604					2017	66	1					137	140		10.1016/j.cirp.2017.04.038								WOS:000407985900035						
J	Kim, MK; Wang, Q; Park, JW; Cheng, JCP; Sohn, H; Chang, CC				Kim, Min-Koo; Wang, Qian; Park, Joon-Woo; Cheng, Jack C. P.; Sohn, Hoon; Chang, Chih-Chen			Automated dimensional quality assurance of full-scale precast concrete elements using laser scanning and BIM	AUTOMATION IN CONSTRUCTION																	Wang, Qian/N-8410-2017; Kim, Minkoo/O-4727-2017; Sohn, Hoon/A-9406-2008	Wang, Qian/0000-0003-3175-334X; Kim, Minkoo/0000-0003-2134-0031; Sohn, Hoon/0000-0001-9337-6653; Wang, Qian/0000-0002-8892-0244												0926-5805	1872-7891				DEC	2016	72		2				102	114		10.1016/j.autcon.2016.08.035								WOS:000390722100004						
C	Zhang, JY; Long, YT; Lv, SQ; Xiang, YC		Chong, O; Parrish, K; Tang, P; Grau, D; Chang, J		Zhang, Jinyue; Long, Yating; Lv, Siquan; Xiang, Yunchao			BIM-enabled Modular and Industrialized Construction in China	ICSDEC 2016 - INTEGRATING DATA SCIENCE, CONSTRUCTION AND SUSTAINABILITY	Procedia Engineering				International Conference on Sustainable Design, Engineering and Construction (ICSDEC)	MAY 18-20, 2016	Arizona State Univ, Coll Avenue Commons, Tempe, AZ	Amer Soc Civil Engineers Architectural Engn Inst	Arizona State Univ, Coll Avenue Commons																					1877-7058						2016	145						1456	1461		10.1016/j.proeng.2016.04.183								WOS:000387531600186						
J	Gao, T; Akinci, B; Ergan, S; Garrett, J				Gao, Te; Akinci, Burcu; Ergan, Semiha; Garrett, James			An approach to combine progressively captured point clouds for BIM update	ADVANCED ENGINEERING INFORMATICS																		Garrett, James/0000-0002-8408-2407												1474-0346	1873-5320				OCT	2015	29	4					1001	1012		10.1016/j.aei.2015.08.005								WOS:000366769500022						
J	Patraucean, V; Armeni, I; Nahangi, M; Yeung, JM; Brilakis, I; Haas, C				Patraucean, Viorica; Armeni, Iro; Nahangi, Mohammad; Yeung, Jamie; Brilakis, Ioannis; Haas, Carl			State of research in automatic as-built modelling	ADVANCED ENGINEERING INFORMATICS																	Brilakis, Ioannis/H-5369-2013	Brilakis, Ioannis/0000-0003-1829-2083												1474-0346	1873-5320				APR	2015	29	2					162	171		10.1016/j.aei.2015.01.001								WOS:000355038200003						
J	Bosche, F; Ahmed, M; Turkan, Y; Haas, CT; Haas, R				Bosche, Frederic; Ahmed, Mahmoud; Turkan, Yelda; Haas, Carl T.; Haas, Ralph			The value of integrating Scan-to-BIM and Scan-vs-BIM techniques for construction monitoring using laser scanning and BIM: The case of cylindrical MEP components	AUTOMATION IN CONSTRUCTION					30th International Symposium on Automation and Robotics in Construction (ISARC)	AUG 11-15, 2013	Montreal, CANADA										Bosché, Frédéric/AAJ-9117-2020; Ahmed, Mahmoud/T-6792-2019	Bosche, Frederic/0000-0002-4064-8982; Turkan, Yelda/0000-0002-3224-5462												0926-5805	1872-7891				JAN	2015	49		B		SI		201	213		10.1016/j.autcon.2014.05.014								WOS:000347578900004						
J	Nahangi, M; Haas, CT				Nahangi, Mohammad; Haas, Carl T.			Automated 3D compliance checking in pipe spool fabrication	ADVANCED ENGINEERING INFORMATICS																														1474-0346	1873-5320				OCT	2014	28	4					360	369		10.1016/j.aei.2014.04.001								WOS:000346224500009						
J	Anil, EB; Tang, PB; Akinci, B; Huber, D				Anil, Engin Burak; Tang, Pingbo; Akinci, Burcu; Huber, Daniel			Deviation analysis method for the assessment of the quality of the as-is Building Information Models generated from point cloud data	AUTOMATION IN CONSTRUCTION																	Tang, Pingbo/I-9534-2012	Tang, Pingbo/0000-0002-4910-1326												0926-5805	1872-7891				NOV	2013	35						507	516		10.1016/j.autcon.2013.06.003								WOS:000325742500044						
J	Iwashita, T; Packer, JA; de Oliveira, JC				Iwashita, Tsutomu; Packer, Jeffrey A.; de Oliveira, Juan-Carlos			Defect Tolerance for Cast Steel Connections in Braced Frames	JOURNAL OF STRUCTURAL ENGINEERING																														0733-9445	1943-541X				DEC	2012	138	12					1455	1464		10.1061/(ASCE)ST.1943-541X.0000583								WOS:000312766500005						
J	Brilakis, I; Manolis, L; Sacks, R; Savarese, S; Christodoulou, S; Teizer, J; Makhmalbaf, A				Brilakis, Ioannis; Lourakis, Manolis; Sacks, Rafael; Savarese, Silvio; Christodoulou, Symeon; Teizer, Jochen; Makhmalbaf, Atefe			Toward automated generation of parametric BIMs based on hybrid video and laser scanning data	ADVANCED ENGINEERING INFORMATICS																	Brilakis, Ioannis/H-5369-2013; Sacks, Rafael/B-1431-2008; Teizer, Jochen/AAS-1814-2020	Brilakis, Ioannis/0000-0003-1829-2083; Sacks, Rafael/0000-0001-9427-5053; Teizer, Jochen/0000-0001-8071-895X; Lourakis, Manolis/0000-0003-4596-5773; Christodoulou, Symeon E./0000-0002-9859-0381												1474-0346	1873-5320				NOV 10	2010	24	4			SI		456	465		10.1016/j.aei.2010.06.006								WOS:000283403900008						
J	Tang, PB; Huber, D; Akinci, B; Lipman, R; Lytle, A				Tang, Pingbo; Huber, Daniel; Akinci, Burcu; Lipman, Robert; Lytle, Alan			Automatic reconstruction of as-built building information models from laser-scanned point clouds: A review of related techniques	AUTOMATION IN CONSTRUCTION																	Tang, Pingbo/I-7649-2012; Tang, Pingbo/I-9534-2012	Tang, Pingbo/0000-0001-9048-1327; Tang, Pingbo/0000-0002-4910-1326												0926-5805	1872-7891				NOV	2010	19	7					829	843		10.1016/j.autcon.2010.06.007								WOS:000283388600002						
