PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Mannino, A; Dejaco, MC; Cecconi, FR				Mannino, Antonino; Dejaco, Mario Claudio; Cecconi, Fulvio Re			Building Information Modelling and Internet of Things Integration for Facility Management-Literature Review and Future Needs	APPLIED SCIENCES-BASEL																	Dejaco, Mario Claudio/X-3199-2019; Fulvio, Re Cecconi/T-1438-2018	Dejaco, Mario Claudio/0000-0001-6804-4032; Fulvio, Re Cecconi/0000-0001-7716-8854; Mannino, Antonino/0000-0002-0371-8021													2076-3417				APR	2021	11	7							3062	10.3390/app11073062								WOS:000638313800001						
J	Tagliabue, LC; Cecconi, FR; Rinaldi, S; Ciribini, ALC				Tagliabue, Lavinia Chiara; Cecconi, Fulvio Re; Rinaldi, Stefano; Ciribini, Angelo Luigi Camillo			Data driven indoor air quality prediction in educational facilities based on IoT network	ENERGY AND BUILDINGS																	Fulvio, Re Cecconi/T-1438-2018	Fulvio, Re Cecconi/0000-0001-7716-8854												0378-7788	1872-6178				APR 1	2021	236								110782	10.1016/j.enbuild.2021.110782								WOS:000634883100009						
J	Valinejadshoubi, M; Moselhi, O; Bagchi, A; Salem, A				Valinejadshoubi, Mojtaba; Moselhi, Osama; Bagchi, Ashutosh; Salem, Ashraf			Development of an IoT and BIM-based automated alert system for thermal comfort monitoring in buildings	SUSTAINABLE CITIES AND SOCIETY																														2210-6707	2210-6715				MAR	2021	66								102602	10.1016/j.scs.2020.102602								WOS:000636155000005						
J	Aliev, K; Antonelli, D				Aliev, Khurshid; Antonelli, Dario			Proposal of a Monitoring System for Collaborative Robots to Predict Outages and to Assess Reliability Factors Exploiting Machine Learning	APPLIED SCIENCES-BASEL																	Aliev, Khurshid/AAC-3780-2019	Aliev, Khurshid/0000-0001-9551-4925; Antonelli, Dario/0000-0002-0118-0424													2076-3417				FEB	2021	11	4							1621	10.3390/app11041621								WOS:000632100300001						
J	Bouabdallaoui, Y; Lafhaj, Z; Yim, P; Ducoulombier, L; Bennadji, B				Bouabdallaoui, Yassine; Lafhaj, Zoubeir; Yim, Pascal; Ducoulombier, Laure; Bennadji, Belkacem			Predictive Maintenance in Building Facilities: A Machine Learning-Based Approach	SENSORS																	Ducoulombier, Laure/I-2793-2016	Ducoulombier, Laure/0000-0001-8573-4908; bouabdallaoui, yassine/0000-0002-5789-395X													1424-8220				FEB	2021	21	4							1044	10.3390/s21041044								WOS:000624662500001	33546418					
J	Naticchia, B; Corneli, A; Carbonari, A				Naticchia, Berardo; Corneli, Alessandra; Carbonari, Alessandro			Framework based on building information modeling, mixed reality, and a cloud platform to support information flow in facility management	FRONTIERS OF ENGINEERING MANAGEMENT																		CARBONARI, Alessandro/0000-0002-0721-631X												2095-7513	2096-0255				MAR	2020	7	1					131	141		10.1007/s42524-019-0071-y		JAN 2020						WOS:000508082400001						
J	Rafsanjani, HN; Ghahramani, A				Rafsanjani, Hamed Nabizadeh; Ghahramani, Ali			Towards utilizing internet of things (IoT) devices for understanding individual occupants' energy usage of personal and shared appliances in office buildings	JOURNAL OF BUILDING ENGINEERING																		Nabizadeh Rafsanjani, Hamed/0000-0003-0306-0853; Ghahramani, Ali/0000-0003-2043-7261												2352-7102					JAN	2020	27								100948	10.1016/j.jobe.2019.100948								WOS:000502361000079						
J	Rasheed, A; San, O; Kvamsdal, T				Rasheed, Adil; San, Omer; Kvamsdal, Trond			Digital Twin: Values, Challenges and Enablers From a Modeling Perspective	IEEE ACCESS																	San, Omer/AAA-9282-2020; Kvamsdal, Trond/I-1493-2014	San, Omer/0000-0002-2241-4648; Kvamsdal, Trond/0000-0002-1615-7649; Rasheed, Adil/0000-0003-2690-983X												2169-3536						2020	8						21980	22012		10.1109/ACCESS.2020.2970143								WOS:000525393900022						
J	Saar, CC; Klufallah, M; Kuppusamy, S; Yusof, A; Shien, LC; Han, WS				Saar, Chai Chang; Klufallah, Mustafa; Kuppusamy, Sivaraman; Yusof, Aminah; Shien, Lim Chong; Han, Wai Soon			BIM INTEGRATION IN AUGMENTED REALITY MODEL	INTERNATIONAL JOURNAL OF TECHNOLOGY																	CHAI, CHANGSAAR/AAP-8265-2020	CHAI, CHANGSAAR/0000-0001-7733-1690; Wai, SoonHan/0000-0003-1082-5746												2086-9614	2087-2100				NOV 27	2019	10	7					1266	1275		10.14716/ijtech.v10i7.3278								WOS:000500336600002						
J	El Ammari, K; Hammad, A				El Ammari, Khaled; Hammad, Amin			Remote interactive collaboration in facilities management using BIM-based mixed reality	AUTOMATION IN CONSTRUCTION																	Barros, Jótelly/AAH-4913-2019; Furtado, Kássia/AAU-5007-2020													0926-5805	1872-7891				NOV	2019	107								102940	10.1016/j.autcon.2019.102940								WOS:000494887600024						
