PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
C	van Berlo, LAHM; Papadonikolaki, E		Christodoulou, SE; Scherer, R		van Berlo, L. A. H. M.; Papadonikolaki, E.			Facilitating the BIM coordinator and empowering the suppliers with automated data compliance checking	EWORK AND EBUSINESS IN ARCHITECTURE, ENGINEERING AND CONSTRUCTION					11th European Conference on Product and Process Modelling (ECPPM)	SEP 07-09, 2016	Limassol, CYPRUS										Papadonikolaki, Eleni/N-6791-2015	Papadonikolaki, Eleni/0000-0003-1952-1570														978-1-315-38690-4				2016							145	153										WOS:000404459600019						
