J	Li, CZ; Xue, F; Li, X; Hong, JK; Shen, GQ				Li, Clyde Zhengdao; Xue, Fan; Li, Xiao; Hong, Jingke; Shen, Geoffrey Qiping			An Internet of Things-enabled BIM platform for on-site assembly services in prefabricated construction	AUTOMATION IN CONSTRUCTION																	Shen, Geoffrey Qiping/A-1250-2014; Li, Xiao/AAG-9786-2021; Xue, Fan/H-9198-2012	Shen, Geoffrey Qiping/0000-0002-3111-2019; Li, Xiao/0000-0001-9702-4153; Xue, Fan/0000-0003-2217-3693												0926-5805	1872-7891				MAY	2018	89						146	161		10.1016/j.autcon.2018.01.001								WOS:000430777700013						
J	Wang, QK; Guo, Z; Mei, TT; Li, QY; Li, P				Wang, Qiankun; Guo, Zeng; Mei, Tingting; Li, Qianyao; Li, Peng			Labor crew workspace analysis for prefabricated assemblies' installation: A 4D-BIM-based approach	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT																														0969-9988	1365-232X					2018	25	3					374	411		10.1108/ECAM-09-2016-0210								WOS:000434771300006						
J	Park, J; Cai, HB; Dunston, PS; Ghasemkhani, H				Park, Jaehyun; Cai, Hubo; Dunston, Phillip S.; Ghasemkhani, Hossein			Database-Supported and Web-Based Visualization for Daily 4D BIM	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																		Ghasemkhani, Hossein/0000-0001-9018-1295												0733-9364	1943-7862				OCT	2017	143	10							04017078	10.1061/(ASCE)CO.1943-7862.0001392								WOS:000416656800013						
J	Xue, H; Zhang, SJ; Su, YK; Wu, ZZ				Xue, Hong; Zhang, Shoujian; Su, Yikun; Wu, Zezhou			Factors Affecting the Capital Cost of Prefabrication-A Case Study of China	SUSTAINABILITY																	Wu, Zezhou/G-6011-2010	Wu, Zezhou/0000-0002-8687-0466													2071-1050				SEP	2017	9	9							1512	10.3390/su9091512								WOS:000411621200020						
J	Solihin, W; Eastman, C; Lee, YC				Solihin, Wawan; Eastman, Charles; Lee, Yong-Cheol			Multiple representation approach to achieve high-performance spatial queries of 3D BIM data using a relational database	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016	Solihin, Wawan/0000-0001-7538-5265												0926-5805	1872-7891				SEP	2017	81						369	388		10.1016/j.autcon.2017.03.014								WOS:000405536700030						
J	Muller, MF; Garbers, A; Esmanioto, F; Huber, N; Loures, ER; Canciglieri, O				Muller, Marina Figueiredo; Garbers, Amanda; Esmanioto, Filipe; Huber, Natan; Loures, Eduardo Rocha; Canciglieri Junior, Osiris			DATA INTEROPERABILITY ASSESSMENT THOUGH IFC FOR BIM IN STRUCTURAL DESIGN - A FIVE-YEAR GAP ANALYSIS	JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT																	Canciglieri, Osiris/F-7944-2014	Canciglieri, Osiris/0000-0002-8503-9275; ROCHA LOURES, EDUARDO/0000-0002-1963-6186												1392-3730	1822-3605				SEP	2017	23	7					943	954		10.3846/13923730.2017.1341850								WOS:000406574100009						
J	Hamledari, H; McCabe, B; Davari, S; Shahi, A				Hamledari, Hesam; McCabe, Brenda; Davari, Shakiba; Shahi, Arash			Automated Schedule and Progress Updating of IFC-Based 4D BIMs	JOURNAL OF COMPUTING IN CIVIL ENGINEERING																														0887-3801	1943-5487				JUL	2017	31	4							04017012	10.1061/(ASCE)CP.1943-5487.0000660								WOS:000399894800014						
C	de Soto, BG; Rosarius, A; Rieger, J; Chen, Q; Adey, BT		Hajdu, M; Skibniewski, ME		de Soto, Borja Garcia; Rosarius, Anton; Rieger, Jochen; Chen, Qian; Adey, Bryan T.			Using a Tabu-search Algorithm and 4D Models to Improve Construction Project Schedules	CREATIVE CONSTRUCTION CONFERENCE 2017, CCC 2017	Procedia Engineering				6th Creative Construction Conference (CCC)	JUN 19-22, 2017	Primosten, CROATIA										de Soto, Borja Garcia/AAA-1348-2019; CHEN, QIAN/Q-6347-2019	de Soto, Borja Garcia/0000-0002-9613-8105; CHEN, QIAN/0000-0002-5899-9342; Adey, Bryan Tyrone/0000-0002-4932-5901												1877-7058						2017	196						698	705		10.1016/j.proeng.2017.07.236								WOS:000418465300092						
J	Baglivo, C; Congedo, PM				Baglivo, Cristina; Congedo, Paolo Maria			High performance precast external walls for cold climate by a multi-criteria methodology	ENERGY																	Baglivo, Cristina/N-2822-2019; Congedo, Paolo Maria/N-8307-2015	Baglivo, Cristina/0000-0001-9553-6382; Congedo, Paolo Maria/0000-0002-7271-8586; BAGLIVO, Cristina/0000-0001-8260-5617												0360-5442	1873-6785				NOV 15	2016	115		1				561	576		10.1016/j.energy.2016.09.018								WOS:000388542300049						
C	Bokor, O; Hajdu, M		Hajdu, M; Skibniewski, MJ		Bokor, Orsolya; Hajdu, Miklos			Investigation of critical activities in a network with point-to-point relations	CREATIVE CONSTRUCTION CONFERENCE 2015, SELECTED PAPERS	Procedia Engineering				Creative Construction Conference 2015, Selected Papers	JUN 21-24, 2015	Krakow, POLAND																							1877-7058						2015	123						198	207		10.1016/j.proeng.2015.10.078								WOS:000380488800024						
J	Chen, LJ; Luo, HB				Chen, LiJuan; Luo, Hanbin			A BIM-based construction quality management model and its applications	AUTOMATION IN CONSTRUCTION																	li, chengqian/AAH-7343-2019; Hanbin, Luo/AAH-7441-2019													0926-5805	1872-7891				OCT	2014	46						64	73		10.1016/j.autcon.2014.05.009								WOS:000341478500008						
J	Li, ZD; Shen, GQ; Xue, XL				Li, Zhengdao; Shen, Geoffrey Qiping; Xue, Xiaolong			Critical review of the research on the management of prefabricated construction	HABITAT INTERNATIONAL																	Shen, Geoffrey Qiping/A-1250-2014	Shen, Geoffrey Qiping/0000-0002-3111-2019												0197-3975	1873-5428				JUL	2014	43						240	249		10.1016/j.habitatint.2014.04.001								WOS:000337775300027						
J	Volk, R; Stengel, J; Schultmann, F				Volk, Rebekka; Stengel, Julian; Schultmann, Frank			Building Information Modeling (BIM) for existing buildings - literature review and future needs	AUTOMATION IN CONSTRUCTION																	Volk, Rebekka D/R-6755-2017; Bagga, Ankit/AAG-8019-2021; Schultmann, Frank/AAF-6300-2020; Jeong, Yongwook/N-7413-2016	Volk, Rebekka D/0000-0001-9930-5354; Schultmann, Frank/0000-0001-6405-9763; 												0926-5805	1872-7891				MAR	2014	38						109	127		10.1016/j.autcon.2013.10.023								WOS:000333380600010						
J	Zhang, JP; Yu, FQ; Li, D; Hu, ZZ				Zhang, Jianping; Yu, Fangqiang; Li, Ding; Hu, Zhenzhong			Development and Implementation of an Industry Foundation Classes-Based Graphic Information Model for Virtual Construction	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING																	Hu, Zhen-Zhong/AAI-9454-2020	Hu, Zhen-Zhong/0000-0001-9653-0097												1093-9687	1467-8667				JAN	2014	29	1			SI		60	74		10.1111/j.1467-8667.2012.00800.x								WOS:000328101600006						
J	Lo, W; Kuo, ME				Lo, W.; Kuo, M-E			Cost impact of float loss on a project with adjustable activity durations	JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY																														0160-5682					AUG	2013	64	8			SI		1147	1156		10.1057/jors.2013.34								WOS:000321256200005						
J	Lin, YH; Liu, YS; Gao, G; Han, XG; Lai, CY; Gu, M				Lin, Ya-Hong; Liu, Yu-Shen; Gao, Ge; Han, Xiao-Guang; Lai, Cheng-Yuan; Gu, Ming			The IFC-based path planning for 3D indoor spaces	ADVANCED ENGINEERING INFORMATICS																	Lai, Chengyuan/AAG-4995-2019	Lai, Chengyuan/0000-0003-4219-4803												1474-0346	1873-5320				APR	2013	27	2					189	205		10.1016/j.aei.2012.10.001								WOS:000318828500005						
C	Huang, HC; Dong, ZY			IEEE	Huang, Hongcheng; Dong, Ziyu			Research on architecture and query performance based on distributed graph database Neo4j	2013 3RD INTERNATIONAL CONFERENCE ON CONSUMER ELECTRONICS, COMMUNICATIONS AND NETWORKS (CECNET)					3rd International Conference on Consumer Electronics, Communications and Networks (CECNet)	NOV 20-22, 2013	Hubei Univ Sci & Technol, Xianning, PEOPLES R CHINA	IEEE, IEEE CE Soc	Hubei Univ Sci & Technol								huang, hong cheng/J-4239-2016	huang, hong cheng/0000-0002-4249-8658														978-1-4799-2860-6				2013							533	536										WOS:000345236300132						
J	Yang, JB; Kao, CK				Yang, Jyh-Bin; Kao, Chih-Kuei			Critical path effect based delay analysis method for construction projects	INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT																	Yang, Jyh-Bin/AAO-2806-2021													0263-7863	1873-4634				APR	2012	30	3					385	397		10.1016/j.ijproman.2011.06.003								WOS:000301325700011						
C	Lee, SH; Kim, BG		Fai, LH		Lee, S. -H.; Kim, B. -G.			IFC Extension for Road Structures and Digital Modeling	PROCEEDINGS OF THE TWELFTH EAST ASIA-PACIFIC CONFERENCE ON STRUCTURAL ENGINEERING AND CONSTRUCTION (EASEC12)	Procedia Engineering				12th East Asia-Pacific Conference on Structural Engineering and Construction (EASEC)	JAN 26-28, 2011	Hong Kong, PEOPLES R CHINA																							1877-7058						2011	14						1037	1042		10.1016/j.proeng.2011.07.130								WOS:000300368401019						
J	Seo, J; Kim, I				Seo, Jongcheol; Kim, Inhan			Industry Foundation Classes-Based Approach for Managing and Using the Design Model and Planning Information in the Architectural Design	JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING																														1346-7581	1347-2852				NOV	2009	8	2					431	438		10.3130/jaabe.8.431								WOS:000272151400016						
C	Weise, M; Liebich, T; Wix, J		Zarli, A; Scherer, R		Weise, M.; Liebich, T.; Wix, J.			Integrating use case definitions for IFC developments	EWORK AND EBUSINESS IN ARCHITECTURE, ENGINEERING AND CONSTRUCTIO N					7th European Conference on Product and Process Modelling	SEP 10-12, 2008	Sophia Antipolis, FRANCE	Ctr Sci & Tech Batiment																								978-0-415-48245-5				2009							637	645										WOS:000266703300071						
J	Lam, KP; Wong, NH; Shen, LJ; Mahdavi, A; Leong, E; Solihin, W; Au, KS; Kang, Z				Lam, KP; Wong, NH; Shen, LJ; Mahdavi, A; Leong, E; Solihin, W; Au, KS; Kang, Z			Mapping of industry building product model for detailed thermal simulation and analysis	ADVANCES IN ENGINEERING SOFTWARE																		Solihin, Wawan/0000-0001-7538-5265												0965-9978	1873-5339				MAR	2006	37	3					133	145		10.1016/j.advengsoft.2005.05.005								WOS:000235690500001						
J	Richard, RB				Richard, RB			Industrialised building systems: reproduction before automation and robotics	AUTOMATION IN CONSTRUCTION					20th International Symposium on Automation and Robotics in Construction	SEP, 2003	Eindhoven Univ Technol, Eindhoven, NETHERLANDS		Eindhoven Univ Technol																					0926-5805					AUG	2005	14	4					442	451		10.1016/j.autcon.2004.09.009								WOS:000228309500003						
J	Wang, HJ; Zhang, JP; Chau, KW; Anson, M				Wang, HJ; Zhang, JP; Chau, KW; Anson, M			4D dynamic management for construction planning and resource utilization	AUTOMATION IN CONSTRUCTION																	Chau, Kwok-wing/E-5235-2011	Chau, Kwok-wing/0000-0001-6457-161X												0926-5805	1872-7891				SEP	2004	13	5					575	589		10.1016/j.autcon.2004.04.003								WOS:000223284900004						
J	Yu, K; Froese, T; Grobler, F				Yu, K; Froese, T; Grobler, F			A development framework for data models for computer-integrated facilities management	AUTOMATION IN CONSTRUCTION																	Froese, Thomas M/K-7171-2012; Liu, Xuesong/E-9177-2010	Froese, Thomas M/0000-0001-9633-1389; 												0926-5805					MAR	2000	9	2					145	167		10.1016/S0926-5805(99)00002-3								WOS:000087215700002						
C	McKinney, K; Kim, J; Fischer, M; Howard, C		Vanegas, J; Chinowsky, P		McKinney, K; Kim, J; Fischer, M; Howard, C			Interactive 4D-CAD	COMPUTING IN CIVIL ENGINEERING					3rd Congress on Computing in Civil Engineering (III-CCCE)	JUN 17-19, 1996	ANAHEIM, CA	ASCE, Tech Council Comp Practices																								0-7844-0182-9				1996							383	389										WOS:A1996BG42N00057						
J	FREEMAN, LC				FREEMAN, LC			SET OF MEASURES OF CENTRALITY BASED ON BETWEENNESS	SOCIOMETRY																	haiyun, xu/G-1237-2015																			1977	40	1					35	41		10.2307/3033543								WOS:A1977CZ20900004						
