PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Anjum, MS; Ali, SM; Imad-ud-din, M; Subhani, MA; Anwar, MN; Nizami, AS; Ashraf, U; Khokhar, MF				Anjum, Muhammad Shehzaib; Ali, Syeda Mahnoor; Imad-ud-din, Muhammad; Subhani, Muhammad Ahmed; Anwar, Muhammad Naveed; Nizami, Abdul-Sattar; Ashraf, Umar; Khokhar, Muhammad Fahim			An Emerged Challenge of Air Pollution and Ever-Increasing Particulate Matter in Pakistan; A Critical Review	JOURNAL OF HAZARDOUS MATERIALS																	Nizami, Abdul-Sattar/G-5226-2014; Khokhar, M.Fahim/ABB-6157-2021	Nizami, Abdul-Sattar/0000-0003-3294-9256; Anjum, Muhammad Shehzaib/0000-0002-2873-5741												0304-3894	1873-3336				JAN 15	2021	402								123943	10.1016/j.hazmat.2020.123943								WOS:000593832200006	33254830					
J	Zhang, H; Srinivasan, R; Ganesan, V				Zhang, He; Srinivasan, Ravi; Ganesan, Vikram			Low Cost, Multi-Pollutant Sensing System Using Raspberry Pi for Indoor Air Quality Monitoring	SUSTAINABILITY																															2071-1050				JAN	2021	13	1							370	10.3390/su13010370								WOS:000606368500001						
J	Kim, D; Kim, JH; Seo, S				Kim, Dohyeong; Kim, Ju Hee; Seo, SungChul			Real-Time Measurement of Indoor PM Concentrations on Daily Change of Endocrine Disruptors in Urine Samples of New Mothers	SUSTAINABILITY																		Kim, Dohyeong/0000-0002-1428-1451; Seo, SungChul/0000-0001-8301-6355; Kim, Ju Hee/0000-0001-6586-7244													2071-1050				AUG	2020	12	15							6166	10.3390/su12156166								WOS:000559161100001						
J	Marques, G; Saini, J; Dutta, M; Singh, PK; Hong, WC				Marques, Goncalo; Saini, Jagriti; Dutta, Maitreyee; Singh, Pradeep Kumar; Hong, Wei-Chiang			Indoor Air Quality Monitoring Systems for Enhanced Living Environments: A Review toward Sustainable Smart Cities	SUSTAINABILITY																	Singh, Pradeep Kumar/M-4363-2016; Marques, Goncalo/N-1805-2018; Dutta, Maitreyee/AAR-4294-2020; Hong, Wei-Chiang/A-4629-2013	Singh, Pradeep Kumar/0000-0002-7676-9014; Marques, Goncalo/0000-0001-5834-6571; Hong, Wei-Chiang/0000-0002-3001-2921; Saini, Jagriti/0000-0001-6903-3722; Dutta, Maitreyee/0000-0002-2608-6821													2071-1050				MAY	2020	12	10							4024	10.3390/su12104024								WOS:000543421400082						
J	Li, CZ; Zhao, YY; Xu, XX				Li, Clyde Zhengdao; Zhao, Yiyu; Xu, Xiaoxiao			Investigation of dust exposure and control practices in the construction industry: Implications for cleaner production	JOURNAL OF CLEANER PRODUCTION																														0959-6526	1879-1786				AUG 1	2019	227						810	824		10.1016/j.jclepro.2019.04.174								WOS:000470939600073						
J	Yan, H; Ding, GL; Li, HY; Wang, YS; Zhang, L; Shen, QP; Feng, KL				Yan, Hui; Ding, Guoliang; Li, Hongyang; Wang, Yousong; Zhang, Lei; Shen, Qiping; Feng, Kailun			Field Evaluation of the Dust Impacts from Construction Sites on Surrounding Areas: A City Case Study in China	SUSTAINABILITY																	Shen, Geoffrey Qiping/A-1250-2014	Shen, Geoffrey Qiping/0000-0002-3111-2019; Feng, Kailun/0000-0002-9310-9093													2071-1050				APR 1	2019	11	7							1906	10.3390/su11071906								WOS:000466551600083						
J	Ahmed, S; Arocho, I				Ahmed, Shafayet; Arocho, Ingrid			Emission of particulate matters during construction: A comparative study on a Cross Laminated Timber (CLT) and a steel building construction project	JOURNAL OF BUILDING ENGINEERING																														2352-7102					MAR	2019	22						281	294		10.1016/j.jobe.2018.12.015								WOS:000457639900027						
J	Jayaratne, R; Liu, XT; Thai, P; Dunbabin, M; Morawska, L				Jayaratne, Rohan; Liu, Xiaoting; Thai, Phong; Dunbabin, Matthew; Morawska, Lidia			The influence of humidity on the performance of a low-cost air particle mass sensor and the effect of atmospheric fog	ATMOSPHERIC MEASUREMENT TECHNIQUES																	Jayaratne, Emil R/B-4143-2011; Thai, Phong K/A-3998-2011; Dunbabin, Matthew/B-7527-2011; Morawska, Lidia/B-4140-2011	Jayaratne, Emil R/0000-0002-4315-4937; Thai, Phong K/0000-0003-0042-3057; Dunbabin, Matthew/0000-0003-0806-7720; Morawska, Lidia/0000-0002-0594-9683												1867-1381	1867-8548				AUG 27	2018	11	8					4883	4890		10.5194/amt-11-4883-2018								WOS:000442775900001						
J	Zheng, TS; Bergin, MH; Johnson, KK; Tripathi, SN; Shirodkar, S; Landis, MS; Sutaria, R; Carlson, DE				Zheng, Tongshu; Bergin, Michael H.; Johnson, Karoline K.; Tripathi, Sachchida N.; Shirodkar, Shilpa; Landis, Matthew S.; Sutaria, Ronak; Carlson, David E.			Field evaluation of low-cost particulate matter sensors in high-and low-concentration environments	ATMOSPHERIC MEASUREMENT TECHNIQUES																	Barkjohn, Karoline Johnson/J-3711-2019; Landis, Matthew/P-5149-2014	Barkjohn, Karoline Johnson/0000-0001-6197-4499; Landis, Matthew/0000-0002-8742-496X; Carlson, David/0000-0003-1005-6385												1867-1381	1867-8548				AUG 22	2018	11	8					4823	4846		10.5194/amt-11-4823-2018								WOS:000442398300001						
J	Xing, JD; Ye, KH; Zuo, J; Jiang, WY				Xing, Jinding; Ye, Kunhui; Zuo, Jian; Jiang, Weiyan			Control Dust Pollution on Construction Sites: What Governments Do in China?	SUSTAINABILITY																		Zuo, Jian/0000-0002-8279-9666													2071-1050				AUG	2018	10	8							2945	10.3390/su10082945								WOS:000446767700361						
