PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Cai, GC; Waldmann, D				Cai, Gaochuang; Waldmann, Daniele			A material and component bank to facilitate material recycling and component reuse for a sustainable construction: concept and preliminary study	CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY																	Cai, Gaochuang/ABC-3623-2020; Waldmann, Daniele/E-4016-2017; Cai, Gaochuang/M-7866-2017	Waldmann, Daniele/0000-0002-8345-0474; Cai, Gaochuang/0000-0003-2847-0699												1618-954X	1618-9558				DEC	2019	21	10			SI		2015	2032		10.1007/s10098-019-01758-1								WOS:000504330800011						
J	Hossain, MU; Ng, ST				Hossain, Md. Uzzal; Ng, S. Thomas			Critical consideration of buildings' environmental impact assessment towards adoption of circular economy: An analytical review	JOURNAL OF CLEANER PRODUCTION																	Ng, S. Thomas/AAZ-9757-2020	Ng, S. Thomas/0000-0003-2062-0234; Hossain, Md. Uzzal/0000-0003-3665-9192												0959-6526	1879-1786				DEC 20	2018	205						763	780		10.1016/j.jclepro.2018.09.120								WOS:000449133300060						
J	Nascimento, D; Caiado, R; Tortorella, G; Ivson, P; Meirino, M				Nascimento, Daniel; Caiado, Rodrigo; Tortorella, Guilherme; Ivson, Paulo; Meirino, Marcelo			Digital Obeya Room: exploring the synergies between BIM and lean for visual construction management	INNOVATIVE INFRASTRUCTURE SOLUTIONS																	Nascimento, Daniel Luiz de Mattos/AAX-8461-2021; Meiriño, Marcelo J/M-1958-2016; Caiado, Rodrigo/S-9342-2019; Nascimento, Daniel Luiz Mattos/ABE-6193-2020	Nascimento, Daniel Luiz de Mattos/0000-0002-4977-8652; Meiriño, Marcelo J/0000-0001-9165-2300; Caiado, Rodrigo/0000-0002-3290-8385; Tortorella, Guilherme/0000-0003-2396-4665												2364-4176	2364-4184				DEC	2018	3	1							19	10.1007/s41062-017-0125-0								WOS:000442387200019						
J	Koutamanis, A; van Reijn, B; van Bueren, E				Koutamanis, Alexander; van Reijn, Boukje; van Bueren, Ellen			Urban mining and buildings: A review of possibilities and limitations	RESOURCES CONSERVATION AND RECYCLING																		Koutamanis, Alexander/0000-0002-0355-1276; van Bueren, Ellen/0000-0002-4375-1192												0921-3449	1879-0658				NOV	2018	138						32	39		10.1016/j.resconrec.2018.06.024								WOS:000444789400004						
J	Ma, L; Le, Y; Li, HY; Jin, RY; Piroozfar, P; Liu, MQ				Ma, Liang; Le, Yun; Li, Hongyang; Jin, Ruoyu; Piroozfar, Poorang; Liu, Mingqiang			Regional Comparisons of Contemporary Construction Industry Sustainable Concepts in the Chinese Context	SUSTAINABILITY																	PIROOZFAR, Poorang/L-6943-2017; Jin, Ruoyu/K-6433-2019; Jin, Ruoyu/A-8520-2017	PIROOZFAR, Poorang/0000-0001-9765-8148; Jin, Ruoyu/0000-0003-0360-6967												2071-1050					NOV	2018	10	11							3831	10.3390/su10113831								WOS:000451531700005						
J	Menegaki, M; Damigos, D				Menegaki, Maria; Damigos, Dimitris			A review on current situation and challenges of construction and demolition waste management	CURRENT OPINION IN GREEN AND SUSTAINABLE CHEMISTRY																	Damigos, Dimitris/AAH-1963-2019; Menegaki, Maria/AAO-4522-2021	Damigos, Dimitris/0000-0003-0142-7156; 												2452-2236					OCT	2018	13				SI		8	15		10.1016/j.cogsc.2018.02.010								WOS:000449228700005						
J	Minunno, R; O'Grady, T; Morrison, GM; Gruner, RL; Colling, M				Minunno, Roberto; O'Grady, Timothy; Morrison, Gregory M.; Gruner, Richard L.; Colling, Michael			Strategies for Applying the Circular Economy to Prefabricated Buildings	BUILDINGS																	Gruner, Richard/L-6642-2019; Minunno, Roberto/L-4214-2019	Gruner, Richard/0000-0002-5176-8584; Minunno, Roberto/0000-0002-9546-0637; O'Grady, Timothy/0000-0001-8581-0050; Morrison, Gregory/0000-0002-2101-6525													2075-5309				SEP	2018	8	9							125	10.3390/buildings8090125								WOS:000445186700012						
J	Charef, R; Alaka, H; Emmitt, S				Charef, Rabia; Alaka, Hafiz; Emmitt, Stephen			Beyond the third dimension of BIM: A systematic review of literature and assessment of professional views	JOURNAL OF BUILDING ENGINEERING																	Charef, Rabia/AAH-3339-2021	Emmitt, Stephen/0000-0002-8277-3378; Charef, Rabia/0000-0002-3164-9545												2352-7102					SEP	2018	19						242	257		10.1016/j.jobe.2018.04.028								WOS:000438148500024						
J	Tibaut, A; Zazula, D				Tibaut, Andrej; Zazula, Damjan			Sustainable management of construction site big visual data	SUSTAINABILITY SCIENCE																	Tibaut, Andrej/AAB-5534-2022	Tibaut, Andrej/0000-0002-1706-5981												1862-4065	1862-4057				SEP	2018	13	5					1311	1322		10.1007/s11625-018-0595-9								WOS:000443718800009						
J	Rock, M; Hollberg, A; Habert, G; Passer, A				Roeck, Martin; Hollberg, Alexander; Habert, Guillaume; Passer, Alexander			LCA and BIM: Visualization of environmental potentials in building construction at early design stages	BUILDING AND ENVIRONMENT																	, Habert/Q-3853-2019; Hollberg, Alexander/AAB-2905-2020; Röck, Martin Stefan/AAM-3882-2020	, Habert/0000-0003-3533-7896; Hollberg, Alexander/0000-0002-9756-2362; Röck, Martin Stefan/0000-0003-2940-1230; Passer, Alexander/0000-0001-8773-8507												0360-1323	1873-684X				AUG	2018	140						153	161		10.1016/j.buildenv.2018.05.006								WOS:000438660300014						
J	Volk, R; Luu, TH; Mueller-Roemer, JS; Sevilmis, N; Schultmann, F				Volk, Rebekka; Thu Huong Luu; Mueller-Roemer, Johannes Sebastian; Sevilmis, Neyir; Schultmann, Frank			Deconstruction project planning of existing buildings based on automated acquisition and reconstruction of building information	AUTOMATION IN CONSTRUCTION																	Volk, Rebekka D/R-6755-2017; Schultmann, Frank/AAF-6300-2020	Volk, Rebekka D/0000-0001-9930-5354; Schultmann, Frank/0000-0001-6405-9763; Mueller-Roemer, Johannes Sebastian/0000-0002-0712-0457; Luu, Thu Huong/0000-0002-9890-6219												0926-5805	1872-7891				JUL	2018	91						226	245		10.1016/j.autcon.2018.03.017								WOS:000431470100020						
