PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Valinejadshoubi, M; Moselhi, O; Bagchi, A; Salem, A				Valinejadshoubi, Mojtaba; Moselhi, Osama; Bagchi, Ashutosh; Salem, Ashraf			Development of an IoT and BIM-based automated alert system for thermal comfort monitoring in buildings	SUSTAINABLE CITIES AND SOCIETY																														2210-6707	2210-6715				MAR	2021	66								102602	10.1016/j.scs.2020.102602								WOS:000636155000005						
J	Quinn, C; Shabestari, AZ; Misic, T; Gilani, S; Litoiu, M; McArthur, JJ				Quinn, Caroline; Shabestari, Ali Zargar; Misic, Tony; Gilani, Sara; Litoiu, Marin; McArthur, J. J.			Building automation system - BIM integration using a linked data structure	AUTOMATION IN CONSTRUCTION																														0926-5805	1872-7891				OCT	2020	118								103257	10.1016/j.autcon.2020.103257								WOS:000571543700005						
J	Panteli, C; Kylili, A; Fokaides, PA				Panteli, Christiana; Kylili, Angeliki; Fokaides, Paris A.			Building information modelling applications in smart buildings: From design to commissioning and beyond A critical review	JOURNAL OF CLEANER PRODUCTION																	Fokaides, Paris/B-7047-2018	Fokaides, Paris/0000-0003-4112-3819												0959-6526	1879-1786				AUG 20	2020	265								121766	10.1016/j.jclepro.2020.121766								WOS:000552105600012						
J	Lu, QC; Chen, L; Li, S; Pitt, M				Lu, Qiuchen; Chen, Long; Li, Shuai; Pitt, Michael			Semi-automatic geometric digital twinning for existing buildings based on images and CAD drawings	AUTOMATION IN CONSTRUCTION																		Chen, Long/0000-0002-6771-752X												0926-5805	1872-7891				JUL	2020	115								103183	10.1016/j.autcon.2020.103183								WOS:000528282500011						
J	Han, K; Zhang, JS				Han, KwangHoon; Zhang, Jensen			Energy-saving building system integration with a smart and low-cost sensing/control network for sustainable and healthy living environments: Demonstration case study	ENERGY AND BUILDINGS																														0378-7788	1872-6178				MAY 1	2020	214								109861	10.1016/j.enbuild.2020.109861								WOS:000520408200013						
J	Rogage, K; Clear, A; Alwan, Z; Lawrence, T; Kelly, G				Rogage, Kay; Clear, Adrian; Alwan, Zaid; Lawrence, Tom; Kelly, Graham			Assessing building performance in residential buildings using BIM and sensor data	INTERNATIONAL JOURNAL OF BUILDING PATHOLOGY AND ADAPTATION																		Rogage, Kay/0000-0002-3412-7160; Clear, Adrian/0000-0002-4409-9255												2398-4708					SEP 24	2019	38	1			SI		176	191		10.1108/IJBPA-01-2019-0012								WOS:000508967300001						
J	Amoruso, FM; Dietrich, U; Schuetze, T				Amoruso, Fabrizio M.; Dietrich, Udo; Schuetze, Thorsten			Indoor Thermal Comfort Improvement through the Integrated BIM-Parametric Workflow-Based Sustainable Renovation of an Exemplary Apartment in Seoul, Korea	SUSTAINABILITY																	Schuetze, Thorsten/ABA-5119-2021	Schuetze, Thorsten/0000-0001-7849-2330; Amoruso, Fabrizio Maria/0000-0001-7915-8107													2071-1050				JUL 2	2019	11	14							3950	10.3390/su11143950								WOS:000482261800194						
J	Lucchi, E; Pereira, LD; Andreotti, M; Malaguti, R; Cennamo, D; Calzolari, M; Frighi, V				Lucchi, Elena; Pereira, Luisa Dias; Andreotti, Mirco; Malaguti, Roberto; Cennamo, David; Calzolari, Marta; Frighi, Valentina			Development of a Compatible, Low Cost and High Accurate Conservation Remote Sensing Technology for the Hygrothermal Assessment of Historic Walls	ELECTRONICS																	Calzolari, Marta/ABE-6773-2020; Pereira, Luisa Dias/K-6655-2015; Frighi, Valentina/N-5544-2018	Calzolari, Marta/0000-0002-9749-7214; Pereira, Luisa Dias/0000-0003-1312-8137; Andreotti, Mirco/0000-0003-2918-1311; Malaguti, Roberto/0000-0001-9576-6428; Frighi, Valentina/0000-0002-9082-8746												2079-9292					JUN	2019	8	6							643	10.3390/electronics8060643								WOS:000475354700049						
J	Tzortzopoulos, P; Ma, L; Soliman, J; Koskela, L				Tzortzopoulos, Patricia; Ma, Ling; Soliman, Joao, Jr.; Koskela, Lauri			Evaluating Social Housing Retrofit Options to Support Clients' Decision MakingSIMPLER BIM Protocol	SUSTAINABILITY																	Tzortzopoulos, Patricia/E-2768-2014; Ma, Ling/F-6641-2010; Tzortzopoulos, Patricia/AAA-5749-2019; Ma, Ling/F-3413-2019	Tzortzopoulos, Patricia/0000-0002-8740-6753; Ma, Ling/0000-0002-9187-471X; Tzortzopoulos, Patricia/0000-0002-8740-6753; Ma, Ling/0000-0002-9187-471X; Soliman-Junior, Joao/0000-0002-8089-8628; Koskela, Lauri/0000-0003-4449-2281													2071-1050				MAY 1	2019	11	9								10.3390/su11092507								WOS:000469518700055						
J	Tang, S; Shelden, DR; Eastman, CM; Pishdad-Bozorgi, P; Gao, XH				Tang, Shu; Shelden, Dennis R.; Eastman, Charles M.; Pishdad-Bozorgi, Pardis; Gao, Xinghua			A review of building information modeling (BIM) and the internet of things (IoT) devices integration: Present status and future trends	AUTOMATION IN CONSTRUCTION																	Bagga, Ankit/AAG-8019-2021; Tang, Shu/ABC-9944-2021	Tang, Shu/0000-0002-9796-2737												0926-5805	1872-7891				MAY	2019	101						127	139		10.1016/j.autcon.2019.01.020								WOS:000461130000010						
