PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Gan, VJL; Wong, CL; Tse, KT; Cheng, JCP; Lo, IMC; Chan, CM				Gan, Vincent J. L.; Wong, C. L.; Tse, K. T.; Cheng, Jack C. P.; Lo, Irene M. C.; Chan, C. M.			Parametric modelling and evolutionary optimization for cost-optimal and low-carbon design of high-rise reinforced concrete buildings	ADVANCED ENGINEERING INFORMATICS																	Tse, Tim/K-9225-2016	Wong, Chun Lok/0000-0002-6328-0906; Gan, Jielong (Vincent)/0000-0003-2954-301X												1474-0346	1873-5320				OCT	2019	42								100962	10.1016/j.aei.2019.100962								WOS:000501389000035						
J	Weerasuriya, AU; Zhang, XL; Gan, VJL; Tan, Y				Weerasuriya, A. U.; Zhang, Xuelin; Gan, Vincent J. L.; Tan, Yi			A holistic framework to utilize natural ventilation to optimize energy performance of residential high-rise buildings	BUILDING AND ENVIRONMENT																	Zhang, Xuelin/L-5200-2019; Weerasuriya, Asiri/AAH-2372-2021	Zhang, Xuelin/0000-0003-3941-4596; Weerasuriya, Asiri/0000-0001-8543-5449; Tan, Yi/0000-0001-8902-4778; Gan, Jielong (Vincent)/0000-0003-2954-301X												0360-1323	1873-684X				APR 15	2019	153						218	232		10.1016/j.buildenv.2019.02.027								WOS:000461457500019						
J	Salehi, H; Burgueno, R				Salehi, Hadi; Burgueno, Rigoberto			Emerging artificial intelligence methods in structural engineering	ENGINEERING STRUCTURES																	Salehi, Hadi/Z-3594-2019; Salehi, Hadi/AAW-1412-2020													0141-0296	1873-7323				SEP 15	2018	171						170	189		10.1016/j.engstruct.2018.05.084								WOS:000443787000015						
J	Ma, ZL; Liu, Z				Ma, Zhiliang; Liu, Zhe			Ontology- and and freeware-based platform for rapid development of BIM applications with reasoning support	AUTOMATION IN CONSTRUCTION																														0926-5805	1872-7891				JUN	2018	90						1	8		10.1016/j.autcon.2018.02.004								WOS:000430520300001						
J	Zhang, JS; Li, HJ; Zhao, YH; Ren, GQ				Zhang, Jisong; Li, Haijiang; Zhao, Yinghua; Ren, Guoqian			An ontology-based approach supporting holistic structural design with the consideration of safety, environmental impact and cost	ADVANCES IN ENGINEERING SOFTWARE																														0965-9978	1873-5339				JAN	2018	115						26	39		10.1016/j.advengsoft.2017.08.010								WOS:000416677500003						
J	Zanni, MA; Soetanto, R; Ruikar, K				Zanni, Maria Angeliki; Soetanto, Robby; Ruikar, Kirti			Towards a BIM-enabled sustainable building design process: roles, responsibilities, and requirements	ARCHITECTURAL ENGINEERING AND DESIGN MANAGEMENT																	Zanni, Mariangela/AAJ-2779-2021; Ruikar, Kirti/T-3870-2019; Soetanto, Robby/K-8670-2013	Zanni, Mariangela/0000-0001-9018-6803; Ruikar, Kirti/0000-0002-7292-5585; 												1745-2007	1752-7589				APR	2017	13	2					101	129		10.1080/17452007.2016.1213153								WOS:000395055000003						
J	Al-Ghamdi, SG; Bilec, MM				Al-Ghamdi, Sami G.; Bilec, Melissa M.			Green Building Rating Systems and Whole-Building Life Cycle Assessment: Comparative Study of the Existing Assessment Tools	JOURNAL OF ARCHITECTURAL ENGINEERING																	Al-Ghamdi, Sami G./AAH-6959-2020	Al-Ghamdi, Sami G./0000-0002-7416-5153												1076-0431	1943-5568				MAR	2017	23	1							04016015	10.1061/(ASCE)AE.1943-5568.0000222								WOS:000403090900002						
J	Chong, HY; Lee, CY; Wang, XY				Chong, Heap-Yih; Lee, Cen-Ying; Wang, Xiangyu			A mixed review of the adoption of Building Information Modelling (BIM) for sustainability	JOURNAL OF CLEANER PRODUCTION																	Wang, Xiangyu/B-6232-2013; Chong, Heap-Yih/M-8354-2017	Chong, Heap-Yih/0000-0002-6080-7530; Wang, Xiangyu/0000-0001-8718-6941; Lee, Cen Ying/0000-0001-6222-2061												0959-6526	1879-1786				JAN 20	2017	142		4				4114	4126		10.1016/j.jclepro.2016.09.222								WOS:000395726300060						
J	Eleftheriadis, S; Mumovic, D; Greening, P				Eleftheriadis, Stathis; Mumovic, Dejan; Greening, Paul			Life cycle energy efficiency in building structures: A review of current developments and future outlooks based on BIM capabilities	RENEWABLE & SUSTAINABLE ENERGY REVIEWS																		Mumovic, Dejan/0000-0002-4914-9004; Eleftheriadis, Stathis/0000-0002-8160-3270												1364-0321					JAN	2017	67						811	825		10.1016/j.rser.2016.09.028								WOS:000389088900059						
J	Pongiglione, M; Calderini, C				Pongiglione, Margherita; Calderini, Chiara			Sustainable Structural Design: Comprehensive Literature Review	JOURNAL OF STRUCTURAL ENGINEERING																														0733-9445	1943-541X				DEC	2016	142	12							04016139	10.1061/(ASCE)ST.1943-541X.0001621								WOS:000388614200029						
