PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Dimitrov, A; Golparvar-Fard, M				Dimitrov, Andrey; Golparvar-Fard, Mani			Vision-based material recognition for automated monitoring of construction progress and generating building information modeling from unordered site image collections	ADVANCED ENGINEERING INFORMATICS																	Jeong, Yongwook/N-7413-2016													1474-0346	1873-5320				JAN	2014	28	1					37	49		10.1016/j.aei.2013.11.002								WOS:000332357100004						
J	Son, H; Kim, C; Hwang, N; Kim, C; Kang, Y				Son, Hyojoo; Kim, Changmin; Hwang, Nahyae; Kim, Changwan; Kang, Youngcheol			Classification of major construction materials in construction environments using ensemble classifiers	ADVANCED ENGINEERING INFORMATICS																	Son, Hyojoo/AAL-2182-2021; Kim, Changwan/X-6753-2018	Kim, Changwan/0000-0002-7342-0829; Kim, Changmin/0000-0002-1017-8297; Son, Hyojoo/0000-0002-5338-9799												1474-0346	1873-5320				JAN	2014	28	1					1	10		10.1016/j.aei.2013.10.001								WOS:000332357100001						
J	Ham, Y; Golparvar-Fard, M				Ham, Youngjib; Golparvar-Fard, Mani			An automated vision-based method for rapid 3D energy performance modeling of existing buildings using thermal and digital imagery	ADVANCED ENGINEERING INFORMATICS																														1474-0346	1873-5320				AUG	2013	27	3					395	409		10.1016/j.aei.2013.03.005								WOS:000322607900009						
J	Yu, WD; Hsu, JY				Yu, Wen-der; Hsu, Jia-yang			Content-based text mining technique for retrieval of CAD documents	AUTOMATION IN CONSTRUCTION																														0926-5805					MAY	2013	31						65	74		10.1016/j.autcon.2012.11.037								WOS:000315933100007						
J	Azar, ER; McCabe, B				Azar, Ehsan Rezazadeh; McCabe, Brenda			Automated Visual Recognition of Dump Trucks in Construction Videos	JOURNAL OF COMPUTING IN CIVIL ENGINEERING																		Rezazadeh Azar, Ehsan/0000-0002-9711-2679												0887-3801	1943-5487				NOV-DEC	2012	26	6					769	781		10.1061/(ASCE)CP.1943-5487.0000179								WOS:000313292800009						
J	Guo, TT; Zhang, H; Wen, YM				Guo, Tiantian; Zhang, Hui; Wen, Yamei			An improved example-driven symbol recognition approach in engineering drawings	COMPUTERS & GRAPHICS-UK																														0097-8493	1873-7684				NOV	2012	36	7					835	845		10.1016/j.cag.2012.06.001								WOS:000310390500007						
J	Azar, ER; McCabe, B				Azar, Ehsan Rezazadeh; McCabe, Brenda			Part based model and spatial-temporal reasoning to recognize hydraulic excavators in construction images and videos	AUTOMATION IN CONSTRUCTION																		Rezazadeh Azar, Ehsan/0000-0002-9711-2679												0926-5805	1872-7891				JUL	2012	24						194	202		10.1016/j.autcon.2012.03.003								WOS:000304494800020						
J	Valero, E; Adan, A; Cerrada, C				Valero, Enrique; Adan, Antonio; Cerrada, Carlos			Automatic Construction of 3D Basic-Semantic Models of Inhabited Interiors Using Laser Scanners and RFID Sensors	SENSORS																	Cerrada, Carlos/G-1844-2016; Cerrada, Carlos/O-2221-2019; Adán, Antonio/A-1153-2012; Valero, Enrique/AAB-5917-2019	Cerrada, Carlos/0000-0002-8591-6581; Cerrada, Carlos/0000-0002-8591-6581; Adán, Antonio/0000-0002-0370-9651; Valero, Enrique/0000-0002-0016-4473													1424-8220				MAY	2012	12	5					5705	5724		10.3390/s120505705								WOS:000304539200030	22778609					
J	Son, H; Kim, C; Kim, C				Son, Hyojoo; Kim, Changmin; Kim, Changwan			Automated Color Model-Based Concrete Detection in Construction-Site Images by Using Machine Learning Algorithms	JOURNAL OF COMPUTING IN CIVIL ENGINEERING																	Son, Hyojoo/AAL-2182-2021; Kim, Changwan/X-6753-2018	Kim, Changwan/0000-0002-7342-0829; Kim, Changmin/0000-0002-1017-8297; Son, Hyojoo/0000-0002-5338-9799												0887-3801	1943-5487				MAY-JUN	2012	26	3					421	433		10.1061/(ASCE)CP.1943-5487.0000141								WOS:000303933900014						
J	Dominguez, B; Garcia, AL; Feito, FR				Dominguez, B.; Garcia, A. L.; Feito, F. R.			Semiautomatic detection of floor topology from CAD architectural drawings	COMPUTER-AIDED DESIGN																	Feito, Francisco F.R./M-1672-2014; García-Fernández, Ángel-Luis/E-4257-2012	Feito, Francisco F.R./0000-0001-8230-6529; García-Fernández, Ángel-Luis/0000-0002-8183-7130												0010-4485					MAY	2012	44	5					367	378		10.1016/j.cad.2011.12.009								WOS:000301812400002						
J	Brilakis, I; Fathi, H; Rashidi, A				Brilakis, Ioannis; Fathi, Habib; Rashidi, Abbas			Progressive 3D reconstruction of infrastructure with videogrammetry	AUTOMATION IN CONSTRUCTION																	Brilakis, Ioannis/H-5369-2013; Rashidi, Abbas/A-8547-2013	Brilakis, Ioannis/0000-0003-1829-2083; 												0926-5805	1872-7891				NOV	2011	20	7					884	895		10.1016/j.autcon.2011.03.005								WOS:000295994400013						
J	Brilakis, I; Park, MW; Jog, G				Brilakis, Ioannis; Park, Man-Woo; Jog, Gauri			Automated vision tracking of project related entities	ADVANCED ENGINEERING INFORMATICS																	Brilakis, Ioannis/H-5369-2013	Brilakis, Ioannis/0000-0003-1829-2083; Park, Man-Woo/0000-0002-3844-9327												1474-0346	1873-5320				OCT	2011	25	4					713	724		10.1016/j.aei.2011.01.003								WOS:000296549100012						
J	Brilakis, I; Manolis, L; Sacks, R; Savarese, S; Christodoulou, S; Teizer, J; Makhmalbaf, A				Brilakis, Ioannis; Lourakis, Manolis; Sacks, Rafael; Savarese, Silvio; Christodoulou, Symeon; Teizer, Jochen; Makhmalbaf, Atefe			Toward automated generation of parametric BIMs based on hybrid video and laser scanning data	ADVANCED ENGINEERING INFORMATICS																	Brilakis, Ioannis/H-5369-2013; Sacks, Rafael/B-1431-2008; Teizer, Jochen/AAS-1814-2020	Brilakis, Ioannis/0000-0003-1829-2083; Sacks, Rafael/0000-0001-9427-5053; Teizer, Jochen/0000-0001-8071-895X; Lourakis, Manolis/0000-0003-4596-5773; Christodoulou, Symeon E./0000-0002-9859-0381												1474-0346	1873-5320				NOV 10	2010	24	4			SI		456	465		10.1016/j.aei.2010.06.006								WOS:000283403900008						
J	Tang, PB; Huber, D; Akinci, B; Lipman, R; Lytle, A				Tang, Pingbo; Huber, Daniel; Akinci, Burcu; Lipman, Robert; Lytle, Alan			Automatic reconstruction of as-built building information models from laser-scanned point clouds: A review of related techniques	AUTOMATION IN CONSTRUCTION																	Tang, Pingbo/I-7649-2012; Tang, Pingbo/I-9534-2012	Tang, Pingbo/0000-0001-9048-1327; Tang, Pingbo/0000-0002-4910-1326												0926-5805	1872-7891				NOV	2010	19	7					829	843		10.1016/j.autcon.2010.06.007								WOS:000283388600002						
J	Zhu, ZH; Brilakis, I				Zhu, Zhenhua; Brilakis, Ioannis			Parameter optimization for automated concrete detection in image data	AUTOMATION IN CONSTRUCTION																	Brilakis, Ioannis/H-5369-2013; cai, bo/G-1491-2010	Brilakis, Ioannis/0000-0003-1829-2083; Zhu, Zhenhua/0000-0002-4554-1770												0926-5805	1872-7891				NOV	2010	19	7					944	953		10.1016/j.autcon.2010.06.008								WOS:000283388600012						
J	Bosche, F				Bosche, Frederic			Automated recognition of 3D CAD model objects in laser scans and calculation of as-built dimensions for dimensional compliance control in construction	ADVANCED ENGINEERING INFORMATICS																	Bosché, Frédéric/AAJ-9117-2020	Bosche, Frederic/0000-0002-4064-8982												1474-0346	1873-5320				JAN	2010	24	1					107	118		10.1016/j.aei.2009.08.006								WOS:000274507900011						
C	Liu, H; Qian, YL; Lin, SX		Richard, P; Braz, J		Liu, Hong; Qian, Yueliang; Lin, Shouxun			DETECTING PERSONS USING HOUGH CIRCLE TRANSFORM IN SURVEILLANCE VIDEO	VISAPP 2010: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON COMPUTER VISION THEORY AND APPLICATIONS, VOL 2					5th International Conference on Computer Vision Theory and Applications (VISAPP 2010)	MAY 17-21, 2010	Univ Angers, Angers, FRANCE	Inst Syst & Technol Informat Control & Commun, Workflow Management Coalit, Ecole Ingn Univ Angers, Lab Ingn Syst Automatises, Univ Angers	Univ Angers																							978-989-674-029-0				2010							267	270										WOS:000393008600041						
C	Furukawa, Y; Curless, B; Seitz, SM; Szeliski, R			IEEE	Furukawa, Yasutaka; Curless, Brian; Seitz, Steven M.; Szeliski, Richard			Reconstructing Building Interiors from Images	2009 IEEE 12TH INTERNATIONAL CONFERENCE ON COMPUTER VISION (ICCV)	IEEE International Conference on Computer Vision				12th IEEE International Conference on Computer Vision	SEP 29-OCT 02, 2009	Kyoto, JAPAN	IEEE, IEEE Comp Soc																						1550-5499		978-1-4244-4419-9				2009							80	87		10.1109/ICCV.2009.5459145								WOS:000294955300011						
J	El-Omari, S; Moselhi, O				El-Omari, Samir; Moselhi, Osama			Integrating 3D laser scanning and photogrammetry for progress measurement of construction work	AUTOMATION IN CONSTRUCTION																														0926-5805	1872-7891				DEC	2008	18	1					1	9		10.1016/j.autcon.2008.05.006								WOS:000259884200001						
J	Zou, JH; Kim, H				Zou, Junhao; Kim, Hyoungkwan			Using hue, saturation, and value color space for hydraulic excavator idle time analysis	JOURNAL OF COMPUTING IN CIVIL ENGINEERING																	Kim, Hyoungkwan/G-8205-2012													0887-3801					JUL-AUG	2007	21	4					238	246		10.1061/(ASCE)0887-3801(2007)21:4(238)								WOS:000247385300002						
J	Akinci, B; Kiziltas, S; Ergen, E; Karaesmen, IZ; Keceli, F				Akinci, Burcu; Kiziltas, Semiha; Ergen, Esin; Karaesmen, Itir Z.; Keceli, Fuat			Modeling and analyzing the impact of technology on data capture and transfer processes at construction sites: A case study	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																	Ergen, Esin/ABA-8121-2020	Ergen, Esin/0000-0001-6413-4647; , Itir/0000-0002-0254-5018												0733-9364	1943-7862				NOV	2006	132	11					1148	1157		10.1061/(ASCE)0733-9364(2006)132:11(1148)								WOS:000241572900004						
J	Akinci, B; Boukamp, F; Gordon, C; Huber, D; Lyons, C; Park, K				Akinci, B; Boukamp, F; Gordon, C; Huber, D; Lyons, C; Park, K			A formalism for utilization of sensor systems and integrated project models for active construction quality control	AUTOMATION IN CONSTRUCTION																	Liu, Xuesong/E-9177-2010	Boukamp, Frank/0000-0002-0211-2028												0926-5805	1872-7891				MAR	2006	15	2					124	138		10.1016/j.autcon.2005.01.008								WOS:000235352200002						
J	Samadzadegan, F; Azizi, A; Hahn, M; Lucas, C				Samadzadegan, F; Azizi, A; Hahn, M; Lucas, C			Automatic 3D object recognition and reconstruction based on neuro-fuzzy modelling	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING																														0924-2716	1872-8235				AUG	2005	59	5					255	277		10.1016/j.isprsjprs.2005.02.010								WOS:000231168500001						
