PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Shi, ZX; O'Brien, W				Shi, Zixiao; O'Brien, William			Development and implementation of automated fault detection and diagnostics for building systems: A review	AUTOMATION IN CONSTRUCTION																	O'Brien, William/E-5475-2018	O'Brien, William/0000-0002-0236-5383; Shi, Zixiao/0000-0003-4309-3051												0926-5805	1872-7891				AUG	2019	104						215	229		10.1016/j.autcon.2019.04.002								WOS:000471083600016						
C	Shi, HL; Ji, ZW; Lu, Q; Wang, DW		Scott, GF; Hamilton, W		Shi, Hongling; Ji, Zuwen; Lu, Qin; Wang, Dangwei			Study on Fluvial Processes and Sediment Transport Capacity of Teesta River in Bangladesh	WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2019: HYDRAULICS, WATERWAYS, AND WATER DISTRIBUTION SYSTEMS ANALYSIS					World Environmental and Water Resources Congress / 19th Annual Congress of the Environmental-and-Water-Resources-Institute (EWRI) / EWRI History and Heritage Symposium	MAY 19-23, 2019	Pittsburgh, PA	Environm & Water Resources Inst, Amer Soc Civil Engineers, Environm & Water Resources Inst, Amer Soc Civil Engineers																								978-0-7844-8235-3				2019							399	410										WOS:000477924400037						
J	Andriamamonjy, A; Saelens, D; Klein, R				Andriamamonjy, Ando; Saelens, Dirk; Klein, Ralf			An auto-deployed model-based fault detection and diagnosis approach for Air Handling Units using BIM and Modelica	AUTOMATION IN CONSTRUCTION																	Saelens, Dirk/AAA-6463-2020	Saelens, Dirk/0000-0003-3450-5448												0926-5805	1872-7891				DEC	2018	96						508	526		10.1016/j.autcon.2018.09.016								WOS:000452345800039						
J	Cavka, HB; Staub-French, S; Poirier, EA				Cavka, Hasan Burak; Staub-French, Sheryl; Poirier, Erik A.			Developing owner information requirements for BIM-enabled project delivery and asset management	AUTOMATION IN CONSTRUCTION																	Poirier, Erik/AAA-4555-2020; Çavka, Hasan Burak/R-1698-2019; Staub-French, Sheryl/AAX-7769-2020	Poirier, Erik/0000-0003-0908-0097; Çavka, Hasan Burak/0000-0002-8923-4641; 												0926-5805	1872-7891				NOV	2017	83						169	183		10.1016/j.autcon.2017.08.006								WOS:000411533400015						
J	Parn, EA; Edwards, DJ; Sing, MCP				Parn, E. A.; Edwards, D. J.; Sing, M. C. P.			The building information modelling trajectory in facilities management: A review	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016	Parn, Erika/0000-0002-8124-4263; SING, Chun Pong/0000-0003-3526-0702												0926-5805	1872-7891				MAR	2017	75						45	55		10.1016/j.autcon.2016.12.003								WOS:000393007300005						
J	Centenaro, M; Vangelista, L; Zanella, A; Zorzi, M				Centenaro, Marco; Vangelista, Lorenzo; Zanella, Andrea; Zorzi, Michele			LONG-RANGE COMMUNICATIONS IN UNLICENSED BANDS: THE RISING STARS IN THE IOT AND SMART CITY SCENARIOS	IEEE WIRELESS COMMUNICATIONS																	Centenaro, Marco/H-3761-2016; Vangelista, Lorenzo/AAA-3159-2020; Zanella, Andrea/AAF-3643-2020	Centenaro, Marco/0000-0003-1664-8015; Zanella, Andrea/0000-0003-3671-5190												1536-1284	1558-0687				OCT	2016	23	5					60	67		10.1109/MWC.2016.7721743								WOS:000388111000011						
J	Yu, YB; Woradechjumroen, DC; Yu, DH				Yu, Yuebin; Woradechjumroen, Denchai; Yu, Daihong			A review of fault detection and diagnosis methodologies on air-handling units	ENERGY AND BUILDINGS																	Yu, Yuebin/E-8672-2010	Yu, Yuebin/0000-0001-8239-9390												0378-7788	1872-6178				OCT	2014	82						550	562		10.1016/j.enbuild.2014.06.042								WOS:000343781400054						
J	Bonvini, M; Sohn, MD; Granderson, J; Wetter, M; Piette, MA				Bonvini, Marco; Sohn, Michael D.; Granderson, Jessica; Wetter, Michael; Piette, Mary Ann			Robust on-line fault detection diagnosis for HVAC components based on nonlinear state estimation techniques	APPLIED ENERGY																	Wetter, Michael/ABD-7533-2021	Wetter, Michael/0000-0002-7043-0802												0306-2619	1872-9118				JUL 1	2014	124						156	166		10.1016/j.apenergy.2014.03.009								WOS:000336338800014						
J	Kiasi, F; Prakash, J; Patwardhan, S; Shah, SL				Kiasi, F.; Prakash, J.; Patwardhan, S.; Shah, S. L.			A unified framework for fault detection and isolation of sensor and actuator biases in linear time invariant systems using marginalized likelihood ratio test with uniform priors	JOURNAL OF PROCESS CONTROL																	Jagadeesan, Prakash/AAZ-7359-2020													0959-1524	1873-2771				OCT	2013	23	9					1350	1361		10.1016/j.jprocont.2013.08.002								WOS:000327005700012						
J	Wang, HT; Chen, YM; Chan, CWH; Qin, JY; Wang, JH				Wang, Haitao; Chen, Youming; Chan, Cary W. H.; Qin, Jianying; Wang, Jinhua			Online model-based fault detection and diagnosis strategy for VAV air handling units	ENERGY AND BUILDINGS																		Chen, Youming/0000-0001-8849-1614; Wang, Haitao/0000-0002-0983-1471												0378-7788	1872-6178				DEC	2012	55						252	263		10.1016/j.enbuild.2012.08.016								WOS:000313152400028						
