PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Singh, M; Fuenmayor, E; Hinchy, EP; Qiao, YS; Murray, N; Devine, D				Singh, Maulshree; Fuenmayor, Evert; Hinchy, Eoin P.; Qiao, Yuansong; Murray, Niall; Devine, Declan			Digital Twin: Origin to Future	APPLIED SYSTEM INNOVATION																	Devine, Declan/U-6143-2019; Qiao, Yuansong/A-1140-2017	Devine, Declan/0000-0002-1364-5583; Hinchy, Eoin/0000-0003-1698-6196; Qiao, Yuansong/0000-0002-1543-1589; Singh, Maulshree/0000-0003-4788-1231													2571-5577				JUN	2021	4	2							36	10.3390/asi4020036								WOS:000667262200001						
J	Agnusdei, GP; Elia, V; Gnoni, MG				Agnusdei, Giulio Paolo; Elia, Valerio; Gnoni, Maria Grazia			A classification proposal of digital twin applications in the safety domain	COMPUTERS & INDUSTRIAL ENGINEERING																	Elia, Valerio/N-4584-2015	Elia, Valerio/0000-0002-0208-5947												0360-8352	1879-0550				APR	2021	154								107137	10.1016/j.cie.2021.107137								WOS:000632964300036						
J	Agnusdei, GP; Elia, V; Gnoni, MG				Agnusdei, Giulio Paolo; Elia, Valerio; Gnoni, Maria Grazia			Is Digital Twin Technology Supporting Safety Management? A Bibliometric and Systematic Review	APPLIED SCIENCES-BASEL																	; Elia, Valerio/N-4584-2015	Agnusdei, Giulio Paolo/0000-0002-4537-0780; gnoni, maria grazia/0000-0001-7930-0556; Elia, Valerio/0000-0002-0208-5947													2076-3417				MAR	2021	11	6							2767	10.3390/app11062767								WOS:000645705200001						
J	Aheleroff, S; Xu, X; Zhong, RY; Lu, YQ				Aheleroff, Shohin; Xu, Xun; Zhong, Ray Y.; Lu, Yuqian			Digital Twin as a Service (DTaaS) in Industry 4.0: An Architecture Reference Model	ADVANCED ENGINEERING INFORMATICS																	Aheleroff, Shohin/L-9293-2017; Lu, Yuqian/U-6820-2019; Xu, Xun William/K-7899-2015	Aheleroff, Shohin/0000-0002-2631-9955; Lu, Yuqian/0000-0001-5954-0421; Xu, Xun William/0000-0001-6294-8153												1474-0346	1873-5320				JAN	2021	47								101225	10.1016/j.aei.2020.101225								WOS:000630364600013						
J	Autiosalo, J; Ala-Laurinaho, R; Mattila, J; Valtonen, M; Peltoranta, V; Tammi, K				Autiosalo, Juuso; Ala-Laurinaho, Riku; Mattila, Joel; Valtonen, Miika; Peltoranta, Valtteri; Tammi, Kari			Towards Integrated Digital Twins for Industrial Products: Case Study on an Overhead Crane	APPLIED SCIENCES-BASEL																	Tammi, Kari/J-8999-2015	Tammi, Kari/0000-0001-9376-2386; Ala-Laurinaho, Riku/0000-0002-3246-8199; Mattila, Joel/0000-0001-8319-1903; Autiosalo, Juuso/0000-0003-3714-748X													2076-3417				JAN	2021	11	2							683	10.3390/app11020683								WOS:000610932800001						
J	Yu, G; Zhang, S; Hu, M; Wang, YK				Yu, Gang; Zhang, Shuang; Hu, Min; Wang, Y. Ken			Prediction of Highway Tunnel Pavement Performance Based on Digital Twin and Multiple Time Series Stacking	ADVANCES IN CIVIL ENGINEERING																		Yu, Gang/0000-0003-1376-7959; , min/0000-0003-2353-1923; Zhang, Shuang/0000-0002-2884-6572; Wang, Y. Ken/0000-0003-2829-3776												1687-8086	1687-8094				DEC 4	2020	2020								8824135	10.1155/2020/8824135								WOS:000599842600002						
J	Errandonea, I; Beltran, S; Arrizabalaga, S				Errandonea, Itxaro; Beltran, Sergio; Arrizabalaga, Saioa			Digital Twin for maintenance: A literature review	COMPUTERS IN INDUSTRY																		Beltran, Sergio/0000-0003-1008-2065; Errandonea, Itxaro/0000-0001-6935-1835												0166-3615	1872-6194				DEC	2020	123								103316	10.1016/j.compind.2020.103316								WOS:000663832400003						
J	Peng, Y; Zhang, M; Yu, FQ; Xu, JL; Gao, S				Peng, Yang; Zhang, Ming; Yu, Fangqiang; Xu, Jinglin; Gao, Shang			Digital Twin Hospital Buildings: An Exemplary Case Study through Continuous Lifecycle Integration	ADVANCES IN CIVIL ENGINEERING																		Peng, Yang/0000-0001-6980-9957												1687-8086	1687-8094				NOV 19	2020	2020								8846667	10.1155/2020/8846667								WOS:000595825600003						
J	Moretti, N; Xie, X; Merino, J; Brazauskas, J; Parlikad, AK				Moretti, Nicola; Xie, Xiang; Merino, Jorge; Brazauskas, Justas; Parlikad, Ajith Kumar			An openBIM Approach to IoT Integration with Incomplete As-Built Data	APPLIED SCIENCES-BASEL																	Moretti, Nicola/T-1347-2018	Moretti, Nicola/0000-0002-7197-8677; Xie, Xiang/0000-0003-4601-9519; Brazauskas, Justas/0000-0002-6795-5245													2076-3417				NOV	2020	10	22							8287	10.3390/app10228287								WOS:000594190600001						
J	Kaewunruen, S; Peng, SJ; Phil-Ebosie, O				Kaewunruen, Sakdirat; Peng, Shijie; Phil-Ebosie, Olisa			Digital Twin Aided Sustainability and Vulnerability Audit for Subway Stations	SUSTAINABILITY																	Kaewunruen, Sakdirat/A-6793-2008	Kaewunruen, Sakdirat/0000-0003-2153-3538													2071-1050				OCT	2020	12	19							7873	10.3390/su12197873								WOS:000586687900001						
