PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
C	Hu, HJ; Luo, ZX; Chen, YN; Bian, QY; Tong, ZY		Janssen, P; Loh, P; Raonic, A; Schnabel, MA		Hu, Haojie; Luo, Zixuan; Chen, Yingnan; Bian, Qiuyi; Tong, Ziyu			INTEGRATION OF SPACE SYNTAX INTO AGENT-BASED PEDESTRIAN SIMULATION IN URBAN OPEN SPACE	PROCEEDINGS OF THE 22ND INTERNATIONAL CONFERENCE ON COMPUTER-AIDED ARCHITECTURAL DESIGN RESEARCH IN ASIA (CAADRIA 2017): PROTOCOLS, FLOWS AND GLITCHES					22nd CAADRIA Annual International Conference on Computer-Aided Architectural Design Research in Asia (CAADRIA)	APR 05-08, 2017	Xian Jiaotong Liverpool Univ, Dept Architecture, Suzhou, PEOPLES R CHINA	Assoc Comp Aided Architectural Design Res Asia	Xian Jiaotong Liverpool Univ, Dept Architecture									Tong, Ziyu/0000-0002-5872-0890														978-988-19026-8-9				2017							325	334										WOS:000426884800031						
C	Simeone, D; Coraglia, UM; Cursi, S; Fioravanti, A		Herneoja, A; Osterlund, T; Markkanen, P		Simeone, Davide; Coraglia, Ugo Maria; Cursi, Stefano; Fioravanti, Antonio			Behavioural Simulation for Built Heritage Use Planning	ECAADE 2016: COMPLEXITY & SIMPLICITY, VOL 2					34th eCAADe Conference (eCAADe)	AUG 24-26, 2016	Univ Oulu, Oulu Sch Architecture, Oulu, FINLAND	Alfred Kordelin Fdn, Federat Finnish Learned Soc, Autodesk Inc, Bentley Syst Int Ltd, Alfred Kordelin Gen Progress & Educ Fund	Univ Oulu, Oulu Sch Architecture								Cursi, Stefano/AAL-3154-2020; Fioravanti, Antonio/D-2784-2014	Cursi, Stefano/0000-0002-8499-1459; Fioravanti, Antonio/0000-0002-7539-9947														978-94-91207-11-2				2016							503	510										WOS:000402064400050						
C	Al-Qattan, E; Galanter, P; Yan, W		Herneoja, A; Osterlund, T; Markkanen, P		Al-Qattan, Emad; Galanter, Philip; Yan, Wei			Developing a Tangible User Interface for Parametric and BIM Applications Using Physical Computing Systems	ECAADE 2016: COMPLEXITY & SIMPLICITY, VOL 2					34th eCAADe Conference (eCAADe)	AUG 24-26, 2016	Univ Oulu, Oulu Sch Architecture, Oulu, FINLAND	Alfred Kordelin Fdn, Federat Finnish Learned Soc, Autodesk Inc, Bentley Syst Int Ltd, Alfred Kordelin Gen Progress & Educ Fund	Univ Oulu, Oulu Sch Architecture																							978-94-91207-11-2				2016							621	630										WOS:000402064400063						
C	Trento, A; Fioravanti, A; Rossini, F		Thompson, EM		Trento, Armando; Fioravanti, Antonio; Rossini, Francesco			Health and Safety Design by means of a Systemic Approach Linking Construction Entities and Activities for Hazard Prevention	FUSION: DATA INTEGRATION AT ITS BEST, VOL 1					32nd International Conference on Education and Research in Computer Aided Architectural Design in Europe (eCAADe)	SEP 10-12, 2014	Northumbria Univ, Fac Engn & Environm, Dept Architecture & Built Environm, Newcastle upon Tyne, ENGLAND	Autodesk, Bentley, Northumbria Univ	Northumbria Univ, Fac Engn & Environm, Dept Architecture & Built Environm								Fioravanti, Antonio/D-2784-2014	Fioravanti, Antonio/0000-0002-7539-9947														978-94-91207-07-5				2014							633	642										WOS:000361384700063						
J	Helbing, D; Farkas, I; Vicsek, T				Helbing, D; Farkas, I; Vicsek, T			Simulating dynamical features of escape panic	NATURE																	Vicsek, Tamas/A-3305-2009; Helbing, Dirk/C-6114-2008; Farkas, Illes/C-1504-2008	Farkas, Illes/0000-0001-5341-5582												0028-0836					SEP 28	2000	407	6803					487	490		10.1038/35035023								WOS:000089727400042	11028994					
