PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Alves, M; Carreira, P; Costa, AA				Alves, Miguel; Carreira, Paulo; Costa, Antonio Aguiar			BIMSL: A generic approach to the integration of building information models with real-time sensor data	AUTOMATION IN CONSTRUCTION																	Costa, Antonio Aguiar/G-2467-2010	Costa, Antonio Aguiar/0000-0002-5123-4451												0926-5805	1872-7891				DEC	2017	84						304	314		10.1016/j.autcon.2017.09.005								WOS:000413607600025						
J	Aria, M; Cuccurullo, C				Aria, Massimo; Cuccurullo, Corrado			bibliometrix: An R-tool for comprehensive science mapping analysis	JOURNAL OF INFORMETRICS																	Aria, Massimo/O-7983-2015	Aria, Massimo/0000-0002-8517-9411; CUCCURULLO, Corrado/0000-0002-7401-8575												1751-1577	1875-5879				NOV	2017	11	4					959	975		10.1016/j.joi.2017.08.007								WOS:000418020600003						
J	Asadzadeh, A; Arashpour, M; Li, H; Ngo, T; Bab-Hadiashar, A; Rashidi, A				Asadzadeh, Amin; Arashpour, Mehrdad; Li, Heng; Tuan Ngo; Bab-Hadiashar, Alireza; Rashidi, Ali			Sensor-based safety management	AUTOMATION IN CONSTRUCTION																	Li, Heng/B-2821-2015; Ngo, Tuan D/P-8184-2014; Bab-Hadiashar, Alireza/A-9157-2010; Rashidi, Ali/AAP-9420-2020	Li, Heng/0000-0002-3187-9041; Ngo, Tuan D/0000-0002-9831-8580; Bab-Hadiashar, Alireza/0000-0002-6192-2303; Rashidi, Ali/0000-0003-0800-5036												0926-5805	1872-7891				MAY	2020	113								103128	10.1016/j.autcon.2020.103128								WOS:000526785700033						
J	Asghari, P; Rahmani, AM; Javadi, HHS				Asghari, Parvaneh; Rahmani, Amir Masoud; Javadi, Hamid Haj Seyyed			Internet of Things applications: A systematic review	COMPUTER NETWORKS																	/ABF-1879-2021; Asghari, Parvaneh/AAO-3080-2021; Javadi, Hamid Haj Seyyed/AAU-6168-2020; Rahmani, Amir Masoud/K-2702-2013	Javadi, Hamid Haj Seyyed/0000-0003-0082-036X; Rahmani, Amir Masoud/0000-0001-8641-6119; Asghari, Parvaneh/0000-0002-5969-6896												1389-1286	1872-7069				JAN 15	2019	148						241	261		10.1016/j.comnet.2018.12.008								WOS:000458345100020						
J	Ashworth, S; Tucker, M; Druhmann, CK				Ashworth, Simon; Tucker, Matthew; Druhmann, Carsten K.			Critical success factors for facility management employer's information requirements (EIR) for BIM	FACILITIES																														0263-2772	1758-7131				FEB 4	2019	37	1-2			SI		103	118		10.1108/F-02-2018-0027								WOS:000457233500008						
J	Atazadeh, B; Olfat, H; Rismanchi, B; Shojaei, D; Rajabifard, A				Atazadeh, Behnam; Olfat, Hamed; Rismanchi, Behzad; Shojaei, Davood; Rajabifard, Abbas			Utilizing a Building Information Modelling Environment to Communicate the Legal Ownership of Internet of Things-Generated Data in Multi-Owned Buildings	ELECTRONICS																	Shojaei, Davood/ABA-8728-2020; Atazadeh, Behnam/K-8913-2018; Olfat, Hamed/AAD-4115-2019; Rismanchi, Behzad/B-5266-2010	Atazadeh, Behnam/0000-0001-9295-4220; Olfat, Hamed/0000-0003-1888-007X; Rismanchi, Behzad/0000-0001-8805-1627; Shojaei, Davood/0000-0003-2152-9272													2079-9292				NOV	2019	8	11							1258	10.3390/electronics8111258								WOS:000502269500054						
J	Bapat, H; Sarkar, D; Gujar, R				Bapat, Hirakraj; Sarkar, Debasis; Gujar, Rajesh			Application of integrated fuzzy FCM-BIM-IoT for sustainable material selection and energy management of metro rail station box project in western India	INNOVATIVE INFRASTRUCTURE SOLUTIONS																														2364-4176	2364-4184				JAN 12	2021	6	2							73	10.1007/s41062-020-00431-7								WOS:000609864400028						
J	Beata, PA; Jeffers, AE; Kamat, VR				Beata, Paul A.; Jeffers, Ann E.; Kamat, Vineet R.			Real-Time Fire Monitoring and Visualization for the Post-Ignition Fire State in a Building	FIRE TECHNOLOGY																		Kamat, Vineet/0000-0003-0788-5588; Beata, Paul A./0000-0002-0445-4558; Jeffers, Ann/0000-0002-1961-6775												0015-2684	1572-8099				JUL	2018	54	4					995	1027		10.1007/s10694-018-0723-1								WOS:000435962300009						
J	Becerik-Gerber, B; Jazizadeh, F; Li, N; Calis, G				Becerik-Gerber, Burcin; Jazizadeh, Farrokh; Li, Nan; Calis, Gulben			Application Areas and Data Requirements for BIM-Enabled Facilities Management	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																	Jazizadeh, Farrokh/P-8822-2014; CALIS, GULBEN/AAF-7923-2020; CALIS, GULBEN/X-8916-2018; Li, Nan/W-4397-2017; Becerik-Gerber, Burcin/D-6897-2013	Jazizadeh, Farrokh/0000-0002-0690-1307; CALIS, GULBEN/0000-0003-3056-4870; Li, Nan/0000-0002-7272-4273; Becerik-Gerber, Burcin/0000-0001-8648-0989												0733-9364	1943-7862				MAR	2012	138	3					431	442		10.1061/(ASCE)CO.1943-7862.0000433								WOS:000302218200013						
J	Boddupalli, C; Sadhu, A; Azar, ER; Pattyson, S				Boddupalli, Chanakya; Sadhu, Ayan; Azar, Ehsan Rezazadeh; Pattyson, Scott			Improved visualization of infrastructure monitoring data using building information modeling	STRUCTURE AND INFRASTRUCTURE ENGINEERING																		Rezazadeh Azar, Ehsan/0000-0002-9711-2679												1573-2479	1744-8980				SEP 2	2019	15	9					1247	1263		10.1080/15732479.2019.1602150		APR 2019						WOS:000469662100001						
