PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Lu, QC; Xie, X; Parlikad, AK; Schooling, JM				Lu, Qiuchen; Xie, Xiang; Parlikad, Ajith Kumar; Schooling, Jennifer Mary			Digital twin-enabled anomaly detection for built asset monitoring in operation and maintenance	AUTOMATION IN CONSTRUCTION																		Xie, Xiang/0000-0003-4601-9519												0926-5805	1872-7891				OCT	2020	118								103277	10.1016/j.autcon.2020.103277								WOS:000572920300006						
J	Ford, DN; Wolf, CM				Ford, David N.; Wolf, Charles M.			Smart Cities with Digital Twin Systems for Disaster Management	JOURNAL OF MANAGEMENT IN ENGINEERING																														0742-597X	1943-5479				JUL 1	2020	36	4							04020027	10.1061/(ASCE)ME.1943-5479.0000779								WOS:000536120800005						
J	Lu, QC; Chen, L; Li, S; Pitt, M				Lu, Qiuchen; Chen, Long; Li, Shuai; Pitt, Michael			Semi-automatic geometric digital twinning for existing buildings based on images and CAD drawings	AUTOMATION IN CONSTRUCTION																		Chen, Long/0000-0002-6771-752X												0926-5805	1872-7891				JUL	2020	115								103183	10.1016/j.autcon.2020.103183								WOS:000528282500011						
J	Boje, C; Guerriero, A; Kubicki, S; Rezgui, Y				Boje, Calin; Guerriero, Annie; Kubicki, Sylvain; Rezgui, Yacine			Towards a semantic Construction Digital Twin: Directions for future research	AUTOMATION IN CONSTRUCTION																	Kubicki, Sylvain/I-6965-2019; Rezgui, Yacine/ABE-6712-2020	Kubicki, Sylvain/0000-0003-2985-0378; Rezgui, Yacine/0000-0002-5711-8400; Guerriero, Annie/0000-0002-8804-1995; Boje, Calin/0000-0002-5150-9355												0926-5805	1872-7891				JUN	2020	114								103179	10.1016/j.autcon.2020.103179								WOS:000526785800022						
J	Park, KT; Lee, DG; Noh, SD				Park, Kyu Tae; Lee, Donggun; Noh, Sang Do			Operation Procedures of a Work-Center-Level Digital Twin for Sustainable and Smart Manufacturing	INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING-GREEN TECHNOLOGY																		Park, Kyu Tae/0000-0002-6983-4834												2288-6206	2198-0810				MAY	2020	7	3			SI		791	814		10.1007/s40684-020-00227-1		MAY 2020						WOS:000530211600001						
J	Fan, C; Jiang, YC; Mostafavi, A				Fan, Chao; Jiang, Yucheng; Mostafavi, Ali			Social Sensing in Disaster City Digital Twin: Integrated Textual-Visual-Geo Framework for Situational Awareness during Built Environment Disruptions	JOURNAL OF MANAGEMENT IN ENGINEERING																	Fan, Chao/AAM-2182-2020	Fan, Chao/0000-0002-5670-7860												0742-597X	1943-5479				MAY 1	2020	36	3							04020002	10.1061/(ASCE)ME.1943-5479.0000745								WOS:000563797200014						
J	Ham, Y; Kim, J				Ham, Youngjib; Kim, Jaeyoon			Participatory Sensing and Digital Twin City: Updating Virtual City Models for Enhanced Risk-Informed Decision-Making	JOURNAL OF MANAGEMENT IN ENGINEERING																		Kim, Jaeyoon/0000-0002-0723-0664												0742-597X	1943-5479				MAY 1	2020	36	3							04020005	10.1061/(ASCE)ME.1943-5479.0000748								WOS:000563797200002						
J	Ozturk, GB				Ozturk, Gozde Basak			Interoperability in building information modeling for AECO/FM industry	AUTOMATION IN CONSTRUCTION																	TOYIN, JAMES OLAONIPEKUN/AAE-1400-2022; Ozturk, Gozde Basak/K-4182-2019; Srisomboon, Wittaya/AAN-9278-2020; Ozturk, Gozde Basak/AAA-1320-2019; Bagga, Ankit/AAG-8019-2021	TOYIN, JAMES OLAONIPEKUN/0000-0002-4512-6876; OZTURK, GOZDE BASAK/0000-0003-4617-6936												0926-5805	1872-7891				MAY	2020	113								103122	10.1016/j.autcon.2020.103122								WOS:000526785700027						
J	Francisco, A; Mohammadi, N; Taylor, JE				Francisco, Abigail; Mohammadi, Neda; Taylor, John E.			Smart City Digital Twin-Enabled Energy Management: Toward Real-Time Urban Building Energy Benchmarking	JOURNAL OF MANAGEMENT IN ENGINEERING																		Taylor, John/0000-0002-8949-3248												0742-597X	1943-5479				MAR 1	2020	36	2							04019045	10.1061/(ASCE)ME.1943-5479.0000741								WOS:000508191300016						
J	Lu, YQ; Liu, C; Wang, KIK; Huang, HY; Xu, X				Lu, Yuqian; Liu, Chao; Wang, Kevin I-Kai; Huang, Huiyue; Xu, Xun			Digital Twin-driven smart manufacturing: Connotation, reference model, applications and research issues	ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING																	Lu, Yuqian/U-6820-2019; Xu, Xun William/K-7899-2015; Liu, Chao/K-5424-2017	Lu, Yuqian/0000-0001-5954-0421; Xu, Xun William/0000-0001-6294-8153; Liu, Chao/0000-0001-7261-3832												0736-5845	1879-2537				FEB	2020	61								101837	10.1016/j.rcim.2019.101837								WOS:000496834800011						
S	Barnabas, J; Raj, P		Raj, P; Evangeline, P		Barnabas, Janet; Raj, Pethuru			The human body: A digital twin of the cyber physical systems	DIGITAL TWIN PARADIGM FOR SMARTER SYSTEMS AND ENVIRONMENTS: THE INDUSTRY USE CASES	Advances in Computers																Barnabas, Janet/E-9999-2012	Barnabas, Janet/0000-0001-7030-9634												0065-2458		978-0-12-818756-2				2020	117						219	246		10.1016/bs.adcom.2019.09.004								WOS:000609241100010						
J	Kim, S; Chang, S; Castro-Lacouture, D				Kim, Sungjin; Chang, Soowon; Castro-Lacouture, Daniel			Dynamic Modeling for Analyzing Impacts of Skilled Labor Shortage on Construction Project Management	JOURNAL OF MANAGEMENT IN ENGINEERING																														0742-597X	1943-5479				JAN 1	2020	36	1							04019035	10.1061/(ASCE)ME.1943-5479.0000720								WOS:000497518900004						
J	Cimino, C; Negri, E; Fumagalli, L				Cimino, Chiara; Negri, Elisa; Fumagalli, Luca			Review of digital twin applications in manufacturing	COMPUTERS IN INDUSTRY																	Negri, Elisa/AAE-7638-2020	Negri, Elisa/0000-0002-0006-7497												0166-3615	1872-6194				DEC	2019	113								103130	10.1016/j.compind.2019.103130								WOS:000498330800006						
J	Lydon, GP; Caranovic, S; Hischier, I; Schlueter, A				Lydon, G. P.; Caranovic, S.; Hischier, I.; Schlueter, A.			Coupled simulation of thermally active building systems to support a digital twin	ENERGY AND BUILDINGS																	Lydon, Gearoid/U-1257-2019	Lydon, Gearoid/0000-0002-0294-4959												0378-7788	1872-6178				NOV 1	2019	202								109298	10.1016/j.enbuild.2019.07.015								WOS:000503829200004						
