PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Forman, P; Penkert, S; Kamper, C; Stallmann, T; Mark, P; Schnell, J				Forman, Patrick; Penkert, Sebastian; Kaemper, Christoph; Stallmann, Tobias; Mark, Peter; Schnell, Juergen			A survey of solar concrete shell collectors for parabolic troughs	RENEWABLE & SUSTAINABLE ENERGY REVIEWS																		Forman, Patrick/0000-0001-8292-7966												1364-0321	1879-0690				DEC	2020	134								110331	10.1016/j.rser.2020.110331								WOS:000582927200065						
J	Forman, P; Gaganelis, G; Mark, P				Forman, Patrick; Gaganelis, Georgios; Mark, Peter			Optimization-based design	BAUTECHNIK																		Forman, Patrick/0000-0001-8292-7966												0932-8351	1437-0999				OCT	2020	97	10					697	707		10.1002/bate.202000054		SEP 2020						WOS:000572150400001						
J	Kloft, H; Empelmann, M; Hack, N; Herrmann, E; Lowke, D				Kloft, Harald; Empelmann, Martin; Hack, Norman; Herrmann, Eric; Lowke, Dirk			w Strategies for the reinforcement for 3D-concrete-printing	BETON- UND STAHLBETONBAU																														0005-9900	1437-1006				AUG	2020	115	8					607	616		10.1002/best.202000032		JUL 2020						WOS:000547613200001						
J	Greinacher, S; Overbeck, L; Kuhnle, A; Krahe, C; Lanza, G				Greinacher, Sebastian; Overbeck, Leonard; Kuhnle, Andreas; Krahe, Carmen; Lanza, Gisela			Multi-objective optimization of lean and resource efficient manufacturing systems	PRODUCTION ENGINEERING-RESEARCH AND DEVELOPMENT																		Overbeck, Leonard/0000-0001-8425-7943												0944-6524	1863-7353				APR	2020	14	2					165	176		10.1007/s11740-019-00945-9		JAN 2020						WOS:000506687100001						
J	Smarslik, M; Mark, P				Smarslik, Mario; Mark, Peter			Hybrid reinforcement design of longitudinal joints for segmental concrete linings	STRUCTURAL CONCRETE																		Mark, Peter/0000-0003-1812-2148												1464-4177	1751-7648				DEC	2019	20	6					1926	1940		10.1002/suco.201900081								WOS:000530475800009						
J	Mechtcherine, V; Nerella, VN; Will, F; Nather, M; Otto, J; Krause, M				Mechtcherine, Viktor; Nerella, Venkatesh Naidu; Will, Frank; Naether, Mathias; Otto, Jens; Krause, Martin			Large-scale digital concrete construction-CONPrint3D concept for on-site, monolithic 3D-printing	AUTOMATION IN CONSTRUCTION																	Mechtcherine, Viktor/AAS-7113-2020	Mechtcherine, Viktor/0000-0002-4685-7064; Will, Frank/0000-0002-9168-0835												0926-5805	1872-7891				NOV	2019	107								102933	10.1016/j.autcon.2019.102933								WOS:000494887600018						
J	Gaganelis, G; Mark, P				Gaganelis, Georgios; Mark, Peter			Downsizing weight while upsizing efficiency: An experimental approach to develop optimized ultra-light UHPC hybrid beams	STRUCTURAL CONCRETE																		Gaganelis, Georgios/0000-0002-9558-623X; Mark, Peter/0000-0003-1812-2148												1464-4177	1751-7648				DEC	2019	20	6					1883	1895		10.1002/suco.201900215		OCT 2019						WOS:000494285900001						
J	Rausch, C; Nahangi, M; Haas, C; Liang, WH				Rausch, Christopher; Nahangi, Mohammad; Haas, Carl; Liang, Wanhua			Monte Carlo simulation for tolerance analysis in prefabrication and offsite construction	AUTOMATION IN CONSTRUCTION																	Rausch, Christopher/AAE-6332-2021													0926-5805	1872-7891				JUL	2019	103						300	314		10.1016/j.autcon.2019.03.026								WOS:000466828500022						
J	Schlaich, M				Schlaich, Mike			SHELL BRIDGES - AND A NEW SPECIMEN MADE OF STAINLESS STEEL	JOURNAL OF THE INTERNATIONAL ASSOCIATION FOR SHELL AND SPATIAL STRUCTURES																		Schlaich, Markus/0000-0002-1765-0195												1028-365X	1996-9015				SEP	2018	59	3					215	224		10.20898/j.iass.2018.197.027								WOS:000459119000006						
C	Kritzinger, W; Karner, M; Traar, G; Henjes, J; Sihn, W				Kritzinger, Werner; Karner, Matthias; Traar, Georg; Henjes, Jan; Sihn, Wilfried			Digital Twin in manufacturing: A categorical literature review and classification	IFAC PAPERSONLINE					16th IFAC Symposium on Information Control Problems in Manufacturing (INCOM)	JUN 11-13, 2018	Bergamo, ITALY	Int Federat Automat Control, Coordinating Comm 5 on Mfg & Logist Syst, Int Federat Automat Control, Tech Comm 5 1 Mfg Plant Control, Int Federat Automat Control, Tech Comm 5 2 Mfg Modelling Management & Control, Int Federat Automat Control, Tech Comm 5 3 Enterprise Integrat & Networking, Int Federat Automat Control, Tech Comm 5 4 Large Scale Complex Syst, Int Federat Automat Control, Tech Comm 1 3 Discrete Event & Hybrid Syst, Int Federat Automat Control, Tech Comm 4 2 Mechatron Syst, Int Federat Automat Control, Tech Comm 4 3 Robot, Int Federat Automat Control, Tech Comm 9 2 Social Impact Automat, IEEE, Italy Sect, IEEE, Italy Sect Instrumentat & Measurement Chapter, IEEE, Italy Sect Reliabil Chapter, IEEE, Italy Sect Technol Management Chapter, IEEE, Italy Sect Control Syst Chapter, Int Federat Informat Proc, Int Federat Operat Res Soc, Italian Assoc Ind Syst Engn Professors, GDR MACS Natl Council Sci Res, Res Grp Modelling Anal & Control Dynam Syst, Assoc Italiana Informatica Calcolo Automatico																						2405-8963						2018	51	11					1016	1022		10.1016/j.ifacol.2018.08.474								WOS:000445651000170						
