PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Ma, P; Zhang, SB; Hua, YY; Zhang, JY				Ma, Pei; Zhang, Shuibo; Hua, Yuanyuan; Zhang, Jinyue			Behavioral Perspective on BIM Postadoption in Construction Organizations	JOURNAL OF MANAGEMENT IN ENGINEERING																	Ma, Pei/AAU-3694-2020	Zhang, Jinyue/0000-0002-1556-3290												0742-597X	1943-5479				JAN 1	2020	36	1							04019036	10.1061/(ASCE)ME.1943-5479.0000729								WOS:000497518900008						
J	Chan, DWM; Olawumi, TO; Ho, AML				Chan, Daniel W. M.; Olawumi, Timothy O.; Ho, Alfred M. L.			Perceived benefits of and barriers to Building Information Modelling (BIM) implementation in construction: The case of Hong Kong	JOURNAL OF BUILDING ENGINEERING																	Olawumi, Timothy O./D-9720-2016; TOYIN, JAMES OLAONIPEKUN/AAE-1400-2022; CHAN, Daniel WM/O-2825-2014	Olawumi, Timothy O./0000-0003-3380-4702; TOYIN, JAMES OLAONIPEKUN/0000-0002-4512-6876; CHAN, Daniel WM/0000-0001-8297-3006												2352-7102					SEP	2019	25								100764	10.1016/j.jobe.2019.100764								WOS:000477702200004						
J	Aksenova, G; Kiviniemi, A; Kocaturk, T; Lejeune, A				Aksenova, Gulnaz; Kiviniemi, Arto; Kocaturk, Tuba; Lejeune, Albert			From Finnish AEC knowledge ecosystem to business ecosystem: lessons learned from the national deployment of BIM	CONSTRUCTION MANAGEMENT AND ECONOMICS																		aksenova, gulnaz/0000-0002-3261-0917; Kocaturk, Tuba/0000-0001-7836-5913												0144-6193	1466-433X				JUN 3	2019	37	6			SI		317	335		10.1080/01446193.2018.1481985								WOS:000469117500002						
J	Lindblad, H				Lindblad, Hannes			Black boxing BIM: the public client's strategy in BIM implementation	CONSTRUCTION MANAGEMENT AND ECONOMICS																														0144-6193	1466-433X				JAN 2	2019	37	1					1	12		10.1080/01446193.2018.1472385								WOS:000458757500001						
J	Ahmed, AL; Kassem, M				Ahmed, Ahmed Louay; Kassem, Mohamad			A unified BIM adoption taxonomy: Conceptual development, empirical validation and application	AUTOMATION IN CONSTRUCTION																	Ahmed, Ahmed Louay/ABF-7172-2020	Ahmed, Ahmed Louay/0000-0002-6382-5304												0926-5805	1872-7891				DEC	2018	96						103	127		10.1016/j.autcon.2018.08.017								WOS:000452345800009						
J	Papadonikolaki, E				Papadonikolaki, Eleni			Loosely Coupled Systems of Innovation: Aligning BIM Adoption with Implementation in Dutch Construction	JOURNAL OF MANAGEMENT IN ENGINEERING																	TOYIN, JAMES OLAONIPEKUN/AAE-1400-2022; Papadonikolaki, Eleni/N-6791-2015	TOYIN, JAMES OLAONIPEKUN/0000-0002-4512-6876; Papadonikolaki, Eleni/0000-0003-1952-1570												0742-597X	1943-5479				NOV	2018	34	6							05018009	10.1061/(ASCE)ME.1943-5479.0000644								WOS:000444385500011						
J	Cao, DP; Li, H; Wang, GB; Luo, XC; Tan, D				Cao, Dongping; Li, Heng; Wang, Guangbin; Luo, Xiaochun; Tan, Dan			Relationship Network Structure and Organizational Competitiveness: Evidence from BIM Implementation Practices in the Construction Industry	JOURNAL OF MANAGEMENT IN ENGINEERING																	LUO, Xiaochun/AAX-7943-2020; Li, Heng/B-2821-2015	LUO, Xiaochun/0000-0002-2497-848X; Li, Heng/0000-0002-3187-9041; Cao, Dongping/0000-0002-6366-2621												0742-597X	1943-5479				MAY	2018	34	3							04018005	10.1061/(ASCE)ME.1943-5479.0000600								WOS:000427961900006						
J	Liao, LH; Teo, EAL				Liao, Longhui; Teo, Evelyn Ai Lin			Organizational Change Perspective on People Management in BIM Implementation in Building Projects	JOURNAL OF MANAGEMENT IN ENGINEERING																														0742-597X	1943-5479				MAY	2018	34	3							04018008	10.1061/(ASCE)ME.1943-5479.0000604								WOS:000427961900010						
J	Kassem, M; Succar, B				Kassem, Mohamad; Succar, Bilal			Macro BIM adoption: Comparative market analysis	AUTOMATION IN CONSTRUCTION																														0926-5805	1872-7891				SEP	2017	81						286	299		10.1016/j.autcon.2017.04.005								WOS:000405536700024						
J	Jin, RY; Hancock, C; Tang, L; Chen, C; Wanatowski, D; Yang, L				Jin, Ruoyu; Hancock, Craig; Tang, Llewellyn; Chen, Chao; Wanatowski, Dariusz; Yang, Lin			Empirical Study of BIM Implementation-Based Perceptions among Chinese Practitioners	JOURNAL OF MANAGEMENT IN ENGINEERING																	Wanatowski, Dariusz/B-8268-2013; Chen, Chao/AAM-6974-2021; Tang, Llewellyn/AAE-8423-2020; Jin, Ruoyu/K-6433-2019; Jin, Ruoyu/A-8520-2017	Wanatowski, Dariusz/0000-0002-5809-0374; Tang, Llewellyn/0000-0001-8453-5384; Jin, Ruoyu/0000-0003-0360-6967												0742-597X	1943-5479				SEP	2017	33	5							04017025	10.1061/(ASCE)ME.1943-5479.0000538								WOS:000407337700009						
