PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Liang, CJ; Wang, X; Kamat, VR; Menassa, CC				Liang, Ci-Jyun; Wang, Xi; Kamat, Vineet R.; Menassa, Carol C.			Human-Robot Collaboration in Construction: Classification and Research Trends	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																	Liang, Ci-Jyun/AAW-4052-2021	Liang, Ci-Jyun/0000-0002-0213-8471; Menassa, Carol/0000-0002-2453-0386; Kamat, Vineet/0000-0003-0788-5588												0733-9364	1943-7862				OCT 1	2021	147	10							03121006	10.1061/(ASCE)CO.1943-7862.0002154								WOS:000686134900025						
J	Kim, S; Peavy, M; Huang, PC; Kim, K				Kim, Sungjin; Peavy, Matthew; Huang, Pei-Chi; Kim, Kyungki			Development of BIM-integrated construction robot task planning and simulation system	AUTOMATION IN CONSTRUCTION																														0926-5805	1872-7891				JUL	2021	127								103720	10.1016/j.autcon.2021.103720								WOS:000663445100001						
J	Malik, AA; Brem, A				Malik, Ali Ahmad; Brem, Alexander			Digital twins for collaborative robots: A case study in human-robot interaction	ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING																														0736-5845	1879-2537				APR	2021	68								102092	10.1016/j.rcim.2020.102092								WOS:000600954700002						
J	Brosque, C; Skeie, G; Fischer, M				Brosque, Cynthia; Skeie, Gunnar; Fischer, Martin			Comparative Analysis of Manual and Robotic Concrete Drilling for Installation Hangers	JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT																		Brosque, Cynthia/0000-0002-6870-4093												0733-9364	1943-7862				MAR 1	2021	147	3							05021001	10.1061/(ASCE)CO.1943-7862.0002002								WOS:000656445700008						
J	Deng, M; Menassa, CC; Kamat, VR				Deng, Min; Menassa, Carol C.; Kamat, Vineet R.			FROM BIM TO DIGITAL TWINS: A SYSTEMATIC REVIEW OF THE EVOLUTION OF INTELLIGENT BUILDING REPRESENTATIONS IN THE AEC-FM INDUSTRY	JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION																														1874-4753						2021	26						58	83		10.36680/j.itcon.2021.005								WOS:000626039100001						
J	Liang, CJ; Kamat, VR; Menassa, CC				Liang, Ci-Jyun; Kamat, Vineet R.; Menassa, Carol C.			Teaching robots to perform quasi-repetitive construction tasks through human demonstration	AUTOMATION IN CONSTRUCTION																	Liang, Ci-Jyun/AAW-4052-2021; /AAR-1995-2021	Liang, Ci-Jyun/0000-0002-0213-8471; 												0926-5805	1872-7891				DEC	2020	120								103370	10.1016/j.autcon.2020.103370								WOS:000594150400003						
J	Zhou, TY; Zhu, Q; Du, J				Zhou, Tianyu; Zhu, Qi; Du, Jing			Intuitive robot teleoperation for civil engineering operations with virtual reality and deep learning scene reconstruction	ADVANCED ENGINEERING INFORMATICS																														1474-0346	1873-5320				OCT	2020	46								101170	10.1016/j.aei.2020.101170								WOS:000607575400025						
J	Murali, PK; Darvish, K; Mastrogiovanni, F				Murali, Prajval Kumar; Darvish, Kourosh; Mastrogiovanni, Fulvio			Deployment and evaluation of a flexible human-robot collaboration model based on AND/OR graphs in a manufacturing environment	INTELLIGENT SERVICE ROBOTICS																		Murali, Prajval Kumar/0000-0002-7330-7906; Darvish, Kourosh/0000-0003-4984-432X												1861-2776	1861-2784				OCT	2020	13	4					439	457		10.1007/s11370-020-00332-9		SEP 2020						WOS:000566320300001						
J	Akanmu, AA; Olayiwola, J; Ogunseiju, O; McFeeters, D				Akanmu, Abiola A.; Olayiwola, Johnson; Ogunseiju, Omobolanle; McFeeters, David			Cyber-physical postural training system for construction workers	AUTOMATION IN CONSTRUCTION																														0926-5805	1872-7891				SEP	2020	117								103272	10.1016/j.autcon.2020.103272								WOS:000539120500010						
J	Xu, LC; Feng, C; Kamat, VR; Menassa, CC				Xu, Lichao; Feng, Chen; Kamat, Vineet R.; Menassa, Carol C.			A scene-adaptive descriptor for visual SLAM-based locating applications in built environments	AUTOMATION IN CONSTRUCTION																		Feng, Chen/0000-0003-3211-1576												0926-5805	1872-7891				APR	2020	112								103067	10.1016/j.autcon.2019.103067								WOS:000526785600006						
