Authors,Title,Year,Source title,Cited by,Link,Abstract,Document Type,Publication Stage,Source,EID
"Bartuska L., Hanzl J., Lizbetinova L.","Possibilities of Using the Data for Planning the Cycling Infrastructure",2016,"Procedia Engineering",15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997771386&doi=10.1016%2fj.proeng.2016.08.555&partnerID=40&md5=04bb8340f6b0489732b38ff3cb426073","The subject of the paper is a brief description of the state of bicycle transport in the region of South Bohemia, the analysis of planning and financing its development. The aim of the paper is to outline the issue of cycling infrastructure in urban and interurban planning, especially in view of methods for determining the share of bicycle transport on modal split within the specific area. The paper includes possibilities of obtaining data about bicycle traffic and outlines the steps to perform manual bike flow counting on a specific project in the city of Ceske Budejovice. © 2016 The Authors.",Conference Paper,"Final",Scopus,2-s2.0-84997771386
[No author name available],[No title available],2019,,1,,[No abstract available],,"Final",Scopus,2-s2.0-85097110822
[No author name available],[No title available],2019,"Passportization in Practice",1,,[No abstract available],,"Final",Scopus,2-s2.0-85097095613
[No author name available],[No title available],2019,"CAFM Systems-IT Facility Management Support",1,,[No abstract available],,"Final",Scopus,2-s2.0-85097090073
[No author name available],[No title available],2017,"Concept of BIM implementation in the Czech Republic",1,,[No abstract available],,"Final",Scopus,2-s2.0-85097088889
"Pivec D",[No title available],2014,"presentation on conference Revit in practice (Prague,) Modem methods off 3D model creation based on laser scanning",1,,[No abstract available],,"Final",Scopus,2-s2.0-85097067796
[No author name available],[No title available],0000,,1,,[No abstract available],,"Final",Scopus,2-s2.0-85097085059
[No author name available],[No title available],0000,,1,,[No abstract available],,"Final",Scopus,2-s2.0-85097083423
