PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
C	Bartuska, L; Hanzl, J; Lizbetinova, L		Drusa, M; Yilmaz, I; Marschalko, M; Coisson, E; Segalini, A		Bartuska, Ladislav; Hanzl, Jiri; Lizbetinova, Lenka			Possibilities of Using the Data for Planning the Cycling Infrastructure	WORLD MULTIDISCIPLINARY CIVIL ENGINEERING-ARCHITECTURE-URBAN PLANNING SYMPOSIUM 2016, WMCAUS 2016	Procedia Engineering				World Multidisciplinary Civil Engineering-Architecture-Urban Planning Symposium (WMCAUS)	JUN 13-17, 2016	Prague, CZECH REPUBLIC										Ližbetinová, Lenka/O-9181-2019; Hanzl, Jiří/AAE-2734-2021; Bartuska, Ladislav/AAE-8946-2021	Ližbetinová, Lenka/0000-0001-8969-2071; Hanzl, Jiří/0000-0001-5121-9596; Bartuska, Ladislav/0000-0003-3980-0729												1877-7058						2016	161						282	289		10.1016/j.proeng.2016.08.555								WOS:000387566500047						
