PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Ito, K				Ito, Kazuhide			Toward the development of an in silico human model for indoor environmental design	PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES																	Ito, Kazuhide/J-3550-2019	Ito, Kazuhide/0000-0002-7715-7896												0386-2208	1349-2896				JUL	2016	92	7					185	203		10.2183/pjab.92.185								WOS:000383640000001	27477455					
