PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Gade, PN; Gade, AN; Otrel-Cass, K; Svidt, K				Gade, Peter Norkjaer; Gade, Anne Norkjaer; Otrel-Cass, Kathrin; Svidt, Kjeld			A holistic analysis of a BIM-mediated building design process using activity theory	CONSTRUCTION MANAGEMENT AND ECONOMICS																	Svidf, Kjeld/AAH-2492-2021; Otrel-Cass, Kathrin-Marie/N-8424-2018	Svidf, Kjeld/0000-0002-5078-6270; Norkjaer Gade, Anne/0000-0002-8961-461X; Otrel-Cass, Kathrin-Marie/0000-0003-2027-0772; Norkjaer Gade, Peter/0000-0003-2584-6726												0144-6193	1466-433X				JUN 3	2019	37	6			SI		336	350		10.1080/01446193.2018.1533644								WOS:000469117500003						
J	Ustinovichius, L; Popov, V; Cepurnaite, J; Vilutiene, T; Samofalov, M; Miedzialowski, C				Ustinovichius, Leonas; Popov, Vladimir; Cepurnaite, Jovita; Vilutiene, Tatjana; Samofalov, Michail; Miedzialowski, Czeslaw			BIM-based process management model for building design and refurbishment	ARCHIVES OF CIVIL AND MECHANICAL ENGINEERING																	Ustinovičius, Leonas/AAH-8369-2020; Vilutienė, Tatjana/U-8190-2018; Miedzialowski, Czeslaw/B-3262-2019	Vilutienė, Tatjana/0000-0002-1617-8685; Miedzialowski, Czeslaw/0000-0002-7901-7598; Ustinovicius, Leonas/0000-0002-0027-5501												1644-9665	2083-3318				SEP	2018	18	4					1136	1149		10.1016/j.acme.2018.02.004								WOS:000446504200011						
J	Johnston, S; Fells, R				Johnston, Shannon; Fells, Ray			Reflection-in-action as a collective process: findings from a study in teaching students of negotiation	REFLECTIVE PRACTICE																														1462-3943	1470-1103				FEB	2017	18	1					67	80		10.1080/14623943.2016.1251410								WOS:000393827100006						
J	Whyte, JK; Hartmann, T				Whyte, Jennifer K.; Hartmann, Timo			How digitizing building information transforms the built environment	BUILDING RESEARCH AND INFORMATION																	Whyte, Jennifer/AAF-9739-2021; Whyte, Jennifer/D-3885-2009	Whyte, Jennifer/0000-0003-4640-2913; Whyte, Jennifer/0000-0003-4640-2913												0961-3218	1466-4321					2017	45	6			SI		591	595		10.1080/09613218.2017.1324726								WOS:000405329900002						
J	Dossick, CS; Anderson, A; Azari, R; Iorio, J; Neff, G; Taylor, JE				Dossick, Carrie Sturts; Anderson, Anne; Azari, Rahman; Iorio, Josh; Neff, Gina; Taylor, John E.			Messy Talk in Virtual Teams: Achieving Knowledge Synthesis through Shared Visualizations	JOURNAL OF MANAGEMENT IN ENGINEERING																	Neff, Gina/AAO-2414-2021	Neff, Gina/0000-0001-9090-924X; Dossick, Carrie Sturts/0000-0003-0925-4579												0742-597X	1943-5479				JAN	2015	31	1			SI				A4014003	10.1061/(ASCE)ME.1943-5479.0000301								WOS:000346341900001						
J	Costa, AA; Tavares, LV				Costa, Antonio Aguiar; Tavares, Luis Valadares			Social e-business as support for construction e-procurement: e-procurement network dynamics	AUTOMATION IN CONSTRUCTION																	TAVARES, LUIS/ABG-8780-2021; Costa, Antonio/G-2467-2010	TAVARES, LUIS/0000-0001-5727-1264; Costa, Antonio/0000-0002-5123-4451												0926-5805	1872-7891				JUL	2014	43						180	186		10.1016/j.autcon.2014.03.019								WOS:000338814900019						
J	Ceric, A				Ceric, Anita			STRATEGIES FOR MINIMIZING INFORMATION ASYMMETRIES IN CONSTRUCTION PROJECTS: PROJECT MANAGERS' PERCEPTIONS	JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT																	Ceric, Anita/W-6155-2019													1611-1699	2029-4433				JUN	2014	15	3					424	440		10.3846/16111699.2012.720601								WOS:000338808100002						
J	Xue, XL; Shen, QP; Fan, HQ; Li, H; Fan, SC				Xue, Xiaolong; Shen, Qiping; Fan, Hongqin; Li, Heng; Fan, Shichao			IT supported collaborative work in A/E/C projects: A ten-year review	AUTOMATION IN CONSTRUCTION																	Li, Heng/B-2821-2015; Shen, Geoffrey Qiping/A-1250-2014; Fan, Hongqin/K-5878-2014	Li, Heng/0000-0002-3187-9041; Shen, Geoffrey Qiping/0000-0002-3111-2019; Fan, Hongqin/0000-0003-0730-7622												0926-5805	1872-7891				JAN	2012	21						1	9		10.1016/j.autcon.2011.05.016								WOS:000298893700001						
J	Cerovsek, T				Cerovsek, Tomo			A review and outlook for a 'Building Information Model' (BIM): A multi-standpoint framework for technological development	ADVANCED ENGINEERING INFORMATICS																	Jeong, Yongwook/N-7413-2016													1474-0346	1873-5320				APR	2011	25	2					224	244		10.1016/j.aei.2010.06.003								WOS:000290193700011						
J	Baxter, G; Sommerville, I				Baxter, Gordon; Sommerville, Ian			Socio-technical systems: From design methods to systems engineering	INTERACTING WITH COMPUTERS																														0953-5438	1873-7951				JAN	2011	23	1					4	17		10.1016/j.intcom.2010.07.003								WOS:000286847400001						
