PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Peng, P; Poon, JPH; Yang, Y; Lu, F; Cheng, SF				Peng, Peng; Poon, Jessie P. H.; Yang, Yu; Lu, Feng; Cheng, Shifen			Global oil traffic network and diffusion of influence among ports using real time data	ENERGY																	Peng, Peng/T-5845-2019	Cheng, Shifen/0000-0002-9553-8318												0360-5442	1873-6785				APR 1	2019	172						333	342		10.1016/j.energy.2019.01.118								WOS:000464488100026						
J	Wang, HQ; Hu, JT; Wan, W; Gui, HQ; Qin, FH; Yu, FJ; Liu, JG; Lu, L				Wang, Huanqin; Hu, Juntao; Wan, Wei; Gui, Huaqiao; Qin, Feihu; Yu, Fajun; Liu, Jianguo; Lu, Liang			A wide dynamic range and high resolution all-fiber-optic turbidity measurement system based on single photon detection technique	MEASUREMENT																														0263-2241	1873-412X				FEB	2019	134						820	824		10.1016/j.measurement.2018.12.012								WOS:000468223900077						
C	Zhang, HW; Ma, L; Sun, J; Lin, HS; Thurer, M		Huang, GQ; Qu, T; Thurer, M; Xu, S; Khalgui, M		Zhang, Haiwen; Ma, Lin; Sun, Jiao; Lin, Hansheng; Thurer, Matthias			Digital Twin in Services and Industrial Product Service Systems:: Review and Analysis	11TH CIRP CONFERENCE ON INDUSTRIAL PRODUCT-SERVICE SYSTEMS	Procedia CIRP				11th CIRP Conference on Industrial Product-Service Systems	MAY 29-31, 2019	PEOPLES R CHINA	Int Acad Prod Engn									Thürer, Matthias/C-3049-2015	Thürer, Matthias/0000-0002-2705-969X												2212-8271						2019	83						57	60		10.1016/j.procir.2019.02.131								WOS:000568146700010						
C	Hofmann, W; Branding, F				Hofmann, Wladimir; Branding, Fredrik			Implementation of an IoT- and Cloud-based Digital Twin for Real-Time Decision Support in Port Operations	IFAC PAPERSONLINE					9th IFAC/IFIP/IFORS/IISE/INFORMS Conference on Manufacturing Modelling, Management and Control (IFAC MIM)	AUG 28-30, 2019	Berlin, GERMANY	Int Federat Automat Control, Int Federat Automat Control Tech Comm 5 2 Mfg Modelling Management & Control, Int Federat Automat Control Tech Comm 1 3 Discrete Event & Hybrid Syst, Int Federat Automat Control Tech Comm 3 2 Computat Intelligence Control, Int Federat Automat Control Tech Comm 4 3 Robot, Int Federat Automat Control Tech Comm 5 1 Mfg Plant Control, Int Federat Automat Control Tech Comm 5 3 Enterprise Integrat & Networking, Int Federat Automat Control Tech Comm 5 4 Large Scale Complex Syst, Int Federat Automat Control Tech Comm 7 4 Transportat Syst, Int Federat Automat Control Tech Comm 9 1 Econ Business & Financial Syst, Int Federat Automat Control Tech Comm 9 2 Social Impact Automat, German Soc Operat Res, IEEE SMCS TC Cyber Phys Cloud Syst, Int Federat Informat Proc, Int Federat Operat Res Soc, Inst Operat Res & Management Sci, Inst Ind & Syst Engineers, Berlin Sch Econ & Law, Inst Logist, Natl Simulat Soc, German Res Fdn, Siemens AG, AnyLog Co, SupplyOn AG																						2405-8963						2019	52	13					2104	2109		10.1016/j.ifacol.2019.11.516								WOS:000504282400357						
C	Szpytko, J; Duarte, YS				Szpytko, Janusz; Duarte, Yorlandys Salgado			Digital Twins Model for Cranes Operating in Container Terminal	IFAC PAPERSONLINE					13th International-Federation-of-Automatic-Control (IFAC) Workshop on Intelligent Manufacturing Systems (IMS)	AUG 12-14, 2019	Oshawa, CANADA	Int Federat Automat Control, Int Federat Automat Control, Tech Comm 5 1 Mfg Plant Control, Intelligent Mfg Syst Working Grp, Int Federat Automat Control, Tech Comm 4 2 Mechatron Syst, Int Federat Automat Control, Tech Comm 4 5 Human Machine Syst, Int Federat Automat Control, Tech Comm 5 2 Mfg Modelling Management & Control, Int Federat Automat Control, Tech Comm 5 3 Enterprise Integrat & Networking																						2405-8963						2019	52	10					25	30		10.1016/j.ifacol.2019.10.014								WOS:000494006200006						
C	Cattaneo, L; Macchi, M				Cattaneo, Laura; Macchi, Marco			A Digital Twin Proof of Concept to Support Machine Prognostics with Low Availability of Run-To-Failure Data	IFAC PAPERSONLINE					13th International-Federation-of-Automatic-Control (IFAC) Workshop on Intelligent Manufacturing Systems (IMS)	AUG 12-14, 2019	Oshawa, CANADA	Int Federat Automat Control, Int Federat Automat Control, Tech Comm 5 1 Mfg Plant Control, Intelligent Mfg Syst Working Grp, Int Federat Automat Control, Tech Comm 4 2 Mechatron Syst, Int Federat Automat Control, Tech Comm 4 5 Human Machine Syst, Int Federat Automat Control, Tech Comm 5 2 Mfg Modelling Management & Control, Int Federat Automat Control, Tech Comm 5 3 Enterprise Integrat & Networking									Cattaneo, Laura/Y-4370-2018	Cattaneo, Laura/0000-0003-0854-9826												2405-8963						2019	52	10					37	42		10.1016/j.ifacol.2019.10.016								WOS:000494006200008						
J	Stark, R; Fresemann, C; Lindow, K				Stark, Rainer; Fresemann, Carina; Lindow, Kai			Development and operation of Digital Twins for technical systems and services	CIRP ANNALS-MANUFACTURING TECHNOLOGY																														0007-8506	1726-0604					2019	68	1					129	132		10.1016/j.cirp.2019.04.024								WOS:000474213500033						
J	Mancuso, V; Quiros, MP; Midoglu, C; Moulay, M; Comite, V; Lutu, A; Alay, O; Alfredsson, S; Rajiullah, M; Brunstrom, A; Mellia, M; Khatouni, AS; Hirsch, T				Mancuso, Vincenzo; Quiros, Miguel Peon; Midoglu, Cise; Moulay, Mohamed; Comite, Vincenzo; Lutu, Andra; Alay, Ozgu; Alfredsson, Stefan; Rajiullah, Mohammad; Brunstrom, Anna; Mellia, Marco; Khatouni, Ali Safari; Hirsch, Thomas			Results from running an experiment as a service platform for mobile broadband networks in Europe	COMPUTER COMMUNICATIONS																	Brunstrom, Anna/AAF-1862-2019; khatouni, ali safari/AAK-4218-2020; Rajiullah, Mohammad/ABB-5404-2020; Alfredsson, Stefan/O-9073-2016; Mellia, Marco/G-7997-2018	khatouni, ali safari/0000-0002-6435-6933; Alfredsson, Stefan/0000-0003-0368-9221; Mellia, Marco/0000-0003-1859-6693; MOULAY, MOHAMED/0000-0002-9102-2357; Brunstrom, Anna/0000-0001-7311-9334; Peon-Quiros, Miguel/0000-0002-5760-090X												0140-3664	1873-703X				JAN	2019	133						89	101		10.1016/j.comcom.2018.09.004								WOS:000453619200010						
J	Koulamas, C; Kalogeras, A				Koulamas, Christos; Kalogeras, Athanasios			Cyber-Physical Systems and Digital Twins in the Industrial Internet of Things	COMPUTER																	Kalogeras, Athanasios/AAO-9447-2020; Koulamas, Christos/I-9443-2016	Kalogeras, Athanasios/0000-0001-5914-7523; Koulamas, Christos/0000-0001-7172-0628												0018-9162	1558-0814				NOV	2018	51	11					95	98		10.1109/MC.2018.2876181								WOS:000457791600012						
J	Costin, A; Adibfar, A; Hu, HJ; Chen, SS				Costin, Aaron; Adibfar, Alireza; Hu, Hanjin; Chen, Stuart S.			Building Information Modeling (BIM) for transportation infrastructure - Literature review, applications, challenges, and recommendations	AUTOMATION IN CONSTRUCTION																	Bagga, Ankit/AAG-8019-2021; Adibfar, Alireza/T-8675-2019	Adibfar, Alireza/0000-0002-6952-3091												0926-5805	1872-7891				OCT	2018	94						257	281		10.1016/j.autcon.2018.07.001								WOS:000443663900022						
