PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Sloot, RNF; Heutink, A; Voordijk, JT				Sloot, R. N. F.; Heutink, A.; Voordijk, J. T.			Assessing usefulness of 4D BIM tools in risk mitigation strategies	AUTOMATION IN CONSTRUCTION																	Voordijk, Hans/E-9724-2011	Voordijk, Hans/0000-0002-1259-9407												0926-5805	1872-7891				OCT	2019	106								102881	10.1016/j.autcon.2019.102881								WOS:000488136600021						
J	Heaton, J; Parlikad, AK; Schooling, J				Heaton, James; Parlikad, Ajith Kumar; Schooling, Jennifer			Design and development of BIM models to support operations and maintenance	COMPUTERS IN INDUSTRY																	Parlikad, Ajith Kumar/A-5269-2010	Parlikad, Ajith Kumar/0000-0001-6214-1739												0166-3615	1872-6194				OCT	2019	111						172	186		10.1016/j.compind.2019.08.001								WOS:000488306300012						
J	Troncoso-Pastoriza, F; Eguia-Oller, P; Diaz-Redondo, RP; Granada-Alvarez, E				Troncoso-Pastoriza, Francisco; Eguia-Oller, Pablo; Diaz-Redondo, Rebeca P.; Granada-Alvarez, Enrique			Use of BIM data as input and output for improved detection of lighting. elements in buildings	AUTOMATION IN CONSTRUCTION																	Troncoso-Pastoriza, Francisco/L-7587-2019; Granada, Enrique/H-4184-2015; Vilas, Ana Fernández/L-2055-2014; Diaz Redondo, Rebeca P./L-3108-2014	Troncoso-Pastoriza, Francisco/0000-0001-8336-6777; Granada, Enrique/0000-0002-1689-9992; Vilas, Ana Fernández/0000-0003-1047-2143; Diaz Redondo, Rebeca P./0000-0002-2367-2219												0926-5805	1872-7891				OCT	2019	106								102852	10.1016/j.autcon.2019.102852								WOS:000488136600017						
