PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Lu, RD; Brilakis, I; Middleton, CR				Lu, Ruodan; Brilakis, Ioannis; Middleton, Campbell R.			Detection of Structural Components in Point Clouds of Existing RC Bridges	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING																	Brilakis, Ioannis/H-5369-2013	Brilakis, Ioannis/0000-0003-1829-2083												1093-9687	1467-8667				MAR	2019	34	3					191	212		10.1111/mice.12407								WOS:000458425600001						
J	Sacks, R; Kedar, A; Borrmann, A; Ma, L; Brilakis, I; Huthwohl, P; Daum, S; Kattel, U; Yosef, R; Liebich, T; Barutcu, BE; Muhic, S				Sacks, Rafael; Kedar, Amir; Borrmann, Andre; Ma, Ling; Brilakis, Ioannis; Huthwohl, Philipp; Daum, Simon; Kattel, Uri; Yosef, Raz; Liebich, Thomas; Barutcu, Burcu Esen; Muhic, Sergej			SeeBridge as next generation bridge inspection: Overview, Information Delivery Manual and Model View Definition	AUTOMATION IN CONSTRUCTION																	Brilakis, Ioannis/H-5369-2013; Sacks, Rafael/B-1431-2008; Ma, Ling/F-6641-2010; Ma, Ling/F-3413-2019	Brilakis, Ioannis/0000-0003-1829-2083; Sacks, Rafael/0000-0001-9427-5053; Ma, Ling/0000-0002-9187-471X; Ma, Ling/0000-0002-9187-471X												0926-5805	1872-7891				JUN	2018	90						134	145		10.1016/j.autcon.2018.02.033								WOS:000430520300011						
J	Huthwohl, P; Brilakis, I; Borrmann, A; Sacks, R				Huthwohl, Philipp; Brilakis, Ioannis; Borrmann, Andre; Sacks, Rafael			Integrating RC Bridge Defect Information into BIM Models	JOURNAL OF COMPUTING IN CIVIL ENGINEERING																	Sacks, Rafael/B-1431-2008; Brilakis, Ioannis/H-5369-2013	Sacks, Rafael/0000-0001-9427-5053; Brilakis, Ioannis/0000-0003-1829-2083												0887-3801	1943-5487				MAY	2018	32	3							04018013	10.1061/(ASCE)CP.1943-5487.0000744								WOS:000429816100003						
J	Patil, AK; Holi, P; Lee, SK; Chai, YH				Patil, Ashok Kumar; Holi, Pavitra; Lee, Sang Keun; Chai, Young Ho			An adaptive approach for the reconstruction and modeling of as-built 3D pipelines from point clouds	AUTOMATION IN CONSTRUCTION																	Patil, Ashok Kumar/K-5165-2019	Patil, Ashok Kumar/0000-0003-0283-8037; chai, youngho/0000-0003-0513-7471												0926-5805	1872-7891				MAR	2017	75						65	78		10.1016/j.autcon.2016.12.002								WOS:000393007300007						
J	Laefer, DF; Truong-Hong, L				Laefer, Debra F.; Linh Truong-Hong			Toward automatic generation of 3D steel structures for building information modelling	AUTOMATION IN CONSTRUCTION																	Laefer, Debra F/R-1390-2018; Truong-Hong, Linh/E-7085-2011	Laefer, Debra F/0000-0001-5134-5322; Truong-Hong, Linh/0000-0003-2126-6409												0926-5805	1872-7891				FEB	2017	74						66	77		10.1016/j.autcon.2016.11.011								WOS:000392355800007						
C	Chen, JW; Zhang, C; Tang, PB		Lin, KY; ElGohary, N; Tang, P		Chen, Jiawei; Zhang, Cheng; Tang, Pingbo			Geometry-Based Optimized Point Cloud Compression Methodology for Construction and Infrastructure Management	COMPUTING IN CIVIL ENGINEERING 2017: INFORMATION MODELLING AND DATA ANALYTICS					ASCE International Workshop on Computing in Civil Engineering (IWCCE)	JUN 25-27, 2017	Univ Washington, Seattle, WA	Amer Soc Civil Engineers, Amer Soc Civil Engineers, Comp Div	Univ Washington								Tang, Pingbo/I-9534-2012															978-0-7844-8082-3				2017							377	385										WOS:000425807900045						
J	Dimitrov, A; Gu, RQ; Golparvar-Fard, M				Dimitrov, Andrey; Gu, Rongqi; Golparvar-Fard, Mani			Non-Uniform B-Spline Surface Fitting from Unordered 3D Point Clouds for As-Built Modeling	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING																														1093-9687	1467-8667				JUL	2016	31	7					483	498		10.1111/mice.12192								WOS:000379916100001						
J	Deng, YC; Cheng, JCP; Anumba, C				Deng, Yichuan; Cheng, Jack C. P.; Anumba, Chimay			Mapping between BIM and 3D GIS in different levels of detail using schema mediation and instance comparison	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016	Deng, Yichuan/0000-0003-1492-4370												0926-5805	1872-7891				JUL	2016	67						1	21		10.1016/j.autcon.2016.03.006								WOS:000375818300001						
J	Ochmann, S; Vock, R; Wessel, R; Klein, R				Ochmann, Sebastian; Vock, Richard; Wessel, Raoul; Klein, Reinhard			Automatic reconstruction of parametric building models from indoor point clouds	COMPUTERS & GRAPHICS-UK					14th International Conference on Computer Aided design and Computer Graphics	AUG 26-28, 2015	Xian, PEOPLES R CHINA	NW Polytechn Uiv, Xian univ Post Telecommunic																						0097-8493	1873-7684				FEB	2016	54				SI		94	103		10.1016/j.cag.2015.07.008								WOS:000368956000011						
C	Kim, MK; McGovern, S; Belsky, M; Middleton, C; Brilakis, I		Hajdu, M; Skibniewski, MJ		Kim, Min-Koo; McGovern, Scott; Belsky, Michael; Middleton, Campbell; Brilakis, Ioannis			A suitability analysis of precast components for standardized bridge construction in the United Kingdom	5TH CREATIVE CONSTRUCTION CONFERENCE (CCC 2016)	Procedia Engineering				5th Creative Construction Conference (CCC)	JUN 25-28, 2016	Budapest, HUNGARY										Brilakis, Ioannis/H-5369-2013; Kim, Minkoo/O-4727-2017	Brilakis, Ioannis/0000-0003-1829-2083; Belsky, Michael/0000-0001-9557-6456; Kim, Minkoo/0000-0003-2134-0031												1877-7058						2016	164						188	195		10.1016/j.proeng.2016.11.609								WOS:000391590900025						
J	Thomson, C; Boehm, J				Thomson, Charles; Boehm, Jan			Automatic Geometry Generation from Point Clouds for BIM	REMOTE SENSING																	Boehm, Jan/K-2336-2012	Boehm, Jan/0000-0003-2190-0449; Thomson, Charles/0000-0001-9526-6693												2072-4292					SEP	2015	7	9					11753	11775		10.3390/rs70911753								WOS:000362511400037						
J	Wang, C; Cho, YK; Kim, C				Wang, Chao; Cho, Yong K.; Kim, Changwan			Automatic BIM component extraction from point clouds of existing buildings for sustainability applications	AUTOMATION IN CONSTRUCTION																	Jeong, Yongwook/N-7413-2016													0926-5805	1872-7891				AUG	2015	56						1	13		10.1016/j.autcon.2015.04.001								WOS:000356107200001	26573930					
J	Limberger, FA; Oliveira, MM				Limberger, Frederico A.; Oliveira, Manuel M.			Real-time detection of planar regions in unorganized point clouds	PATTERN RECOGNITION																	Oliveira, Manuel M/H-1508-2011	Oliveira, Manuel M/0000-0003-4957-9984												0031-3203	1873-5142				JUN	2015	48	6					2043	2053		10.1016/j.patcog.2014.12.020								WOS:000350925900008						
J	Zhang, GC; Vela, PA; Karasev, P; Brilakis, I				Zhang, Guangcong; Vela, Patricio A.; Karasev, Peter; Brilakis, Ioannis			A Sparsity-Inducing Optimization-Based Algorithm for Planar Patches Extraction from Noisy Point-Cloud Data	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING																	Brilakis, Ioannis/H-5369-2013	Brilakis, Ioannis/0000-0003-1829-2083; Vela, Patricio/0000-0002-6888-7002												1093-9687	1467-8667				FEB	2015	30	2					85	102		10.1111/mice.12063								WOS:000347615400002						
C	Xiao, JX; Furukawa, Y		Fitzgibbon, A; Lazebnik, S; Perona, P; Sato, Y; Schmid, C		Xiao, Jianxiong; Furukawa, Yasutaka			Reconstructing the World's Museums	COMPUTER VISION - ECCV 2012, PT I	Lecture Notes in Computer Science				12th European Conference on Computer Vision (ECCV)	OCT 07-13, 2012	Florence, ITALY	Google, Natl Robot Engn Ctr, Adobe, Microsoft Res, Mitsubishi Elect, Mobileye, Nvidia, Point Grey, Technicolor, Toshiba, Toyota, Datalogic, IBM Res, ST, Univ Studi Firenze, Univ Cambridge, Ente Cassa Risparmio Firenze																						0302-9743		978-3-642-33717-8				2012	7572						668	681		10.1007/s11263-014-0711-y								WOS:000343418300048						
J	Oesau, S; Lafarge, F; Alliez, P				Oesau, Sven; Lafarge, Florent; Alliez, Pierre			Indoor scene reconstruction using feature sensitive primitive extraction and graph-cut	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING																														0924-2716	1872-8235				APR	2014	90						68	82		10.1016/j.isprsjprs.2014.02.004								WOS:000334087000007						
J	Walsh, SB; Borello, DJ; Guldur, B; Hajjar, JF				Walsh, Sara B.; Borello, Daniel J.; Guldur, Burcu; Hajjar, Jerome F.			Data Processing of Point Clouds for Object Detection for Structural Engineering Applications	COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING																	Guldur Erkal, Burcu/O-8864-2017	Guldur Erkal, Burcu/0000-0001-5757-736X												1093-9687	1467-8667				AUG	2013	28	7					495	508		10.1111/mice.12016								WOS:000321438700003						
J	Valero, E; Adan, A; Cerrada, C				Valero, Enrique; Adan, Antonio; Cerrada, Carlos			Automatic Method for Building Indoor Boundary Models from Dense Point Clouds Collected by Laser Scanners	SENSORS																	Valero, Enrique/AAB-5917-2019; Cerrada, Carlos/O-2221-2019; Cerrada, Carlos/G-1844-2016; Adán, Antonio/A-1153-2012	Valero, Enrique/0000-0002-0016-4473; Cerrada, Carlos/0000-0002-8591-6581; Cerrada, Carlos/0000-0002-8591-6581; Adán, Antonio/0000-0002-0370-9651; Adan, Alfredo/0000-0002-0849-8814												1424-8220					DEC	2012	12	12					16099	16115		10.3390/s121216099								WOS:000312607500007	23443369					
J	Song, XH; Juttler, B				Song, Xinghua; Juettler, Bert			Modeling and 3D object reconstruction by implicitly defined surfaces with sharp features	COMPUTERS & GRAPHICS-UK					IEEE International Conference on Shape Modeling and Applications	JUN 26-28, 2009	Tsinghua Univ, Beijing, PEOPLES R CHINA	IEEE	Tsinghua Univ									Juttler, Bert/0000-0002-5518-7795												0097-8493	1873-7684				JUN	2009	33	3			SI		321	330		10.1016/j.cag.2009.03.021								WOS:000267277500016						
J	Rusu, RB; Marton, ZC; Blodow, N; Dolha, M; Beetz, M				Rusu, Radu Bogdan; Marton, Zoltan Csaba; Blodow, Nico; Dolha, Mihai; Beetz, Michael			Towards 3D Point cloud based object maps for household environments	ROBOTICS AND AUTONOMOUS SYSTEMS					IEEE International Conference on Robotics and Automation	APR 10-14, 2007	Rome, ITALY	IEEE										Beetz, Michael/0000-0002-7888-7444												0921-8890	1872-793X				NOV 30	2008	56	11					927	941		10.1016/j.robot.2008.08.005								WOS:000261356000006						
J	Schnabel, R; Wahl, R; Klein, R				Schnabel, R.; Wahl, R.; Klein, R.			Efficient RANSAC for point-cloud shape detection	COMPUTER GRAPHICS FORUM																														0167-7055	1467-8659					2007	26	2					214	226		10.1111/j.1467-8659.2007.01016.x								WOS:000246680900008						
J	Lee, G; Sacks, R; Eastman, CM				Lee, Ghang; Sacks, Rafael; Eastman, Charles M.			Specifying parametric building object behavior (BOB) for a building information modeling system	AUTOMATION IN CONSTRUCTION																	Sacks, Rafael/B-1431-2008; Lee, Ghang/G-8255-2012	Sacks, Rafael/0000-0001-9427-5053; Lee, Ghang/0000-0002-3522-2733												0926-5805					NOV	2006	15	6					758	776		10.1016/j.autcon.2005.09.009								WOS:000240933100009						
J	Sacks, R; Eastman, CM; Lee, G				Sacks, R; Eastman, CM; Lee, G			Parametric 3D modeling in building construction with examples from precast concrete	AUTOMATION IN CONSTRUCTION																	Lee, Ghang/G-8255-2012; Sacks, Rafael/B-1431-2008	Lee, Ghang/0000-0002-3522-2733; Sacks, Rafael/0000-0001-9427-5053												0926-5805					MAY	2004	13	3					291	312		10.1016/S0926-5805(03)00043-8								WOS:000220767400002						
J	Kwon, SW; Bosche, F; Kim, C; Haas, CT; Liapi, KA				Kwon, SW; Bosche, F; Kim, C; Haas, CT; Liapi, KA			Fitting range data to primitives for rapid local 3D modeling using sparse range point clouds	AUTOMATION IN CONSTRUCTION					19th International Symposium on Automation and Robotics in Construction	SEP, 2002	GAITHERSBURG, MD										Kim, Changwan/X-6753-2018; Bosché, Frédéric/AAJ-9117-2020	Kim, Changwan/0000-0002-7342-0829; Bosche, Frederic/0000-0002-4064-8982												0926-5805	1872-7891				JAN	2004	13	1					67	81		10.1016/j.autcon.2003.08.007								WOS:000188246700006						
C	Aspert, N; Santa-Cruz, D; Ebrahimi, T			IEEE; IEEE	Aspert, N; Santa-Cruz, D; Ebrahimi, T			Mesh: Measuring errors between surfaces using the Hausdorff distance	IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA AND EXPO, VOL I AND II, PROCEEDINGS					IEEE International Conference on Multimedia and Expo	AUG 26-29, 2002	SWISS FED INST TECHNOL, LAUSANNE, SWITZERLAND	Ecole Polytech Fed Lausanne, IBM Res, France Telecon R&D, Interact Multimodal Informat Management	SWISS FED INST TECHNOL																							0-7803-7304-9				2002							705	708		10.1109/ICME.2002.1035879								WOS:000178771600177						
J	Flaig, KD; Lark, RJ				Flaig, KD; Lark, RJ			The development of UK bridge management systems	PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT																														0965-092X					MAY	2000	141	2					99	106		10.1680/tran.2000.141.2.99								WOS:000088350500004						
J	Cignoni, P; Rocchini, C; Scopigno, R				Cignoni, P; Rocchini, C; Scopigno, R			Metro: Measuring error on simplified surfaces	COMPUTER GRAPHICS FORUM																	chen, jia/A-3560-2011; Cignoni, Paolo/B-7192-2012; scopigno, roberto/AAH-7645-2020	Cignoni, Paolo/0000-0002-2686-8567; 												0167-7055	1467-8659				JUN	1998	17	2					167	174		10.1111/1467-8659.00236								WOS:000077610500005						
