PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Froch, G; Gachter, W; Tautschnig, A; Specht, G				Froech, Georg; Gaechter, Werner; Tautschnig, Arnold; Specht, Guenther			Propertyserver in the Open BIM process	BAUTECHNIK																														0932-8351	1437-0999				APR	2019	96	4					338	347		10.1002/bate.201800092								WOS:000464642900005						
