PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Choi, S; Woo, J; Park, Y; Song, I				Choi, SangSu; Woo, Jungyub; Park, Yangho; Song, Inho			User-Friendly Method of Digital Twin Application based on Cloud Platform for Smart Manufacturing	TRANSACTIONS OF THE KOREAN SOCIETY OF MECHANICAL ENGINEERS A																														1226-4873	2288-5226				FEB	2021	45	2					175	184		10.3795/KSME-A.2021.45.2.175								WOS:000623663100010						
J	Kang, HS; Lee, JY; Choi, S; Kim, H; Park, JH; Son, JY; Kim, BH; Noh, SD				Kang, Hyoung Seok; Lee, Ju Yeon; Choi, SangSu; Kim, Hyun; Park, Jun Hee; Son, Ji Yeon; Kim, Bo Hyun; Noh, Sang Do			Smart Manufacturing: Past Research, Present Findings, and Future Directions	INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING-GREEN TECHNOLOGY																	Noh, Sang Do/J-1015-2018	Noh, Sang Do/0000-0002-5610-5560; Kang, Hyoung Seok/0000-0002-1060-636X												2288-6206	2198-0810				JAN	2016	3	1					111	128		10.1007/s40684-016-0015-5								WOS:000368383000015						
J	Cheon, SU; Mun, D; Han, S; Kim, BC				Cheon, Sang-Uk; Mun, Duhwan; Han, Soonhung; Kim, Byung Chul			Name matching method using topology merging and splitting history for exchange of feature-based CAD models	JOURNAL OF MECHANICAL SCIENCE AND TECHNOLOGY																	Mun, Duhwan/AAC-5360-2020; han, soonhung/AAA-5745-2021; Han, Soonhung/C-2030-2011; Mun, Duhwan/AAV-6700-2021	han, soonhung/0000-0001-5676-8121; Han, Soonhung/0000-0001-5676-8121; Mun, Duhwan/0000-0002-5477-0671; Kim, Byung Chul/0000-0001-7073-5318												1738-494X	1976-3824				OCT	2012	26	10					3201	3212		10.1007/s12206-012-0827-3								WOS:000311673700023						
J	Eitz, M; Richter, R; Boubekeur, T; Hildebrand, K; Alexa, M				Eitz, Mathias; Richter, Ronald; Boubekeur, Tamy; Hildebrand, Kristian; Alexa, Marc			Sketch-Based Shape Retrieval	ACM TRANSACTIONS ON GRAPHICS																														0730-0301	1557-7368				JUL	2012	31	4							31	10.1145/2185520.2185527								WOS:000308250300007						
J	Mitra, NJ; Guibas, LJ; Pauly, M				Mitra, Niloy J.; Guibas, Leonidas J.; Pauly, Mark			Partial and approximate symmetry detection for 3D geometry	ACM TRANSACTIONS ON GRAPHICS																														0730-0301	1557-7368				JUL	2006	25	3					560	568		10.1145/1141911.1141924								WOS:000239817400012						
J	Peng, JL; Kim, CS; Kuo, CCJ				Peng, Jingliang; Kim, Chang-Su; Kuo, C. -C. Jay			Technologies for 3D mesh compression: A survey	JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION																	Kuo, C.-C. Jay/A-7110-2011	Kuo, C.-C. Jay/0000-0001-9474-5035												1047-3203	1095-9076				DEC	2005	16	6					688	733		10.1016/j.jvcir.2005.03.001								WOS:000242026600004						
J	Mun, DW; Han, SH; Kim, J; Oh, YC				Mun, DW; Han, SH; Kim, J; Oh, YC			A set of standard modeling commands for the history-based parametric approach	COMPUTER-AIDED DESIGN																	Han, Soonhung/C-2030-2011; han, soonhung/AAA-5745-2021; Mun, Duhwan/AAC-5360-2020; Mun, Duhwan/AAV-6700-2021	Han, Soonhung/0000-0001-5676-8121; han, soonhung/0000-0001-5676-8121; Mun, Duhwan/0000-0002-5477-0671												0010-4485					NOV	2003	35	13					1171	1179		10.1016/S0010-4485(03)00022-8								WOS:000185699600003						
C	Hilaga, M; Shinagawa, Y; Kohmura, T; Kunii, TL			ACM; ACM	Hilaga, M; Shinagawa, Y; Kohmura, T; Kunii, TL			Topology Matching for fully automatic similarity estimation of 3D shapes	SIGGRAPH 2001 CONFERENCE PROCEEDINGS	COMPUTER GRAPHICS				SIGGRAPH 2001	AUG 12-17, 2001	LOS ANGELES, CA	ACM SIGGRAPH																						0097-8930		1-58113-374-X				2001							203	212										WOS:000173048800021						
