PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Riedlinger, U; Oppermann, L; Prinz, W				Riedlinger, Urs; Oppermann, Leif; Prinz, Wolfgang			Tango vs. HoloLens: A Comparison of Collaborative Indoor AR Visualisations Using Hand-Held and Hands-Free Devices	MULTIMODAL TECHNOLOGIES AND INTERACTION																		Riedlinger, Urs/0000-0002-7406-5486													2414-4088				JUN	2019	3	2							23	10.3390/mti3020023								WOS:000623567400001						
J	Qiao, XQ; Ren, P; Dustdar, S; Liu, L; Ma, HD; Chen, JL				Qiao, Xiuquan; Ren, Pei; Dustdar, Schahram; Liu, Ling; Ma, Huadong; Chen, Junliang			Web AR: A Promising Future for Mobile Augmented Reality-State of the Art, Challenges, and Insights	PROCEEDINGS OF THE IEEE																	Dustdar, Schahram/G-9877-2015	Dustdar, Schahram/0000-0001-6872-8821; Ren, Pei/0000-0002-2371-9515												0018-9219	1558-2256				APR	2019	107	4			SI		651	666		10.1109/JPROC.2019.2895105								WOS:000463027200003						
C	Stojanovic, V; Trapp, M; Richter, R; Dollner, J		Spencer, SN		Stojanovic, Vladeta; Trapp, Matthias; Richter, Rico; Doellner, Juergen			Classification of Indoor Point Clouds Using Multiviews	PROCEEDINGS WEB3D 2019: THE 24TH INTERNATIONAL ACM CONFERENCE ON 3D WEB TECHNOLOGY					24th ACM International Conference on 3D Web Technology (Web3D)	JUL 26-28, 2019	Los Angeles, CA	Assoc Comp Machinery, ACM SIGGRAPH, Web3D Consortium, EuroGraphics																								978-1-4503-6798-1				2019									7	10.1145/3329714.3338129								WOS:000555907400007						
C	Stojanovic, V; Trapp, M; Richter, R; Dollner, J		Claudio, AP; Bouatouch, K; Braz, J		Stojanovic, Vladeta; Trapp, Matthias; Richter, Rico; Doellner, Juergen			Generation of Approximate 2D and 3D Floor Plans from 3D Point Clouds	PROCEEDINGS OF THE 14TH INTERNATIONAL JOINT CONFERENCE ON COMPUTER VISION, IMAGING AND COMPUTER GRAPHICS THEORY AND APPLICATIONS (GRAPP), VOL 1					14th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP)	FEB 25-27, 2019	Prague, CZECH REPUBLIC											Trapp, Matthias/0000-0003-3861-5759														978-989-758-354-4				2019							177	184		10.5220/0007247601770184								WOS:000671872200016						
J	Franz, S; Irmler, R; Ruppel, U				Franz, Steffen; Irmler, Robert; Rueppel, Uwe			Real-time collaborative reconstruction of digital building models with mobile devices	ADVANCED ENGINEERING INFORMATICS					24th EG-ICE International Workshop on Intelligent Computing in Engineering (EG-ICE)	JUL 10-12, 2017	Nottingham, ENGLAND	European Grp Intelligent Comp Engn										Franz, Steffen/0000-0002-3495-1467												1474-0346	1873-5320				OCT	2018	38						569	580		10.1016/j.aei.2018.08.012								WOS:000454378700042						
J	Posada, J; Zorrilla, M; Dominguez, A; Simoes, B; Eisert, P; Stricker, D; Rambach, J; Dollner, J; Guevara, M				Posada, Jorge; Zorrilla, Mikel; Dominguez, Ana; Simoes, Bruno; Eisert, Peter; Stricker, Didier; Rambach, Jason; Doellner, Juergen; Guevara, Miguel			Graphics and Media Technologies for Operators in Industry 4.0	IEEE COMPUTER GRAPHICS AND APPLICATIONS																	Eisert, Peter/AAX-7968-2020; Simões, Bruno/AAJ-7582-2020; Posada, Jorge/A-3524-2011; Lopez, Miguel Angel Guevara/A-3126-2011	Simões, Bruno/0000-0002-0839-5276; Posada, Jorge/0000-0001-7985-9915; Lopez, Miguel Angel Guevara/0000-0001-7814-1653; Rambach, Jason/0000-0001-8122-6789												0272-1716	1558-1756				SEP-OCT	2018	38	5					119	132		10.1109/MCG.2018.053491736								WOS:000446302900012	30273132					
C	Discher, S; Richter, R; Dollner, J		Spencer, SN		Discher, Soeren; Richter, Rico; Doellner, Juergen			A Scalable WebGL-based Approach for Visualizing Massive 3D Point Clouds using Semantics-Dependent Rendering Techniques	WEB3D 2018: THE 23RD INTERNATIONAL ACM CONFERENCE ON 3D WEB TECHNOLOGY					23rd ACM International Conference on 3D Web Technology	JUN 20-22, 2018	Poznan Univ Econ & Business, Poznan, POLAND	Assoc Comp Machinery, ACM SIGGRAPH	Poznan Univ Econ & Business																							978-1-4503-5800-2				2018									19	10.1145/3208806.3208816								WOS:000473392700019						
C	Sihombing, R; Coors, V		Ellul, C; Coors, V; Zlatanova, S; Laurini, R; Rumor, M		Sihombing, R.; Coors, V.			LINKING 3D BUILDING MODELS, MAPS AND ENERGY-RELATED DATA IN A WEB-BASED VISUALIZATION SYSTEM	3RD INTERNATIONAL CONFERENCE ON SMART DATA AND SMART CITIES	ISPRS Annals of the Photogrammetry Remote Sensing and Spatial Information Sciences				3rd International Conference on Smart Data and Smart Cities (SDSC)	OCT 04-05, 2018	Delft, NETHERLANDS	Int Soc Photogrammetry & Remote Sensing, Urban Data Management Soc, Delft Univ Technol																						2194-9042	2194-9050					2018	4-4	W7					129	134		10.5194/isprs-annals-IV-4-W7-129-2018								WOS:000467485300017						
J	Shen, C; Pena-Mora, F				Shen, Charles; Pena-Mora, Feniosky			Blockchain for Cities-A Systematic Literature Review	IEEE ACCESS																	Sánchez-Gómez, Nicolás/K-3758-2014													2169-3536						2018	6						76787	76819		10.1109/ACCESS.2018.2880744								WOS:000454305000001						
C	Pouke, M; Virtanen, JP; Badri, M; Ojala, T			IEEE	Pouke, Matti; Virtanen, Juho-Pekka; Badri, Mahmoud; Ojala, Timo			Comparison of Two Workflows for Web-based 3D Smart Home Visualizations	2018 IEEE INTERNATIONAL CONFERENCE ON FUTURE IOT TECHNOLOGIES (FUTURE IOT)					IEEE International Conference on Future IoT Technologies (Future IoT)	JAN 18-19, 2018	Eger, HUNGARY	IEEE									Virtanen, Juho-Pekka/W-2327-2019	Virtanen, Juho-Pekka/0000-0003-0281-9717														978-1-5386-1208-8				2018																		WOS:000458554700015						
J	Patlakas, P; Koronaios, G; Raslan, R; Neighbour, G; Altan, H				Patlakas, Panagiotis; Koronaios, Georgios; Raslan, Rokia; Neighbour, Gareth; Altan, Hasim			Case Studies of Environmental Visualization	ENERGIES																	Neighbour, Gareth/AAA-2945-2020; Altan, Haşim/W-2023-2018	Altan, Haşim/0000-0002-9534-1961; Neighbour, Gareth/0000-0001-6944-5620; Raslan, Rokia/0000-0003-3157-4843													1996-1073				OCT	2017	10	10							1459	10.3390/en10101459								WOS:000414578400014						
